domain,temp_diurnal_range,precip_seasonality,solar_radiation,soil_pH
AF,0.00115144285587144,0.441090404343134,0.310839992962822,0.325880468239391
AF,0.00700725009049618,0.0927403530216173,0.561148359678665,0.044654324747886
out,0.149510479265917,0.9771938208176,0.315051705225118,0.065566539263805
AF,0.138313692785288,0.0550431856108281,-0.000315907917119013,0.0841921681556533
AF,0.027583220200394,0.00754214231064356,0.285990047605945,0.16950731946046
AF,0.00698402675713419,0.116961417666021,0.289253456437073,0.299412522567835
out,1.76092641054981,0.000482664207778402,1.4326541367022,0.0719739064126423
AF,3.74236016449093,0.0404183232441476,2.06636139911046,0.0266063818582449
AF,2.49398408758743,0.0294944752149297,2.00855695011734,0.116910329486395
AF,4.61462435096371,2.22074858266736,0.224598299733016,0.0865923195607283
AF,1.06295024868909,0.0769896024130212,0.0815011092486251,0.0460562997846771
AF,3.88303847428925,0.000305069304637231,2.08716900045202,0.112952078479939
AF,4.439369893772,1.98723556710903,0.128606414101301,0.0240340703851449
AF,4.73704664768436,2.36270341127622,0.179733740578921,0.0690408738655503
AF,1.45441841949691,1.29210372590569,0.0075584720365598,0.0155404485561967
AF,0.0207979668477251,0.0340485851194814,0.514847957107182,0.387963705953814
AF,1.84391630372219,0.00917857554758823,1.46556808882669,0.105685897890151
out,2.31062397109057,0.0539934555862608,1.44117035090683,0.196416004074557
AF,2.59266487913786,1.67266326492695,0.0607295308136477,0.0913105181927054
AF,3.03257303266064,2.63887168940702,0.089493204120117,0.0772651917962444
AF,4.88365517260214,0.00314034884078843,1.85659314682551,0.0409448925521562
AF,3.7722783317685,1.52570713899562,0.126957296642747,0.0829359430392624
AF,1.45441841949691,0.57895511829568,0.0241671787082045,0.00234858798332147
AF,3.95433180544112,2.502504861333,0.126814377048074,0.0215762142447515
AF,2.0610457003281,0.917236824265132,0.39774009027491,0.513146256981285
AF,4.06784845713639,2.99152450462267,0.145385733497519,0.0669073222825377
AF,5.48132046657447,0.0003970669162652,1.46146347353422,0.0849857100321186
out,1.82990795555407,0.0386391740526785,0.937262565287697,0.269902628117034
out,0.0975484094768007,1.54088525032004,0.0122179107424712,0.0230393965780852
AF,0.20404454531877,0.0439766216270858,0.0713537563081346,0.00232469497281922
AF,4.06784845713639,0.0294944752149297,1.18184751474818,0.0823566380407657
AF,0.144018105609238,0.496180671701557,0.307093940539086,0.356751453577801
AF,2.69587146677811,2.12182324599159,0.0995895533640356,0.000977326711282881
AF,2.73548422530124,2.01882266561774,0.0692307954015598,-0.00110136096166312
AF,0.0604084367042831,0.644547956377841,0.235919302520358,0.222086402084652
AF,0.0408057807381562,0.551182141608409,0.271458972731073,0.254839444574715
AF,0.474050389818705,0.00018299298447858,0.712183229645455,0.0751311350626307
AF,0.168532070243204,0.486785419903376,0.286641548164037,0.227246881049395
AF,0.00202712578144144,0.768555776477261,0.11321571132787,0.193248121639989
AF,1.16613203370106,0.315554795042712,0.938930734846363,0.318942423494317
AF,0.0149382916516046,0.538014517495503,0.253707689949086,0.452316923236931
out,2.20238765388471,0.0364787786058946,1.68194313468213,0.126177140896751
AF,0.36415218265967,0.280732102138756,0.123126954819329,0.218577996376375
AF,0.00781842029797461,0.633711305720165,0.339483449526568,0.519245052489913
AF,0.0502856091882525,1.08598847525793,0.0968360437758833,0.179378891380311
AF,0.0604084367042831,0.544598329551956,0.290813127816678,0.28210358748855
AF,0.546281337973245,0.00476094268345342,0.327815141820539,0.263546062138134
AF,0.555412785294137,0.096798157245391,0.137670524721664,0.302268818197792
AF,0.506554316488248,0.0203372985489658,0.145784698792153,0.0433386662934354
AF,0.662890406164497,-0.0011363295548579,0.176554285799916,0.561451688586535
AF,0.172861443998945,0.0448661962228203,0.728321396906119,0.338818784760596
AF,0.452381105372343,0.015048807831419,0.2137498592722,0.247707232208679
AF,0.192430981464963,0.000305069304637231,0.401797972759639,0.0799434827446464
AF,1.20519541142776,0.133104321327567,0.126218924007409,0.534289675271945
AF,0.126478629559092,1.40594255701725,0.808382525957199,0.428401194675561
AF,2.49398408758743,0.535586275950581,1.58668686486855,0.362332306421051
AF,0.582177891319122,0.0011042463687725,0.615835002887177,0.311876303352873
AF,4.38526549829731,2.00618782621425,0.130884618808904,-0.00863723469488958
AF,2.41334038838327,0.267362250278293,1.2879735380662,0.617436110108338
AF,1.96469045805352,0.415961209766679,1.6586959271378,0.568982159146242
AF,0.899883958173148,1.03671757441448,1.5385277040901,0.374869336509205
AF,0.559236371869134,1.69601107858792,1.57459471734237,0.319864160573822
AF,0.0168849199391465,0.351124332607836,0.549241468224585,0.331989597513055
AF,0.429220665190964,1.7485436593251,1.35473186005269,0.31789264521251
AF,0.199681602536903,0.38358036607791,0.677158730610982,0.393187424679807
AF,0.0175279190050808,0.0670706821675672,0.406453817596735,0.19362413686144
AF,0.117962655047647,-0.000744660719930106,0.187394428788596,-0.00113893023559629
AF,0.898187644834981,0.149833443983468,0.842642027006864,0.292865136840052
AF,0.473414272316893,0.0156355110437964,0.142230435824311,0.360850670711113
AF,0.82174343959151,0.138123058124337,0.0899772368206206,0.282367242537013
AF,0.0504296870731775,0.0359704502654749,0.241855626738873,0.11811539233437
AF,0.439419189912332,0.0573586424837926,0.818652820337788,0.17803400758811
AF,0.00571437039450597,2.00618782621425,0.189238637903742,0.140937080672244
AF,0.494235400094171,0.00323538520646655,0.569814735981707,0.287443056788715
AF,0.0267281819671888,0.0421974724356167,0.178914611055176,0.116646815715956
AF,0.000972522188709915,1.11560604301184,0.0708242237456715,0.025149235819629
AF,0.0250181055007784,2.01250524591599,0.441110618731407,0.282875114261079
AF,2.21766823705645,0.582389740278431,0.258092605389065,0.120325010923009
AF,0.28811010617349,1.11560604301184,1.09050729956442,0.295438313184179
AF,0.206466855889572,1.1014584467716,0.914376470418172,0.254317952729858
AF,1.97911600299207,0.753906765484186,1.76049808707227,0.500262542416297
AF,0.0450943000707969,2.75644641380466,0.790684731085029,0.354909879902464
AF,0.279748120278106,2.12182324599159,0.128350116207556,0.241151037119327
AF,4.11983246093837,0.674252398691277,0.780547288117903,0.407602342624551
AF,0.0300674804126777,2.62431498485755,1.01340398232252,0.414032059542508
AF,0.0429124092826221,2.76388492150823,0.9488793398389,0.419400103962819
AF,1.97189978974074,0.696781995733776,1.57653084206157,0.410464343597613
AF,2.07441104943028,0.300712658584188,1.35287099363452,0.374303046738826
AF,0.909651522995853,0.204433805981228,1.58366086873463,0.202891022621002
AF,0.0418930678693686,0.9782941217591,1.08605933012115,0.262232181482409
AF,1.03577482745781,2.7713234292118,0.936333031161848,0.172912789996014
AF,0.0429124092826221,2.5096230581789,1.22343229642061,0.267982925517719
AF,1.69979719629869,0.274302852221057,1.26358890270342,0.322963485530275
AF,0.439419189912332,1.0321618644299,1.08676160574316,0.333102294860855
AF,3.31691884529142,0.883353631249814,1.17680777206819,0.336743206773885
AF,1.2109273505082,1.37476456681778,0.966847145535917,0.409905182336771
AF,0.00117767979185922,2.77876193691537,0.60354241920401,0.434211906697725
AF,1.63357216046896,2.53809584556252,0.636698051115506,0.169137548285141
AF,0.814096266441515,1.60406122280353,1.20867063370102,0.386055351115109
AF,0.61849852299954,1.68433717175743,1.38544325401016,0.443771387029923
AF,0.00786916988782299,1.96828330800381,1.462028848415,0.393419885964352
AF,0.418953340392767,2.11534567086101,0.130044369221784,0.339825650816949
AF,0.00743820998915958,2.75644641380466,0.461576544909307,0.341868149501104
AF,1.95746736323807,2.6534283939565,0.627064349222816,0.134154465450776
AF,0.245592167693364,2.49538666448709,0.219852993584334,0.301273784362902
AF,-1.19764423070377e-05,1.41713599756124,0.666271653554557,0.317784000601353
AF,0.718958206657596,0.991160474568677,1.27408772696248,0.400352327758353
AF,0.0838277976812863,2.42532578402987,0.483629454127238,0.374249437528037
AF,2.66460809091979,2.91457694072564,0.750384417298109,0.376596904348958
AF,2.97437046266329,0.355550636551293,1.08940931503607,0.67920906159676
AF,0.119511022539394,0.13532377339881,0.482719573018838,0.336569724045643
AF,0.0267023799928296,2.88418228819602,0.597808002384473,0.277994777976592
AF,0.138313692785288,0.82142419863442,0.0939981815492878,0.00845634669148271
AF,0.0418930678693686,2.6534283939565,0.887000651363562,0.429537217639756
AF,4.05957480067435,2.07518470505146,0.434440671281078,0.416869888641498
AF,0.000767364585560608,1.34358657661831,0.625752974077687,0.356027993422674
AF,0.436019681671876,0.0179698460650906,0.870544483017091,0.125207986836328
AF,0.134510750902655,1.18274924680146,0.263836324928047,0.101249725855211
AF,0.0198878761015471,1.35397924001813,0.0712118089820659,0.00604143652991483
AF,1.42363833242202,2.97600686750019,0.853411783411991,0.393083953959826
AF,3.01729441565007,0.389943072238476,1.43343657063513,0.404370307542552
AF,0.693260628559103,1.45998789459119,0.0422641118814733,0.137737315037403
AF,0.104306136572983,1.82050896545401,1.43034929300515,0.379637113678275
AF,3.48306938141873,0.863529237023164,1.14979409509673,0.396067593687881
AF,0.606257043657315,2.48826846764119,0.0591266163127891,0.149430292290489
AF,8.66825005775319e-06,2.30152243738207,0.228603468599625,0.259812695611077
AF,0.0566132307446417,2.78620044461894,0.487590530122531,0.278506588144116
AF,0.142116634667921,3.13246448215558,0.0821488085053703,0.23763021396855
AF,0.0472490995641139,1.47605735597743,0.748989037981027,0.388933929780141
AF,0.107743485633914,2.76388492150823,0.823650751282711,0.431047903120274
AF,0.257751099394904,0.392014685303094,0.351913118459024,0.301241920146899
AF,0.842126725906004,1.12975363925208,1.51916418120396,0.458935825159545
AF,0.697719882109898,2.86138629879881,0.423598225232146,0.196555280575197
AF,0.0397524664659233,1.28203137336354,1.1467246660468,0.551550410716082
AF,0.614462897257272,2.89178095132843,0.469590521378011,0.153017921238093
AF,2.06698279701168,0.235933707118392,1.24910050998439,0.423611774508033
AF,2.24313783009471e-05,0.924237892456928,0.426740118978736,0.0938552583868806
AF,0.0258731437339836,0.551182141608409,0.272808956438554,0.176795683170353
AF,0.181213130894728,0.480521918704588,0.308681070216205,0.301165392252436
AF,0.11455626524307,0.356426901233626,0.418919699761948,0.226903867969146
AF,2.6845535357715,0.585824362261182,1.69730235606008,0.319280922123566
AF,0.563059958444132,0.024609176704526,0.771163035783445,0.131047945746973
AF,0.0867825828948358,0.222048657448778,0.257425974708352,0.391269756352773
AF,0.436019681671876,1.0321618644299,0.936103382258028,0.356105060727951
AF,0.00700725009049618,0.0964996018840981,0.18787485598195,0.371027922568268
AF,2.6257705154886,1.3851572302176,0.965031685382948,0.307142243257442
AF,-5.09487818544072e-06,0.890695649933641,0.407200823209748,0.107738116466655
AF,0.255797573978854,0.000127474401496061,0.474008048432839,0.140223261304878
AF,0.0267023799928296,1.5870308288443,0.0172647652446504,0.0137756733826881
AF,0.0823504050745116,0.545409675612336,0.0905509703392014,0.00814590130819458
AF,0.0292262053077157,0.435928319947853,0.186389023586939,0.0294138002954407
AF,0.105995568347029,0.288344211535417,0.0799270114520307,0.0168281190683585
AF,0.245592167693364,0.515619165769408,1.10423723012424,0.281977046001929
AF,0.0267281819671888,0.0487448054634241,0.185882369660519,0.104504090119665
AF,0.322052730270462,1.70184803200316,0.00745717011896942,0.0623178112545227
AF,0.38002071238438,1.62676841474917,0.0100472634234954,0.0704681338834102
AF,0.00700725009049618,0.037749599456944,0.220386308061277,0.115911134798725
AF,0.109446680536203,0.0359704502654749,0.296195026778472,0.129298481842419
AF,0.0250198297829056,0.271408208317837,0.121700368376215,0.0541176447184649
AF,0.230284058265129,0.0368600248612094,0.41913521574473,0.157046461869607
AF,-5.09487818544072e-06,0.203952694070701,0.118969844305729,0.151870126939357
AF,0.0168849199391465,0.138123058124337,0.553429693168033,0.0492136635529427
AF,0.429110575729405,1.19577575503987,0.00585494800990858,0.111203296448609
AF,0.0941695459287094,0.278401128683526,0.0598138006762578,0.0121031950019855
AF,0.0604505804478827,0.0622311403539667,0.507122176859878,0.318597773805953
AF,1.62063088970131,0.389943072238476,0.970208031634676,0.416608995445255
AF,0.28811010617349,0.456447254392788,1.39487791201153,0.157073389902106
AF,0.194134176367252,0.0014674365751983,0.582748042425429,0.178579652122728
AF,1.72017360104907,0.769567118561183,0.0142243426589851,0.00312391743552502
AF,0.890116393350444,0.223013435805861,1.64986765463611,0.287189930714842
AF,0.995008254828824,0.200447359734717,1.64390142809736,0.208772037006191
AF,0.828111496173759,1.3383902449184,1.47943475521367,0.474855182982862
AF,2.57611206096248,0.490704676768725,1.59399235104074,0.390410348448509
AF,0.995008254828824,1.41713599756124,1.42019150379029,0.394458726186925
AF,1.46057443691189,0.387149071971056,1.12542812053641,0.451618471674694
AF,0.144139814519671,0.0923894792373994,0.418958419885341,0.492906941772982
AF,0.134510750902655,0.0707003385277676,0.268397142068188,0.427382463911141
AF,0.143305420978831,0.771207060790156,0.135239194123174,0.165035932223974
AF,2.19474736229883,0.310607416223204,1.83004743351605,0.40290511539457
AF,1.82990795555407,0.240240464222569,1.29815547078118,0.403853184112539
AF,0.260712766172575,0.191888718485316,0.359806845114021,0.396077463190099
out,0.823253111903912,1.12858821924743,0.00172467003799779,0.00622879491097266
AF,0.772050577244781,0.234972774545395,0.713563654294191,0.252221773742064
AF,0.203512070676023,0.0945211022931151,0.748398376100059,0.308889998482409
AF,0.453017222874156,0.0491003180817209,0.201211391723564,-0.00351339943071612
AF,0.199393446767053,0.486785419903376,0.330499458252912,0.363362537227571
AF,0.740196531205295,0.283556988144742,0.88899411022341,0.360923524418331
AF,0.142224580450111,-0.00148991928111155,0.204973406236749,-0.0100349155172998
AF,0.177115990472607,0.0423547505164066,0.182151674570089,0.419086903562166
AF,0.0181777996351367,0.0153152001861308,0.195785288035576,0.0205584175351341
AF,3.04148555925014,1.96828330800381,0.041314157081594,0.00592195384300125
AF,0.0787250945385414,0.132263380776679,0.452705440042413,0.0873790876353825
AF,0.116132158991303,0.524846893382598,0.332532879321,0.232298228463682
AF,8.66825005775319e-06,0.595258163406015,0.273867146347628,0.149871731409709
AF,4.36362374010744,2.28112877941735,0.190400779625337,0.0302237197003045
AF,1.28204993187753,0.465790187768043,1.09772142553485,0.422577500359171
AF,1.70794775819884,0.350734463132163,1.48887121117658,0.441969820006505
AF,1.68282029978878,0.655477734489195,1.78502230305179,0.377893773404455
AF,0.570707131594128,1.68433717175743,1.60648343595497,0.324394922720815
AF,0.49210812685734,0.037749599456944,0.636914954547669,0.201449352038384
AF,0.8935159015909,3.1007885861953,0.775228683885203,0.378363065049369
AF,0.750388174362541,2.74156939839752,0.444751934050118,0.205809807479466
AF,0.144139814519671,1.25181431573706,1.03943948436264,0.374707094439842
AF,0.0591714638801357,1.26188666827922,0.883857220290941,0.321973565214008
AF,0.737009062132109,3.02255977886761,0.474083224946712,0.0873714406217904
AF,0.614462897257272,2.7713234292118,0.483023344437986,0.427360987597715
out,0.11455626524307,3.6597787124106,0.0915811188360992,0.197110243868294
AF,0.540118438994145,1.02305044446074,1.03682125502339,0.154500468800374
AF,0.325094381612208,2.9992833231839,0.523658476424453,0.428416765348837
AF,0.484885032041886,1.17299720511696,1.13306477860166,0.251240796076133
AF,0.6764815575622,1.5870308288443,1.18332807597288,0.400319443666835
AF,-0.00369105017075137,0.156248615992923,0.503235527576319,0.440332216996738
AF,0.00224604651283394,1.43320545894747,0.907230738497837,0.411437706567455
AF,8.66825005775319e-06,2.11534567086101,0.215037790084987,0.213295649536849
AF,0.517388958711429,2.51674125502481,0.464392967284417,0.229999297241882
AF,0.146055048589231,2.44619990828109,0.981818508296872,0.351079535276812
AF,0.011792111963149,0.933224035945873,0.17965325152087,0.156102258981162
AF,0.204127543485471,2.90697827759323,0.423707976444304,0.32537910926726
AF,0.477661937226432,1.02760615444532,1.13412371334933,0.406841143664088
AF,0.0283849302027537,2.38309706924094,0.291408663017988,0.253064894301991
AF,1.08948955241856,0.48136174339347,1.00142218761388,0.287453817151794
AF,0.0162419208732122,2.20747312154854,1.41898625634525,0.35675913282874
AF,-3.26211346718285e-05,0.149487209033329,0.184583850850828,0.123701017379825
AF,0.715353540813991,1.15612696658657,1.35031228637181,0.3971305249447
AF,0.017455235402369,0.112940092470893,0.423787518422262,0.541219605690719
AF,0.875259888513237,1.14605461404441,1.53325822184261,0.313792211680802
AF,0.402448677601857,1.79652053007771,1.77168008974927,0.344488001194725
AF,0.0386991521936904,0.237564694491221,0.664092053235743,0.225750177474908
AF,2.45196592464718,1.1964163767552,1.24041647578953,0.420121150422192
AF,1.17717183352739,1.401066536175,1.4127236673943,0.40310263231947
AF,0.790525511053836,0.929943021645876,1.07529814927459,0.155446472195067
AF,0.0241630672675732,0.100609724530797,0.487965256329997,0.462317369748486
AF,0.0779272524976776,0.0200120260452069,0.147634307293191,0.00808564771693306
AF,4.7707815199728,2.06352506981642,0.172579140258472,0.0672418839180224
AF,4.28872574311196,2.40445165977866,0.141658333227852,0.0220323668636764
AF,0.527813285728311,0.0656883248631265,0.297948208456338,0.351052306520748
AF,0.0250198297829056,0.658996823921409,0.182926690803304,0.157171480014414
AF,0.333899397381147,0.528138799410824,0.0835524545741544,0.129050287239811
AF,0.0956469385354841,0.990432802907768,0.0550925344971011,0.103788099449694
AF,0.00573243644587355,1.04009682524021,0.0589133139810511,0.139100751076768
AF,0.211021193146345,0.264415287952148,0.353924756472492,0.337452792174875
AF,0.157964519700266,0.0497945354879914,0.125407461440187,0.504398052272807
AF,0.237938112979247,0.107459928941961,0.836276488794592,0.245911332112154
AF,0.540118438994145,0.000468424893527407,0.744622120260843,0.118063276288086
AF,0.517388958711429,0.0913877516136928,0.874591386304431,0.109481695376265
AF,0.0258611048878676,0.400449004528278,0.652382286931302,0.190905186214601
AF,0.348897820859522,1.43856194607621,1.16580690738581,0.307887280538148
AF,0.334020671329951,0.265048716297372,1.05081615038599,0.161416686043836
AF,0.66798622774312,0.00648777345199737,0.0330001109344773,0.155058222490863
AF,0.0874118188325269,0.222457765758014,0.559976007255773,0.38333010830962
AF,0.555412785294137,0.0144795440933501,0.193297245103677,0.489814820686831
AF,3.38227507975971,1.86720459277595,0.176169766680125,0.238511566521684
AF,0.00698402675713419,0.120021810288153,0.300697218852582,0.491953119656969
AF,0.74146876620892,0.965107458091857,1.07769717006504,0.105066127613193
AF,0.000275759930301433,0.792150942938606,0.357191884090316,0.199217849261091
AF,0.18775235665676,0.00922945529649191,0.0794630749939248,0.216863528385072
AF,0.0036395710296509,0.19389938108288,0.319502216987416,0.475004959933417
AF,1.17165193361423,1.60973802078994,0.00330726056057086,0.0513959981760269
out,4.10943566017797,0.0466453454142894,1.80584837953407,0.1122111091312
AF,0.336996101235865,0.0397383451521281,0.215371896695029,0.0454368647771429
AF,0.000972522188709915,0.0571426456599628,0.18640890323375,0.14352769731122
AF,0.28811010617349,0.00128824159202844,0.122122450415274,0.00380912591654487
AF,0.66798622774312,0.000539782870789614,0.933345365720358,0.202691689841495
AF,0.989912433250201,0.0746047104548377,0.0821347895889021,0.00632147252392452
AF,1.53635499839706,1.73103279907937,0.00189279763284678,-0.00193950599288747
AF,0.317036893255914,0.353775616920731,0.691819196188614,0.347020142103346
AF,0.714710541748057,0.0011042463687725,0.664968601963769,0.189689120730695
AF,0.318242906823708,0.386391805819638,0.37416718982986,0.231347216042147
AF,3.00435117872125,1.02664522187232,1.09286078847105,0.348337476741774
AF,2.47785534774659,0.947525239868867,1.13942710496094,0.426132771695972
AF,2.77792646657603,0.896059828630558,1.15486410468391,0.297733044741592
AF,0.0705312642203137,1.01249777305805,0.141190558610726,0.135482162792916
out,3.41134509036819,0.0386391740526785,1.84217699363041,0.131662392144659
out,1.11424497451731,0.000393866756207817,1.87900432293724,0.126973452112426
out,1.24531898499081,0.000254350961740787,1.50821816383473,0.0221447734442978
AF,4.18970990378707,0.0285219163257273,1.80127059617192,0.115490355186354
AF,0.0809095639677134,0.0466453454142894,0.0763248474351503,0.0455674813146967
AF,0.00261378301390437,0.233223058438428,0.148904845547114,0.093267572987779
out,0.0418590950103892,-0.000138917953215696,0.000728758383524909,0.0395092334569233
AF,2.97655143695522,0.11085288765856,0.834700946496148,-0.0041596242085567
AF,4.7836328998922,1.98633307858021,0.277833701785733,0.189406329449288
out,0.995008254828824,0.0487448054634241,1.73968133459744,0.259064095383712
out,1.72696573596586,0.000111635007216374,1.60993591148227,0.326932423985639
AF,4.90656916579564,0.00609610461706958,1.43571080436726,0.0223678894117137
AF,4.23568154347362,1.16812118427472,0.267048391708589,0.260723347869998
AF,2.1041240591047,1.81451185660993,0.00257039625522901,0.025175488369015
AF,3.08647227053218,0.120361644918177,0.480269165655642,0.127955369904579
AF,0.837454982661922,0.111285103897633,0.055866561680845,0.0132653765803907
AF,0.0301483349000097,-0.000102438924570246,0.263922071417911,0.147132082574373
AF,0.543942025569143,0.0229297027128139,0.807396194716256,0.0664375803387573
AF,2.1189805639419,0.143141794921108,0.552414923654261,0.00945900192942466
out,1.32110642804011,0.015618071569488,1.75301059824546,0.0404923469286924
AF,0.201718996042912,0.115431221354956,0.0254943841219877,0.0046883499144723
AF,4.7707815199728,2.02387660137913,0.284748654423742,0.173818926570641
