anc_node,state,anc_node_ages,anc_range
88,AF,-1.7084,78.841049331877
89,AFother,-0.97193,60.0476160645463
90,AFother,-0.11745,34.3531582510076
91,AF,-1.28711,69.2065212668435
92,AF,-1.04415,60.8731166742808
93,AF,-0.6026,41.6498745400503
94,AFother,-0.66847,81.9377948852514
95,AF,-1.67746,90.7410413002128
96,AF,-2.17182,66.6481438313727
97,AF,-2.83607,86.3736550311048
98,AF,-2.68598,81.4356081920862
99,AF,-2.3483,69.8956632100991
100,AF,-2.54657,80.7708185068333
101,AF,-2.29479,70.8367097426444
102,AF,-0.98856,67.1750640666129
103,AF,-0.49308,51.4744330890671
104,AF,-0.24224,50.9171667602842
105,AF,-2.20246,59.7584417372249
106,AF,-0.76996,23.149347316494
107,AF,-3.16983,84.821490630811
108,AF,-2.72947,79.8472548786598
109,AF,-1.4695,91.9736459655728
110,AF,-1.10055,31.2336629559936
111,AFother,-0.8181,38.492737583425
112,other,-4.53922,80.4845421880749
113,other,-6.82755,168.02617205016
114,other,-5.52033,180.353348944261
115,other,-4.6227,166.527392721881
116,other,-3.60002,170.777770025552
117,other,-1.76269,325.053035614849
118,other,-1.47208,235.665266005228
119,other,-1.06703,187.960668604321
120,other,-0.40905,355.051109137157
121,other,-2.75947,237.843989404635
122,other,-2.15573,233.331424642236
123,AFother,-0.44323,210.014691745879
124,other,-3.79224,218.825536384842
125,other,-3.05882,110.816632433587
126,other,-2.7485,101.532075720479
127,other,-2.58165,100.678033096176
128,AFother,-1.81774,23.5639822005732
129,AFother,-1.33002,99.1716977289912
130,AF,-0.68694,41.4253375355024
131,AF,-0.47825,32.0229372106243
67,other,-8.73697,289.368631625065
68,other,-8.28674,-17190.5071769105
69,other,-6.20467,292.465169057985
70,other,-4.63458,349.725407899039
71,other,-2.88234,333.758763365328
72,AFother,-0.212619999999999,656.038049083724
73,other,-3.68889,342.439528355637
74,other,-2.36243,281.478979955835
75,other,-0.95679,265.907938621429
76,other,-4.91494,288.724063072473
77,other,-2.51056,252.198247497212
78,other,-2.00661,167.512543090628
79,other,-1.88878,154.589212129534
80,other,-0.52177,216.660052528899
81,other,-5.29113,287.339630799499
82,other,-8.28663,14174.7810614203
83,other,-7.77691,83.4290986095899
84,other,-7.29144,84.7377903524853
85,other,-6.48396,291.996741239098
86,other,-3.27695,262.106418131795
87,other,-2.48507,209.390678863284
88,other,-2.20007,187.633678637646
89,other,-1.75879,194.995069691434
90,other,-1.26428,185.42526132151
91,other,-2.31206,311.187756865768
92,other,-2.90579,289.183708339258
93,AFother,-0.531049999999999,251.732812288259
94,other,-4.81315,288.79332558993
95,other,-4.51716,286.60093565556
96,other,-3.22569,199.851542956085
97,other,-3.01875,193.522791480676
98,AFother,-2.30357,209.390678863284
99,AFother,-0.60538,222.47759629224
100,AF,-0.349879999999999,130.869174289553
101,AFother,-1.78674,104.102338485643
102,AFother,-6.22977,330.997171713835
103,AF,-4.12934,55.292226137336
104,AF,-4.0245,59.9339921629186
105,AF,-3.41829,79.2780919875931
106,AF,-2.90612,74.3500496432521
107,AF,-2.08987,82.7747527381421
108,AFother,-1.41077,230.329746749613
109,AFother,-0.771699999999999,173.49367332183
110,AF,-1.22225,83.5108918435209
111,AF,-0.969069999999999,83.7562715453138
112,AF,-0.64195,75.2497752164928
113,AFother,-0.56757,202.085520657825
114,AF,-2.10218,72.4688052628398
115,AF,-3.3483,78.8486775094555
116,AF,-3.05351,77.0287780544914
117,AF,-1.97904,80.0142310929718
118,AF,-2.61487,71.978045859254
119,AF,-2.12502,82.5907179617974
120,AF,-0.841489999999999,80.1880417150752
121,AF,-0.54106,81.3063085852252
122,AF,-0.346299999999999,68.2973503323603
123,AF,-2.69803,94.6347716581328
124,AF,-2.21477,96.1556146015368
125,AF,-1.31025,67.6736769236367
126,AF,-0.680629999999999,83.0763652882626
127,AF,-3.40902,70.403014928209
128,AF,-2.05117,68.7881097359462
129,AF,-2.10684,75.6996380031132
130,AFother,-1.71007,318.669465746987
131,other,-4.71942,31.5721882973546
67,other,-5.52026,301.335700813767
68,other,-5.34974,242.439798053083
69,other,-5.1784,227.243746452647
70,other,-4.17982,198.865828833336
71,other,-4.05651,200.559335939583
72,other,-2.33738,222.05797593658
73,AFother,-0.0508700000000006,631.648903011645
74,other,-0.75054,138.741773055409
75,other,-0.2565,58.7534508187406
76,other,-3.47717,139.797491742891
77,other,-2.83987,126.263097948384
78,other,-2.00362,155.704675775861
79,other,-1.58514,181.308464577774
80,other,-0.35775,462.270799544134
81,other,-4.35026,212.35849869323
82,other,-4.89541,247.35831663596
83,other,-4.32262,211.913014541436
84,other,-3.90018,134.039025291498
85,other,-3.68595,112.476716733976
86,other,-2.13384,83.7562715453138
87,other,-1.60189,142.368525946728
88,other,-1.04664,178.504416867901
89,other,-0.162680000000001,371.275424693292
90,other,-1.02182,258.400378588063
91,other,-2.01149,222.497490349857
92,AFother,-0.30417,197.254792078104
93,other,-3.57177,128.384883696692
94,other,-2.26638,233.124003042776
95,other,-2.61941,124.155879164691
96,other,-2.13355,108.37321715282
97,other,-1.8871,83.7562715453138
98,AFother,-0.5495,154.333003412595
99,AF,-0.22949,7.08205485453371
100,other,-1.86723,83.7562715453138
101,AFother,-1.5732,-89.907449820573
102,AFother,-3.88364,120.766481236896
103,AF,-3.35615,94.8605577034354
104,AF,-2.9294,83.4290986095899
105,AF,-2.46301,83.7562715453138
106,AF,-2.44287,83.7562715453138
107,AF,-1.86137,87.3174609199139
108,AF,-1.64616,84.9422734373128
109,AFother,-1.30016,75.73012616651
110,AFother,-0.279450000000001,30.8464576455445
111,AF,-1.28805,83.7562715453138
112,AF,-1.07921,69.6986417250808
113,AF,-0.96975,63.202906420209
114,AFother,-0.26559,64.1180201185671
115,AF,-1.11846,86.0998677743218
116,AF,-2.13555,83.9198580131757
117,AF,-1.98318,70.9790194155336
118,AF,-1.64966,64.6984480393976
119,AF,-1.48038,60.2795204594439
120,AF,-0.59973,23.0656919685337
121,AF,-2.13277,83.9143479737296
122,AF,-1.2217,62.4656642246341
123,AF,-0.52287,71.1775009960423
124,AF,-0.4363,82.8156493551076
125,AF,-0.42673,83.7562715453138
126,AF,-0.796670000000001,44.2734029650862
127,AF,-2.71843,81.6859110279906
128,AF,-2.21687,83.7562715453138
129,AF,-1.01899,22.5749325649478
130,AFother,-0.873670000000001,33.0444665081121
131,other,-3.23924,64.3303784867083
67,other,-7.24733,289.479954960365
68,other,-6.52927,-4.28689156451487e+103
69,other,-6.21691,7.20717095063169e+103
70,other,-5.32356,83.7562715453138
71,other,-4.87709,83.7562715453138
72,other,-2.93247,83.7562715453138
73,AFother,-0.30143,83.7562715453138
74,other,-2.02044,83.7562715453138
75,AFother,-0.303879999999999,83.7562715453138
76,other,-4.46218,83.7562715453138
77,other,-1.37551,83.7562715453138
78,other,-1.22371,83.7562715453138
79,other,-0.32843,83.7562715453138
80,other,-4.31707,83.7562715453138
81,other,-4.61606,83.7562715453138
82,AFother,-6.80487,83.7562715453138
83,other,-6.3366,83.7562715453138
84,other,-5.78023,83.7562715453138
85,other,-5.35063,83.7562715453138
86,other,-3.59121,83.7562715453138
87,other,-2.64102,83.7562715453138
88,other,-1.91441,83.7562715453138
89,other,-0.65156,83.7562715453138
90,other,-0.18263,83.7562715453138
91,other,-3.24832,83.7562715453138
92,other,-2.41538,83.7562715453138
93,AFother,-0.38586,83.7562715453138
94,other,-3.34916,83.7562715453138
95,other,-4.99884,83.7562715453138
96,other,-3.83724,83.7562715453138
97,other,-3.74827,83.7562715453138
98,AFother,-2.87898,83.7562715453138
99,AF,-2.31744,83.7562715453138
100,AF,-1.1641,83.7562715453138
101,AF,-0.237039999999999,83.7562715453138
102,AFother,-5.53682,83.7562715453138
103,AF,-4.25887,83.7562715453138
104,AF,-4.06649,83.7562715453138
105,AF,-3.39001,83.7562715453138
106,AF,-3.03383,83.7562715453138
107,AF,-2.02833,83.7562715453138
108,AFother,-1.44451,83.7562715453138
109,AFother,-0.29862,83.7562715453138
110,AF,-1.55858,83.7562715453138
111,AF,-1.47401,83.7562715453138
112,AF,-0.94315,83.7562715453138
113,AFother,-0.258599999999999,83.7562715453138
114,AF,-2.76692,83.7562715453138
115,AF,-2.82905,83.7562715453138
116,AF,-2.63058,83.7562715453138
117,AF,-2.48309,83.7562715453138
118,AF,-2.21275,83.7562715453138
119,AF,-0.6178,83.7562715453138
120,AF,-0.48062,83.7562715453138
121,AF,-0.44616,83.7562715453138
122,AF,-3.26805,83.7562715453138
123,AF,-2.42149,83.7562715453138
124,AF,-1.56613,83.7562715453138
125,AFother,-4.96202,83.7562715453138
126,AF,-4.94703,83.7562715453138
127,AF,-3.00425,83.7562715453138
128,AF,-3.6885,83.7562715453138
129,AFother,-4.73,83.7562715453138
130,other,-3.70159,83.7562715453138
131,AFother,-1.32311,83.7562715453138
67,other,-9.99474,286.071275742013
68,other,-9.48281,-8.08998623489134e+106
69,other,-9.26798,6.72951962877724e+106
70,other,-5.08263,83.7562715453138
71,other,-4.66699,83.7562715453138
72,other,-2.88092,83.7562715453138
73,AFother,-0.589259999999999,83.7562715453138
74,other,-3.23583,83.7562715453138
75,other,-1.15806,83.7562715453138
76,other,-5.8635,83.7562715453138
77,other,-4.91399,83.7562715453138
78,other,-3.44805,83.7562715453138
79,other,-3.23418,83.7562715453138
80,other,-0.707409999999999,83.7562715453138
81,other,-8.20916,83.7562715453138
82,other,-8.49741,83.7562715453138
83,other,-8.06081,83.7562715453138
84,other,-7.04636,83.7562715453138
85,other,-6.96891,83.7562715453138
86,other,-6.51789,83.7562715453138
87,other,-3.54835,83.7562715453138
88,other,-2.98797,83.7562715453138
89,other,-2.5123,83.7562715453138
90,other,-0.455109999999999,83.7562715453138
91,other,-2.62671,83.7562715453138
92,other,-1.62161,83.7562715453138
93,AFother,-0.1821,83.7562715453138
94,other,-4.93697,83.7562715453138
95,other,-4.03453,83.7562715453138
96,other,-3.64302,83.7562715453138
97,other,-3.4053,83.7562715453138
98,AFother,-2.58837,83.7562715453138
99,AFother,-2.54046,83.7562715453138
100,AF,-1.21952,83.7562715453138
101,AF,-1.16347,83.7562715453138
102,AFother,-5.57694,83.7562715453138
103,AF,-4.71917,83.7562715453138
104,AF,-4.55815,83.7562715453138
105,AF,-4.14882,83.7562715453138
106,AF,-3.39608,83.7562715453138
107,AF,-3.36962,83.7562715453138
108,AF,-3.31868,83.7562715453138
109,AF,-2.50902,83.7562715453138
110,AF,-2.24826,83.7562715453138
111,AFother,-1.50771,83.7562715453138
112,AFother,-0.588039999999999,83.7562715453138
113,AF,-1.54492,83.7562715453138
114,AF,-1.45661,83.7562715453138
115,AF,-0.97752,83.7562715453138
116,AF,-0.78847,83.7562715453138
117,AF,-1.98695,83.7562715453138
118,AF,-2.18912,83.7562715453138
119,AF,-2.32027,83.7562715453138
120,AF,-2.17277,83.7562715453138
121,AF,-1.99656,83.7562715453138
122,AF,-1.92968,83.7562715453138
123,AF,-0.76552,83.7562715453138
124,AF,-0.447369999999999,83.7562715453138
125,AF,-0.422790000000001,83.7562715453138
126,AF,-1.94311,83.7562715453138
127,AF,-1.4286,83.7562715453138
128,AF,-2.47864,83.7562715453138
129,AFother,-0.66325,83.7562715453138
130,AF,-3.80214,83.7562715453138
131,other,-3.87812,83.7562715453138
67,other,-8.44138,278.582298020029
68,other,-7.66325,7.87307538957269e+105
69,other,-7.28951,1.5752034764143e+107
70,other,-5.7617,83.7562715453138
71,other,-5.75506,83.7562715453138
72,other,-2.84251,83.7562715453138
73,AFother,-0.36782,83.7562715453138
74,other,-3.08286,83.7562715453138
75,other,-0.93477,83.7562715453138
76,other,-4.41556,83.7562715453138
77,other,-3.44652,83.7562715453138
78,other,-2.87897,83.7562715453138
79,other,-0.292580000000001,83.7562715453138
80,other,-3.34947,83.7562715453138
81,other,-5.48411,83.7562715453138
82,other,-8.27136,83.7562715453138
83,other,-7.47806,83.7562715453138
84,other,-6.26729,83.7562715453138
85,other,-6.09148,83.7562715453138
86,other,-3.93706,83.7562715453138
87,other,-3.22846,83.7562715453138
88,other,-1.57337,83.7562715453138
89,other,-1.22765,83.7562715453138
90,other,-0.0540800000000008,83.7562715453138
91,other,-3.03953,83.7562715453138
92,other,-3.11119,83.7562715453138
93,other,-0.819260000000001,83.7562715453138
94,other,-3.86394,83.7562715453138
95,other,-4.83737,83.7562715453138
96,other,-3.48873,83.7562715453138
97,other,-3.03001,83.7562715453138
98,other,-2.71447,83.7562715453138
99,AFother,-1.46961,83.7562715453138
100,AFother,-0.36736,83.7562715453138
101,AF,-0.24277,83.7562715453138
102,AFother,-6.84681,83.7562715453138
103,AF,-4.60498,83.7562715453138
104,AF,-4.33713,83.7562715453138
105,AF,-3.65287,83.7562715453138
106,AF,-3.53118,83.7562715453138
107,AF,-3.17891,83.7562715453138
108,AF,-2.39817,83.7562715453138
109,AFother,-1.29718,83.7562715453138
110,AFother,-0.54609,83.7562715453138
111,AF,-1.7969,83.7562715453138
112,AF,-1.3595,83.7562715453138
113,AF,-1.12578,83.7562715453138
114,AFother,-0.674860000000001,83.7562715453138
115,AF,-2.79386,83.7562715453138
116,AF,-3.4394,83.7562715453138
117,AF,-2.15322,83.7562715453138
118,AF,-1.63471,83.7562715453138
119,AF,-1.45827,83.7562715453138
120,AF,-3.14329,83.7562715453138
121,AF,-3.0479,83.7562715453138
122,AF,-2.74077,83.7562715453138
123,AF,-1.40172,83.7562715453138
124,AF,-0.974570000000001,83.7562715453138
125,AF,-0.49166,83.7562715453138
126,AF,-0.44385,83.7562715453138
127,AF,-2.46859,83.7562715453138
128,AF,-4.60249,83.7562715453138
129,AF,-3.5436,83.7562715453138
130,AF,-2.4013,83.7562715453138
131,other,-4.36558,83.7562715453138
67,other,-6.52648,304.579962525965
68,other,-6.11221,219.414337180229
69,other,-5.90273,192.924636910619
70,other,-4.60442,178.472964563998
71,other,-4.22991,184.005736666963
72,other,-2.25362,230.461262774905
73,AFother,-0.1924,615.614666774329
74,other,-0.99146,227.448703440759
75,AFother,-0.23664,189.616862318936
76,other,-4.68579,107.320087920126
77,other,-2.90775,83.7562715453138
78,other,-2.73592,109.532855131602
79,other,-0.56512,478.751821050729
80,other,-4.50041,108.265053427732
81,other,-3.25375,166.170151409129
82,other,-6.02052,185.293794770322
83,other,-5.61353,118.173620155565
84,other,-5.33448,83.7562715453138
85,other,-4.85573,128.019422333183
86,other,-3.79098,171.226470126839
87,other,-1.71788,312.533996088806
88,other,-0.97673,146.18230980575
89,other,-0.88779,121.133860082724
90,other,-0.31725,340.362909443268
91,other,-2.10651,239.907529440337
92,other,-1.78331,263.707027586935
93,AFother,-0.24094,210.20094994579
94,other,-4.03243,181.7982386408
95,other,-4.28952,176.103450056795
96,other,-2.89254,240.82490736237
97,AFother,-2.24903,85.1619769954083
98,other,-2.10839,88.3984387606416
99,AFother,-0.69681,237.620189061118
100,AF,-0.11219,5.47292525796013
101,AFother,-1.90896,65.9253465483622
102,other,-5.49355,176.897952600039
103,AFother,-3.44198,93.1106074022563
104,AF,-3.31547,91.281249066963
105,AF,-2.90775,90.4729452815399
106,AF,-2.633,88.9910385168959
107,AF,-1.94585,83.7562715453138
108,AFother,-1.15386,33.8066211043028
109,AFother,-0.7499,19.5148087597423
110,AF,-1.62205,76.5584669593883
111,AF,-1.0924,70.1272424253778
112,AF,-0.998460000000001,71.1192169029788
113,AFother,-0.38129,63.9744501171806
114,AF,-2.20863,80.9263811797899
115,AF,-2.71734,91.1770139443491
116,AF,-2.07927,83.7562715453138
117,AF,-1.97197,79.0122639773175
118,AF,-1.73059,69.2916577372762
119,AF,-1.38254,56.0459186432977
120,AF,-0.484500000000001,66.5081233401203
121,AF,-0.325690000000001,71.370163787101
122,AF,-0.27093,71.8144593913921
123,AF,-2.3953,81.0971643260144
124,AF,-1.47465,39.3152646181183
125,AF,-0.9028,23.5736716098509
126,AF,-0.996980000000001,43.5140004512763
127,AF,-2.54296,74.2678490353128
128,AF,-1.85386,73.3942069797779
129,AF,-1.17589,23.4126835989386
130,AFother,-1.25932,31.0814288937688
131,other,-4.12311,163.17935382179
67,other,-9.12363,262.219233549934
68,other,-7.82805,137.348768545944
69,other,-7.43598,124.697075145964
70,other,-5.78701,126.326570489464
71,other,-5.48719,130.20744923451
72,other,-2.99282,190.156759548901
73,AFother,-0.0827299999999997,628.912009753072
74,other,-2.36266,123.157334264696
75,other,-1.07312,73.4143279927805
76,other,-4.73334,83.7562715453138
77,other,-3.31834,140.020438482596
78,other,-2.73433,154.397901632291
79,other,-0.97339,428.713504531472
80,other,-4.34954,108.167072736533
81,other,-6.45354,151.377616605987
82,other,-8.3256,146.349679238762
83,other,-8.12428,135.717703713508
84,other,-6.79384,83.7562715453138
85,other,-6.30736,88.7421295778094
86,other,-4.102,83.7562715453138
87,other,-2.88057,226.740771259238
88,other,-2.09873,210.033562499313
89,other,-1.28921,124.021164454256
90,other,-1.11092,305.067622201605
91,other,-3.60115,135.49882109013
92,other,-2.21784,244.77306510507
93,other,-0.927850000000001,225.570968012002
94,other,-4.33084,222.148719999125
95,other,-6.08252,110.315268040211
96,other,-5.37773,83.7562715453138
97,other,-4.8696,88.9910385168959
98,AFother,-2.21624,64.4098927916671
99,AFother,-1.70878,98.3134195455429
100,AF,-0.977,51.0237039108364
101,AF,-0.677770000000001,34.2847771113942
102,AFother,-7.04603,83.7562715453138
103,AF,-4.36523,83.7562715453138
104,AF,-3.23783,88.9092452829649
105,AF,-3.11247,88.9910385168959
106,AF,-2.60483,83.7562715453138
107,AF,-2.31238,80.8526117407643
108,AFother,-1.71451,64.3608512345436
109,AFother,-0.372260000000001,24.9090404719518
110,AF,-1.45862,79.0122639773175
111,AF,-1.01549,71.0982873871633
112,AF,-0.94782,73.6002720268863
113,AFother,-0.439360000000001,72.9825642844698
114,AF,-1.74637,79.9528861675236
115,AF,-2.05366,85.0649632882093
116,AF,-2.03421,84.1652377149686
117,AF,-1.77495,67.6847377694249
118,AF,-1.26193,61.2278910510576
119,AF,-0.49635,57.9399691626276
120,AF,-0.31246,73.8802386714776
121,AF,-0.282999999999999,69.0079864924095
122,AF,-2.83021,77.2128128308361
123,AF,-1.80932,44.430944119573
124,AF,-1.16322,38.1156470118322
125,AF,-1.56325,48.1808321604191
126,AF,-4.35622,83.7562715453138
127,AF,-4.27391,84.1652377149686
128,AF,-2.99171,69.5717193811186
129,AF,-1.89511,30.2122892766982
130,AF,-1.81065,34.2807980975476
131,other,-6.39926,76.2926294911148
67,other,-6.77434,283.253905749588
68,other,-6.56901,-1.75107290777477e+115
69,other,-6.2804,1.47627761564281e+115
70,other,-5.01728,83.7562715453138
71,other,-4.66867,83.7562715453138
72,other,-4.03909,83.7562715453138
73,AFother,-0.0836599999999992,83.7562715453138
74,other,-2.11463,83.7562715453138
75,other,-0.69272,83.7562715453138
76,other,-4.81546,83.7562715453138
77,other,-3.74786,83.7562715453138
78,other,-3.39292,83.7562715453138
79,other,-1.62948,83.7562715453138
80,other,-4.72839,83.7562715453138
81,other,-4.7531,83.7562715453138
82,other,-5.65192,83.7562715453138
83,other,-5.1949,83.7562715453138
84,other,-4.87813,83.7562715453138
85,other,-4.75528,83.7562715453138
86,other,-2.7702,83.7562715453138
87,other,-1.83155,83.7562715453138
88,other,-1.64568,83.7562715453138
89,other,-1.19193,83.7562715453138
90,other,-0.19916,83.7562715453138
91,other,-1.63223,83.7562715453138
92,other,-1.40988,83.7562715453138
93,AFother,-0.22218,83.7562715453138
94,other,-3.34986,83.7562715453138
95,other,-3.57211,83.7562715453138
96,other,-2.50871,83.7562715453138
97,other,-1.95742,83.7562715453138
98,AFother,-1.62046,83.7562715453138
99,AFother,-0.54386,83.7562715453138
100,AF,-0.37876,83.7562715453138
101,AFother,-1.49462,83.7562715453138
102,AFother,-5.04749,83.7562715453138
103,AF,-3.98156,83.7562715453138
104,AF,-3.97366,83.7562715453138
105,AF,-2.94585,83.7562715453138
106,AF,-2.84182,83.7562715453138
107,AF,-2.408,83.7562715453138
108,AF,-2.1207,83.7562715453138
109,AFother,-1.43479,83.7562715453138
110,AFother,-0.63383,83.7562715453138
111,AF,-1.38854,83.7562715453138
112,AF,-1.3624,83.7562715453138
113,AFother,-0.342899999999999,83.7562715453138
114,AF,-0.682919999999999,83.7562715453138
115,AF,-2.0061,83.7562715453138
116,AF,-2.56579,83.7562715453138
117,AF,-1.96783,83.7562715453138
118,AF,-0.83738,83.7562715453138
119,AF,-1.59616,83.7562715453138
120,AF,-2.01736,83.7562715453138
121,AF,-1.74925,83.7562715453138
122,AF,-1.71593,83.7562715453138
123,AF,-1.21872,83.7562715453138
124,AF,-0.5268,83.7562715453138
125,AF,-0.500459999999999,83.7562715453138
126,AF,-0.415959999999999,83.7562715453138
127,AF,-3.81067,83.7562715453138
128,AF,-2.38627,83.7562715453138
129,AF,-1.22442,83.7562715453138
130,AFother,-1.20712,83.7562715453138
131,other,-3.58533,83.7562715453138
67,other,-8.872,301.005681881249
68,other,-8.67645,274.136049951154
69,other,-8.21528,253.666332178588
70,other,-6.19479,184.795841335638
71,other,-5.87903,190.786196025329
72,other,-4.07492,223.416564034849
73,AFother,-0.201840000000001,621.295434836861
74,other,-1.70459,239.903624359758
75,AFother,-0.48316,143.920024686792
76,other,-5.5409,226.458639454663
77,other,-3.38484,195.678238216724
78,other,-1.99538,118.94839125294
79,other,-1.20848,83.7562715453138
80,other,-0.452260000000001,424.851587173319
81,other,-6.56916,256.835108912854
82,other,-7.66762,245.659001248879
83,other,-6.80971,115.302506096982
84,other,-6.53552,90.1361437919294
85,other,-3.46161,83.7562715453138
86,other,-2.08263,199.401710123041
87,other,-1.88129,143.32828746582
88,other,-1.52527,116.99653349915
89,other,-0.120200000000001,387.435565183864
90,other,-2.43166,195.896069539757
91,other,-6.02236,83.7562715453138
92,other,-3.20332,238.124287127905
93,AFother,-0.59318,204.953499772809
94,other,-4.1069,216.431761186708
95,other,-3.78816,110.34504267567
96,other,-3.07214,120.005388247343
97,other,-2.91293,89.5489897412345
98,AFother,-1.69524,63.2844064952069
99,AFother,-0.45388,183.89997730206
100,AF,-0.2164,8.75898665094603
101,AF,-1.4839,61.9403042153431
102,AFother,-5.45156,69.583388417612
103,AF,-4.29872,83.7524374874732
104,AF,-4.29863,83.7562715453138
105,AF,-2.96821,83.7562715453138
106,AF,-2.88029,86.7008279668287
107,AF,-2.39454,87.6823467740003
108,AF,-1.74979,81.2332868009342
109,AFother,-1.36726,67.1457135029165
110,AFother,-0.3909,34.3531582510076
111,AF,-1.54985,68.5158988824328
112,AF,-0.99769,50.3612656203705
113,AF,-0.696249999999999,39.8428690517525
114,AFother,-0.484259999999999,60.97822521375
115,AF,-1.39792,78.7688713740711
116,AF,-2.70985,77.0539609050949
117,AF,-2.0833,55.3574220523912
118,AF,-1.11167,32.7172935723882
119,AF,-2.00895,60.4752404751975
120,AF,-2.40063,83.5517884604863
121,AF,-1.51497,43.5140004512763
122,AF,-2.38273,82.1987873551519
123,AF,-2.02903,72.4682350040691
124,AF,-0.78295,64.4530683376047
125,AF,-0.46252,75.7009122781962
126,AF,-0.423399999999999,83.7562715453138
127,AF,-2.72266,64.9438277411905
128,AF,-4.17727,79.6666098487652
129,AF,-1.81123,33.4534326777669
130,AF,-1.19708,28.6590030798484
131,other,-3.95516,47.112902744239
67,other,-7.21255,281.763862769927
68,other,-6.79957,-1.75107290777477e+115
69,other,-6.32012,2.74795292131965e+114
70,other,-6.10797,83.7562715453138
71,other,-4.31532,83.7562715453138
72,other,-4.26831,83.7562715453138
73,other,-3.1454,83.7562715453138
74,AFother,-0.43242,83.7562715453138
75,other,-0.94873,83.7562715453138
76,other,-0.55448,83.7562715453138
77,other,-3.49487,83.7562715453138
78,other,-2.72174,83.7562715453138
79,other,-2.55943,83.7562715453138
80,other,-1.20185,83.7562715453138
81,other,-0.96431,83.7562715453138
82,other,-5.05143,83.7562715453138
83,AFother,-5.0621,83.7562715453138
84,AF,-3.92909,83.7562715453138
85,AF,-3.77324,83.7562715453138
86,AF,-3.2217,83.7562715453138
87,AF,-3.22127,83.7562715453138
88,AF,-2.54017,83.7562715453138
89,AF,-1.83216,83.7562715453138
90,AFother,-1.08881,83.7562715453138
91,AFother,-0.57159,83.7562715453138
92,AF,-1.55252,83.7562715453138
93,AF,-1.16208,83.7562715453138
94,AF,-0.74868,83.7562715453138
95,AFother,-0.50589,83.7562715453138
96,AF,-2.39947,83.7562715453138
97,AF,-1.42454,83.7562715453138
98,AF,-2.9194,83.7562715453138
99,AF,-1.62549,83.7562715453138
100,AF,-2.78745,83.7562715453138
101,AF,-1.52538,83.7562715453138
102,AF,-0.65055,83.7562715453138
103,AF,-2.65307,83.7562715453138
104,AF,-1.55616,83.7562715453138
105,AF,-0.83349,83.7562715453138
106,AF,-0.33349,83.7562715453138
107,AFother,-0.0847300000000004,83.7562715453138
108,AF,-3.63624,83.7562715453138
109,AF,-2.15496,83.7562715453138
110,AF,-2.43285,83.7562715453138
111,AFother,-1.05181,83.7562715453138
112,other,-2.89345,83.7562715453138
113,other,-6.7446,83.7562715453138
114,other,-5.61252,83.7562715453138
115,other,-5.0878,83.7562715453138
116,other,-3.39634,83.7562715453138
117,other,-1.84397,83.7562715453138
118,other,-1.56162,83.7562715453138
119,other,-0.84868,83.7562715453138
120,other,-0.0224200000000003,83.7562715453138
121,other,-2.77843,83.7562715453138
122,other,-2.21785,83.7562715453138
123,other,-0.90824,83.7562715453138
124,other,-2.70166,83.7562715453138
125,other,-4.364,83.7562715453138
126,other,-2.99455,83.7562715453138
127,other,-2.40727,83.7562715453138
128,AFother,-1.10248,83.7562715453138
129,AF,-0.430190000000001,83.7562715453138
130,AFother,-1.90042,83.7562715453138
131,AFother,-1.35907,83.7562715453138
67,other,-7.82988,281.685408524148
68,other,-7.44845,8.04387225734185e+104
69,other,-6.2406,2.53902714621588e+105
70,other,-4.76977,83.7562715453138
71,other,-4.24144,83.7562715453138
72,other,-3.21878,83.7562715453138
73,AFother,-0.1215,83.7562715453138
74,other,-2.03396,83.7562715453138
75,other,-1.1125,83.7562715453138
76,other,-5.23107,83.7562715453138
77,other,-4.0529,83.7562715453138
78,other,-4.03727,83.7562715453138
79,other,-0.12727,83.7562715453138
80,other,-5.0248,83.7562715453138
81,other,-5.55993,83.7562715453138
82,AFother,-6.73697,83.7562715453138
83,other,-6.18544,83.7562715453138
84,other,-5.6418,83.7562715453138
85,other,-2.2696,83.7562715453138
86,other,-1.70356,83.7562715453138
87,other,-1.33723,83.7562715453138
88,other,-1.1992,83.7562715453138
89,other,-0.37382,83.7562715453138
90,other,-1.55637,83.7562715453138
91,other,-5.21146,83.7562715453138
92,other,-1.5968,83.7562715453138
93,other,-0.57798,83.7562715453138
94,other,-3.73139,83.7562715453138
95,other,-3.81007,83.7562715453138
96,other,-2.84662,83.7562715453138
97,AFother,-1.95915,83.7562715453138
98,AF,-1.46398,83.7562715453138
99,AFother,-0.50258,83.7562715453138
100,AF,-0.38178,83.7562715453138
101,AFother,-1.39686,83.7562715453138
102,AFother,-4.86983,83.7562715453138
103,AF,-3.33909,83.7562715453138
104,AF,-2.24022,83.7562715453138
105,AF,-1.86559,83.7562715453138
106,AFother,-1.54852,83.7562715453138
107,AFother,-0.3074,83.7562715453138
108,AF,-1.58785,83.7562715453138
109,AF,-1.29082,83.7562715453138
110,AF,-0.6966,83.7562715453138
111,AFother,-0.35945,83.7562715453138
112,AF,-1.44421,83.7562715453138
113,AF,-2.97427,83.7562715453138
114,AF,-2.53671,83.7562715453138
115,AF,-2.07316,83.7562715453138
116,AF,-1.94837,83.7562715453138
117,AF,-1.64974,83.7562715453138
118,AF,-0.64808,83.7562715453138
119,AF,-0.52274,83.7562715453138
