anc_node,state,anc_node_ages,anc_range
83,other,-5.64416,83.7562715453138
84,other,-4.93378,83.7562715453138
85,other,-4.44944,83.7562715453138
86,other,-2.06416,83.7562715453138
87,other,-1.32245,83.7562715453138
88,other,-1.22825,83.7562715453138
89,other,-1.1296,83.7562715453138
90,other,-0.0829500000000003,83.7562715453138
91,other,-1.56856,83.7562715453138
92,other,-1.46634,83.7562715453138
93,AFother,-0.12786,83.7562715453138
94,other,-2.21607,83.7562715453138
95,other,-3.86391,83.7562715453138
96,other,-2.58362,83.7562715453138
97,other,-2.57222,83.7562715453138
98,AFother,-1.21302,83.7562715453138
99,AFother,-1.08179,83.7562715453138
100,AF,-0.66953,83.7562715453138
101,AF,-0.27898,94.225805488478
102,AFother,-5.0669,83.7562715453138
103,AF,-3.06942,94.225805488478
104,AF,-2.90642,83.7562715453138
105,AF,-2.32278,94.225805488478
106,AF,-1.94381,83.7562715453138
107,AFother,-1.57202,94.225805488478
108,AFother,-1.40238,83.7562715453138
109,AFother,-0.24486,380.843418421998
110,AF,-1.27896,83.7562715453138
111,AF,-0.75798,94.225805488478
112,AF,-0.47046,83.7562715453138
113,AFother,-0.41603,39107132436318352
114,AF,-1.03685,83.7562715453138
115,AF,-2.10466,94.225805488478
116,AF,-1.95429,83.7562715453138
117,AF,-1.94823,242.76937892682
118,AF,-1.77692,83.7562715453138
119,AF,-1.87923,94.225805488478
120,AF,-1.56682,83.7562715453138
121,AF,-0.88356,307.951525750104
122,AF,-0.2876,83.7562715453138
123,AF,-0.22628,-1519501408643153
124,AF,-1.27097,83.7562715453138
125,AF,-1.2529,94.225805488478
126,AF,-0.98129,83.7562715453138
127,AF,-1.76804,83.7562715453138
128,AF,-2.86521,83.7562715453138
129,AF,-1.84282,3.78263576803085e+28
130,AFother,-0.6473,83.7562715453138
131,AFother,-3.09707,83.7562715453138
67,other,-7.12231,286.369275297386
68,other,-6.61283,3.80584341883781e+102
69,other,-6.15723,3.63149070955329e+104
70,other,-4.34897,83.7562715453138
71,other,-3.96902,83.7562715453138
72,other,-3.33845,83.7562715453138
73,AFother,-0.128489999999999,83.7562715453138
74,other,-1.95552,83.7562715453138
75,other,-0.48213,83.7562715453138
76,other,-4.37078,83.7562715453138
77,other,-2.70839,83.7562715453138
78,other,-1.8159,83.7562715453138
79,other,-0.31309,83.7562715453138
80,other,-3.44819,83.7562715453138
81,other,-3.94729,83.7562715453138
82,other,-6.67542,83.7562715453138
83,other,-6.16114,83.7562715453138
84,other,-5.32416,83.7562715453138
85,other,-5.14689,83.7562715453138
86,other,-3.26803,83.7562715453138
87,other,-2.18821,83.7562715453138
88,other,-1.36694,83.7562715453138
89,other,-0.9719,83.7562715453138
90,other,-0.440469999999999,83.7562715453138
91,other,-2.93465,83.7562715453138
92,other,-2.46326,83.7562715453138
93,AFother,-0.288609999999999,83.7562715453138
94,other,-2.11094,83.7562715453138
95,other,-3.78449,83.7562715453138
96,other,-2.67586,83.7562715453138
97,other,-2.51641,83.7562715453138
98,other,-2.44364,83.7562715453138
99,AFother,-0.53899,83.7562715453138
100,AF,-0.24655,83.7562715453138
101,other,-2.26174,83.7562715453138
102,AFother,-5.40784,83.7562715453138
103,AF,-4.08521,83.7562715453138
104,AF,-2.49175,83.7562715453138
105,AF,-2.37995,83.7562715453138
106,AF,-1.9828,83.7562715453138
107,AF,-1.44304,83.7562715453138
108,AFother,-0.803129999999999,83.7562715453138
109,AFother,-0.0955699999999995,83.7562715453138
110,AF,-1.19017,83.7562715453138
111,AF,-1.04832,83.7562715453138
112,AF,-0.79562,83.7562715453138
113,AF,-0.994009999999999,83.7562715453138
114,AF,-1.50829,83.7562715453138
115,AF,-2.16366,83.7562715453138
116,AF,-2.10437,83.7562715453138
117,AF,-1.27703,83.7562715453138
118,AF,-1.94312,83.7562715453138
119,AF,-1.5767,83.7562715453138
120,AF,-0.36801,83.7562715453138
121,AF,-0.238239999999999,83.7562715453138
122,AF,-0.21803,83.7562715453138
123,AF,-1.50688,83.7562715453138
124,AF,-0.82287,83.7562715453138
125,AF,-1.07196,83.7562715453138
126,AF,-3.98503,83.7562715453138
127,AF,-2.95958,83.7562715453138
128,AF,-2.1956,83.7562715453138
129,AF,-1.17989,83.7562715453138
130,AF,-0.85881,83.7562715453138
131,other,-3.73077,83.7562715453138
67,other,-12.08806,289.251653608241
68,other,-11.49495,238.170118276114
69,other,-11.01841,230.60591396653
70,other,-9.62847,232.496625509114
71,other,-9.41773,232.241408087861
72,other,-5.72811,278.225408457928
73,AFother,-0.73339,746.410345301045
74,other,-4.13511,223.006729741649
75,other,-2.51271,214.940194175657
76,other,-6.16268,114.664579636544
77,other,-5.65402,83.7562715453138
78,other,-4.85997,166.448735184733
79,other,-2.17642,386.079869261523
80,other,-5.54383,139.601191800123
81,other,-8.3802,272.253891216356
82,other,-11.83031,248.602234247849
83,other,-11.09464,176.62237957209
84,other,-10.53951,173.398092773109
85,other,-9.78221,154.434192201838
86,other,-6.00143,170.712885107994
87,other,-3.80158,197.313109405792
88,other,-3.14891,187.280213486667
89,other,-2.29645,146.573475204299
90,other,-0.516060000000001,380.458312881543
91,other,-5.2036,169.084364640317
92,other,-2.84623,248.849613419761
93,AFother,-0.63358,207.364638709417
94,other,-6.17791,269.800461640122
95,other,-4.71771,139.223506204065
96,other,-4.0567,106.02447948302
97,other,-3.68955,114.35795173927
98,AFother,-2.63454,219.426451919389
99,AFother,-0.78068,496.995520648389
100,AF,-0.47086,176.387547558149
101,AFother,-0.846870000000001,451.399750817767
102,AFother,-8.15418,251.268814635941
103,AF,-7.41551,178.983536069699
104,AF,-6.0021,81.6091991546258
105,AF,-5.53108,86.0464820953809
106,AF,-4.7438,72.4688052628398
107,AFother,-2.99976,14.5691657540804
108,AFother,-0.85745,83.7562715453138
109,AF,-3.59196,62.0148993915186
110,AF,-3.36909,71.3850449132545
111,AF,-1.96933,35.0902290008694
112,AFother,-0.475010000000001,46.9690658514975
113,AF,-4.28671,55.4391030896031
114,AF,-5.29754,82.1141765227035
115,AF,-5.01964,78.580562645478
116,AF,-4.28208,58.222813504244
117,AF,-2.94727,31.5331004968939
118,AF,-3.14047,42.707847042839
119,AF,-1.11336,13.6505133052796
120,AF,-3.98785,64.4727906764944
121,AF,-2.64734,33.5931344491156
122,AF,-1.34061,60.7314761937456
123,AF,-0.79482,84.8298077406577
124,AF,-0.699540000000001,72.1465356756077
125,AF,-3.32095,42.7602065677042
126,AF,-7.15273,113.049671346155
127,AF,-1.82208,54.5472119794569
128,AF,-6.89842,78.7955361393761
129,AF,-3.64362,18.3216844005374
130,AF,-1.49068,13.2031702834819
131,other,-7.14406,305.603033360865
67,other,-10.262,282.102069290154
68,other,-9.55898,-1.75107290777477e+115
69,other,-8.71203,1.47627761564281e+115
70,other,-7.84403,83.7562715453138
71,other,-5.39842,83.7562715453138
72,other,-4.35134,83.7562715453138
73,AFother,-0.251200000000001,83.7562715453138
74,other,-2.9951,83.7562715453138
75,other,-1.42346,83.7562715453138
76,other,-7.32462,83.7562715453138
77,other,-6.01315,83.7562715453138
78,other,-4.7548,83.7562715453138
79,other,-1.4895,83.7562715453138
80,other,-7.13521,83.7562715453138
81,other,-7.54685,83.7562715453138
82,other,-9.20108,83.7562715453138
83,other,-8.4573,83.7562715453138
84,other,-7.3532,83.7562715453138
85,other,-6.56275,83.7562715453138
86,other,-3.22323,83.7562715453138
87,other,-2.5127,83.7562715453138
88,other,-2.33969,83.7562715453138
89,other,-1.22621,83.7562715453138
90,other,-0.402140000000001,83.7562715453138
91,other,-2.48766,83.7562715453138
92,other,-2.37069,83.7562715453138
93,other,-0.658100000000001,83.7562715453138
94,other,-3.68989,83.7562715453138
95,other,-5.74356,83.7562715453138
96,other,-3.81798,83.7562715453138
97,AFother,-2.83578,83.7562715453138
98,AFother,-2.73328,83.7562715453138
99,AFother,-2.62705,83.7562715453138
100,AFother,-0.92108,83.7562715453138
101,AF,-0.759970000000001,83.7562715453138
102,AFother,-7.1975,83.7562715453138
103,AF,-5.99958,83.7562715453138
104,AF,-3.72491,83.7562715453138
105,AF,-3.07999,83.7562715453138
106,AF,-2.15144,83.7562715453138
107,AFother,-1.50815,83.7562715453138
108,AFother,-0.607090000000001,83.7562715453138
109,AF,-1.89951,83.7562715453138
110,AF,-1.16813,83.7562715453138
111,AF,-0.96801,83.7562715453138
112,AFother,-0.68257,83.7562715453138
113,AF,-2.03494,83.7562715453138
114,AF,-3.39793,83.7562715453138
115,AF,-2.80261,83.7562715453138
116,AF,-2.3368,83.7562715453138
117,AF,-2.44872,83.7562715453138
118,AF,-1.61038,83.7562715453138
119,AF,-0.46435,83.7562715453138
120,AF,-0.324400000000001,83.7562715453138
121,AF,-0.30016,83.7562715453138
122,AF,-3.19112,83.7562715453138
123,AF,-1.5944,83.7562715453138
124,AF,-1.30078,83.7562715453138
125,AF,-1.36159,83.7562715453138
126,AF,-5.7484,83.7562715453138
127,AF,-3.71021,83.7562715453138
128,AF,-1.2844,83.7562715453138
129,AF,-1.63651,83.7562715453138
130,AFother,-1.02179,83.7562715453138
131,other,-5.48018,83.7562715453138
67,other,-7.29916,287.714621959202
68,other,-7.05159,255.512325781755
69,other,-5.9804,140.236695346368
70,other,-5.02708,114.469037577409
71,other,-3.56961,147.417582289555
72,AFother,-0.20064,613.478578575769
73,other,-4.88213,102.697602806976
74,other,-2.76474,113.794816366892
75,other,-0.751469999999999,37.0464136790086
76,other,-3.58598,81.8129238993748
77,other,-2.91016,83.7562715453138
78,other,-2.16272,178.340477858042
79,other,-0.44527,469.504329383127
80,other,-3.17728,94.5120818072364
81,other,-4.15792,174.048835723853
82,other,-6.7402,307.839625700227
83,other,-5.84596,188.217845596651
84,other,-4.60884,120.287740296511
85,other,-3.15298,151.007916689468
86,other,-2.50345,165.739776746147
87,other,-2.15928,160.813325588682
88,other,-1.65399,147.034011448814
89,other,-0.231179999999999,380.249811150079
90,other,-2.53045,164.061856863491
91,other,-4.46453,104.058053682309
92,other,-1.81102,221.3514996819
93,other,-0.65722,185.844860269918
94,other,-2.39791,246.199960789956
95,other,-3.8604,223.366107371103
96,other,-2.54937,242.862631646526
97,AFother,-2.13676,23.767710829683
98,AFother,-1.20617,65.2223476192431
99,AF,-0.69654,19.9312316246981
100,AF,-0.694439999999999,19.9171137918839
101,AFother,-1.59397,45.8832178115858
102,AFother,-4.84709,68.2397687589054
103,AF,-3.80232,79.9937827844891
104,AF,-3.0489,85.6375159257261
105,AF,-2.96446,86.3736550311048
106,AF,-2.7078,88.1935544860689
107,AF,-2.15183,83.7562715453138
108,AFother,-1.08192,25.2380811770027
109,AFother,-0.222359999999999,31.5070945628037
110,AF,-1.31331,64.4909752229285
111,AF,-0.89807,58.7329165233757
112,AF,-0.69351,55.1286396694741
113,AFother,-0.301629999999999,68.8601950370618
114,AF,-2.14463,83.7562715453138
115,AF,-2.86544,83.6405096486332
116,AF,-2.45876,69.2348955335812
117,AF,-2.43507,77.8212496218793
118,AF,-2.18595,75.511883503447
119,AF,-0.75014,43.6504582414735
120,AF,-0.422829999999999,52.542980005255
121,AF,-0.28738,48.4638929158971
122,AF,-2.62696,73.0404912259813
123,AF,-1.28551,48.2352999708279
124,AF,-1.07117,56.1101584766457
125,AF,-1.5524,49.6105570249941
126,AF,-3.52616,83.7562715453138
127,AF,-3.26285,82.1204068666944
128,AF,-2.60257,81.1388880595227
129,AF,-1.82425,34.6821517928256
130,AF,-2.20096,53.7548251062465
131,other,-3.64173,41.1587252524394
67,other,-7.8955,282.519148174191
68,other,-7.74952,7007939.01355597
69,other,-7.3525,23598955.548125
70,other,-7.21396,2.89400497460296e+93
71,other,-5.03532,2.4398497313253e+93
72,other,-4.62847,83.7562715453138
73,other,-3.4373,83.7562715453138
74,AFother,-0.27646,83.7562715453138
75,other,-1.6905,83.7562715453138
76,other,-0.84992,83.7562715453138
77,other,-5.55882,83.7562715453138
78,other,-3.56639,83.7562715453138
79,other,-2.55828,83.7562715453138
80,other,-1.89662,83.7562715453138
81,other,-4.80951,83.7562715453138
82,other,-5.08914,83.7562715453138
83,AFother,-5.30404,83.7562715453138
84,AF,-4.63312,83.7562715453138
85,AF,-4.33497,83.7562715453138
86,AF,-4.21059,83.7562715453138
87,AF,-3.61229,83.7562715453138
88,AF,-3.47997,83.7562715453138
89,AF,-2.8194,83.7562715453138
90,AF,-2.24222,83.7562715453138
91,AFother,-1.43165,83.7562715453138
92,AFother,-0.50494,83.7562715453138
93,AF,-1.7871,83.7562715453138
94,AF,-1.48745,83.7562715453138
95,AF,-0.839490000000001,83.7562715453138
96,AFother,-0.71246,83.7562715453138
97,AF,-2.42448,83.7562715453138
98,AF,-3.34747,83.7562715453138
99,AF,-2.02361,83.7562715453138
100,AF,-0.76907,83.7562715453138
101,AF,-1.39432,83.7562715453138
102,AF,-3.5783,83.7562715453138
103,AF,-2.73033,83.7562715453138
104,AF,-2.68836,83.7562715453138
105,AF,-1.91756,83.7562715453138
106,AF,-0.61135,83.7562715453138
107,AF,-0.38961,83.7562715453138
108,AF,-0.36223,83.7562715453138
109,AF,-2.18731,83.7562715453138
110,AF,-2.6715,83.7562715453138
111,AFother,-1.35897,83.7562715453138
112,other,-3.83765,83.7562715453138
113,other,-7.45893,83.7562715453138
114,other,-5.91162,83.7562715453138
115,other,-5.47643,83.7562715453138
116,other,-3.33367,83.7562715453138
117,other,-1.81464,83.7562715453138
118,other,-1.45324,83.7562715453138
119,other,-1.38429,83.7562715453138
120,other,-0.40395,83.7562715453138
121,other,-2.36239,83.7562715453138
122,other,-1.45708,83.7562715453138
123,other,-0.46485,83.7562715453138
124,other,-3.22136,83.7562715453138
125,other,-4.27221,83.7562715453138
126,other,-3.38845,83.7562715453138
127,other,-3.04103,83.7562715453138
128,other,-2.77954,83.7562715453138
129,AFother,-0.68327,83.7562715453138
130,AF,-0.21081,83.7562715453138
131,AFother,-1.05161,83.7562715453138
67,other,-10.69334,282.684022498546
68,other,-10.2646,357001967.987445
69,other,-9.02393,2030688.18344743
70,other,-6.54796,146.573475204299
71,other,-5.43551,282.677416465434
72,other,-4.06047,287.756265084835
73,AFother,-0.845739999999999,458.696455884882
74,other,-3.38034,283.904314974399
75,other,-1.17389,300.91219555492
76,other,-6.50343,-51.2984158868002
77,other,-5.73824,267.954634357859
78,other,-3.59002,268.62942853779
79,other,-0.913649999999999,284.185479216036
80,other,-5.86974,260.920416239796
81,other,-6.81661,-286.60349169412
82,other,-9.48493,-45040.1138020496
83,other,-8.89302,-12932.5476205251
84,other,-7.90991,23.5564513721195
85,other,-7.62482,92.2627678741347
86,other,-5.48027,254.300276368508
87,other,-2.72056,209.390678863284
88,other,-2.33185,164.895159604836
89,other,-2.09932,171.275031851452
90,other,-0.937859999999999,179.764274919991
91,other,-4.89916,247.097359705462
92,other,-1.99012,274.334506604475
93,other,-0.994029999999999,284.558660845846
94,other,-5.86406,283.904314974399
95,other,-5.14237,283.904314974399
96,other,-3.57812,275.070645709854
97,AFother,-2.79129,81.1388880595227
98,AF,-2.7324,83.7562715453138
99,AFother,-1.09255,83.7562715453138
100,AF,-0.98035,83.7562715453138
101,AFother,-2.7474,98.087979753156
102,AFother,-7.78503,350.729387096001
103,AF,-6.88454,-201.124450159136
104,AF,-6.69672,491.740922392994
105,AF,-4.96433,-28.443597099495
106,AF,-4.47712,-10.8887242670604
107,AF,-3.9827,71.8144593913921
108,AFother,-2.87174,272.20788252227
109,AF,-2.16597,0
110,AF,-2.41957,78.5215045737316
111,AF,-2.29391,80.7708185068333
112,AF,-1.88477,78.1943316380078
113,AFother,-0.222399999999999,218.224348127829
114,AF,-3.83633,-12.1399051423483
115,AF,-4.29195,-17.9229423851239
116,AF,-3.72445,46.2949704049293
117,AF,-3.60662,83.7562715453138
118,AF,-3.42727,46.1313839370673
119,AF,-1.90253,88.582072347241
120,AF,-0.874029999999999,80.9753015916608
121,AF,-0.494149999999999,68.2973503323603
122,AF,-0.419699999999999,68.2973503323603
123,AF,-3.15674,-3.27172935723876
124,AF,-1.80706,68.2973503323603
125,AF,-1.58862,81.8545788564187
126,AF,-1.99906,-17.7491317630206
127,AF,-1.5627,-110.452658420649
128,AF,-5.13359,5.23476697158211
129,AF,-4.01995,78.3476939516283
130,AF,-3.3988,83.7562715453138
131,other,-4.91323,-13.1332189562401
67,other,-6.82923,282.45334275676
68,other,-6.53018,8.59098685543593e+103
69,other,-6.24685,-7.63003639236742e+103
70,other,-5.40015,83.7562715453138
71,other,-4.99804,83.7562715453138
72,other,-3.49469,83.7562715453138
73,AFother,-0.0910799999999998,83.7562715453138
74,other,-2.13876,83.7562715453138
75,other,-0.63961,83.7562715453138
76,other,-3.50625,83.7562715453138
77,other,-3.23932,83.7562715453138
78,other,-2.8997,83.7562715453138
79,other,-0.69373,83.7562715453138
80,other,-3.06864,83.7562715453138
81,other,-5.97666,83.7562715453138
82,other,-6.45345,83.7562715453138
83,other,-6.03891,83.7562715453138
84,other,-5.52161,83.7562715453138
85,other,-3.22955,83.7562715453138
86,other,-2.13615,83.7562715453138
87,other,-2.02729,83.7562715453138
88,other,-1.77532,83.7562715453138
89,other,-0.17259,83.7562715453138
90,other,-2.42861,83.7562715453138
91,other,-5.22467,83.7562715453138
92,other,-1.32551,83.7562715453138
93,other,-0.6749,83.7562715453138
94,other,-3.32899,83.7562715453138
95,other,-3.28092,83.7562715453138
96,other,-2.60923,83.7562715453138
97,other,-2.43445,83.7562715453138
98,AFother,-1.60459,83.7562715453138
99,AFother,-0.49313,83.7562715453138
100,AF,-0.46341,83.7562715453138
101,AFother,-1.10951,83.7562715453138
102,AFother,-5.12414,83.7562715453138
103,AF,-4.29495,83.7562715453138
104,AF,-3.41873,83.7562715453138
105,AF,-2.59195,83.7562715453138
106,AF,-2.32883,83.7562715453138
107,AFother,-1.35868,83.7562715453138
108,AFother,-0.41678,83.7562715453138
109,AF,-2.13578,83.7562715453138
110,AF,-1.62957,83.7562715453138
111,AF,-1.08694,83.7562715453138
112,AFother,-0.31138,83.7562715453138
113,AF,-1.90824,83.7562715453138
114,AF,-3.35179,83.7562715453138
115,AF,-3.09812,83.7562715453138
116,AF,-2.64041,83.7562715453138
117,AF,-2.45365,83.7562715453138
118,AF,-2.01732,83.7562715453138
119,AF,-1.71636,83.7562715453138
120,AF,-0.72965,83.7562715453138
121,AF,-0.62816,83.7562715453138
122,AF,-0.16697,83.7562715453138
123,AF,-2.61737,83.7562715453138
124,AF,-1.81711,83.7562715453138
125,AF,-1.63155,83.7562715453138
126,AF,-3.60707,83.7562715453138
127,AF,-3.31785,83.7562715453138
128,AF,-1.86279,83.7562715453138
129,AF,-1.65195,83.7562715453138
130,AFother,-0.70418,83.7562715453138
131,other,-4.526,83.7562715453138
67,other,-8.34096,259.19510363878
68,other,-7.96316,212.8331100755
69,other,-7.25407,172.801175329898
70,other,-6.06801,135.812781115022
71,other,-5.87129,138.303464588055
72,other,-4.10918,209.472930429844
73,AFother,-0.341800000000001,633.013985538635
74,other,-2.47039,135.462015311991
75,other,-1.38276,110.297137623752
76,other,-4.45519,141.431994952462
77,other,-2.18454,109.445738241725
78,other,-2.03066,110.166848156968
79,other,-0.794560000000001,417.186735242607
80,other,-3.77108,144.375240875737
81,other,-6.12595,203.44458575608
82,other,-7.84321,179.930618061506
83,other,-6.80534,93.5322619563172
84,other,-6.66998,96.7491145885579
85,other,-3.26732,83.7562715453138
86,other,-1.73879,269.418881494953
87,other,-1.22644,210.084220686668
88,other,-0.863870000000001,112.893281468901
89,other,-0.725550000000001,280.713111352614
90,other,-2.26927,203.017264067178
91,other,-6.29561,110.576410451068
92,other,-1.79826,244.019393445706
93,other,-0.618320000000001,193.380401653692
94,other,-5.28791,164.138047649923
95,other,-3.55622,103.188550471035
96,other,-3.15662,100.553868610555
97,other,-2.79667,97.4437125777921
98,AFother,-2.19369,108.489058789808
99,AFother,-1.77591,148.872792784985
100,AF,-1.063,84.1745577869904
101,AF,-0.740830000000001,49.1397218227374
102,AFother,-6.4274,136.414348915031
103,AF,-4.70054,96.0379746194861
104,AF,-3.11375,83.7562715453138
105,AF,-3.07313,83.824715732965
106,AF,-2.85217,83.7562715453137
107,AF,-1.9762,76.8055402424633
108,AFother,-1.30579,21.2253442050868
109,AFother,-0.435920000000001,22.8093093633778
110,AF,-1.51639,72.8061396862561
111,AF,-1.41962,70.7231656343423
112,AF,-1.08418,57.2235860610047
113,AF,-0.864840000000001,61.8322976892496
114,AF,-1.80071,76.190397406699
115,AF,-2.8594,77.3952731820466
116,AF,-1.73835,43.8759186781347
117,AF,-1.11229,26.4891204748373
118,AF,-1.05831,38.3266967553555
119,AF,-2.32063,81.5889585125754
120,AF,-2.15659,76.8856398951122
121,AF,-2.26111,83.4290986095899
122,AF,-1.65486,66.71106859349
123,AF,-0.520340000000001,64.0661294745575
124,AF,-0.42217,58.0977583945493
125,AF,-0.388210000000001,57.1410310572522
126,AF,-4.58464,90.1327566293653
127,AF,-4.44888,82.1971193567792
128,AF,-1.85992,66.5258809018262
129,AFother,-0.877040000000001,35.198220140653
130,AF,-1.36271,15.0499550432986
131,other,-4.89042,132.918276715825
67,other,-8.74477,292.746748265642
68,other,-7.75299,286.190422216865
69,other,-7.48512,280.11008454125
70,other,-6.25003,266.004868810712
71,other,-5.90389,262.709147047915
72,other,-4.98871,256.170299585192
73,AFother,-0.673150000000001,525.342897787315
74,other,-2.08036,264.072702823078
75,other,-1.0093,253.937317566869
76,other,-3.72455,258.912381527621
77,other,-2.91384,243.601560051994
78,other,-1.49672,281.403426331373
79,other,-0.742010000000001,260.278860838191
80,other,-3.1814,224.159337994014
81,other,-6.79962,278.368682381017
82,other,-8.28541,261.826396494308
83,other,-7.98155,261.123642025184
84,other,-6.40236,257.93997543318
85,other,-5.32246,177.560628022989
86,other,-2.72326,146.638824080532
87,other,-2.42588,137.658023314382
88,other,-1.80005,106.407016613342
89,other,-1.47862,88.8274520490339
90,other,-0.423080000000001,244.512942460942
91,other,-1.96038,126.083898298018
92,other,-2.33619,184.070179132431
93,AFother,-0.44237,235.71114240833
94,other,-2.90302,198.374026301554
95,other,-3.34387,177.54793620884
96,other,-3.08198,172.227901388409
97,other,-2.93602,172.434628573375
98,AFother,-2.41822,112.851471579857
99,AFother,-0.981680000000001,241.438038262593
