theta_1,se_1,theta_2,se_2,theta_3,se_3,alpha_1,sigma_sq_1,alpha_2,sigma_sq_2,alpha_3,sigma_sq_3
1.84117819412774,0.317624014926978,4.60555544628355,0.772053785686302,4.52912832513059,0.94287874295732,12.4230418270833,57.3886411610993,12.4230418270833,262.737514621019,12.4230418270833,519.390241225873
1.8913344271375,0.326345289550989,4.39655469385182,0.850277439918077,4.75368751986987,0.945983566513434,3.66895410423304,17.3268791214261,3.66895410423304,83.5317276797901,3.66895410423304,153.926777534166
1.84116883326578,0.31669787035074,4.53059660998043,0.785442909526196,4.59369105767047,0.962744445843546,22.5633832856997,103.480225508035,22.5633832856997,498.407299751002,22.5633832856997,986.25596747388
1.91693322909312,0.333761044597258,4.33134447503925,0.83217013917309,4.739501207033,0.947804265984399,5.71530104315375,27.3179622689301,5.71530104315375,129.261385675608,5.71530104315375,239.273044953072
1.82705585361473,0.32987131194829,4.52043072376998,0.789528976033295,4.59741176589402,0.919861782232061,4.05929657809143,19.2305634673954,4.05929657809143,87.9867117787759,4.05929657809143,165.689140167971
1.85010190651993,0.317051106619344,4.50728737237239,0.841854572396898,4.61807146756962,0.900051074992756,4.30215643441394,19.0527800200165,4.30215643441394,99.7517256691572,4.30215643441394,168.276213529797
1.89492973949956,0.323317610521761,4.44657616199098,0.824916802821239,4.65115374235377,0.92211318545467,4.58741634570181,21.1199614239295,4.58741634570181,99.8106479085663,4.58741634570181,185.908857776526
1.85739303126014,0.332203691223068,4.40921846991969,0.828957867448734,4.65552001557302,0.914853090568571,5.06890781240674,24.071843763502,5.06890781240674,114.638463907922,5.06890781240674,206.630567771807
1.87021292541777,0.324183071952442,4.59458771326707,0.915478345270314,4.70827785122837,0.916301808873781,2.13476929658977,10.0415418508406,2.13476929658977,49.7758116832198,2.13476929658977,87.3926055482466
1.83128954325078,0.321209420165936,4.48792933352152,0.79597883276394,4.60998465528751,0.923599820752546,6.29102922493533,28.4289510910962,6.29102922493533,134.494579661684,6.29102922493533,256.608352616386
1.82987816889614,0.324506858694701,4.63612947475501,0.860161126780535,4.67528194304065,0.913992262010209,3.09632445914457,13.9317959259067,3.09632445914457,69.1648296415435,3.09632445914457,124.762217829679
1.86701650040368,0.328358764984861,4.47144363484384,0.832695369768267,4.66985906076949,0.928941693424961,4.09516579901739,19.4720715994492,4.09516579901739,92.7171062565201,4.09516579901739,167.731447022991
1.86402026145676,0.318874862979327,4.46152259735913,0.757342182337284,4.58307115255848,0.92794392471045,9.94529392102786,44.6042009351741,9.94529392102786,204.57405975671,9.94529392102786,413.046905249992
1.87421223174642,0.331234511000919,4.40214053329751,0.827854650736373,4.67171201248247,0.930596099741203,4.28303204294385,20.3971535629402,4.28303204294385,98.9388859169337,4.28303204294385,175.592075716227
1.84549534864517,0.312312399641601,4.50625263262186,0.74173112779926,4.51212827870015,0.944857496181296,12.5603748688767,54.9396084212323,12.5603748688767,248.826081191178,12.5603748688767,532.031337016518
1.90300320461323,0.330313355327013,4.45672238025145,0.808977941467105,4.71826303203487,0.948883723026234,4.5346675147469,21.109212239413,4.5346675147469,96.835544132723,4.5346675147469,190.754675674419
1.90697204282248,0.320179148508197,4.41332133255728,0.837566751606234,4.63559779743664,0.904551474829596,5.0464685279201,22.7446215568596,5.0464685279201,119.941803277967,5.0464685279201,197.042667869649
1.87478342304569,0.326908568941652,4.42884117718311,0.824929628034105,4.6385339926218,0.912895627490693,5.97530735354997,28.2834756601362,5.97530735354997,134.834334313872,5.97530735354997,243.307894555849
1.91382777947104,0.326973847460699,4.43375845927153,0.821016128372543,4.61841411589247,0.955195524584227,4.65202951609866,21.8423997233971,4.65202951609866,106.687331688311,4.65202951609866,193.556068595385
1.86708701393456,0.333380176351846,4.49313431614075,0.762444613537821,4.57149254516532,0.894278761312704,9.20456573613625,43.3504383136734,9.20456573613625,191.027205493388,9.20456573613625,363.556468865841
1.8545702708845,0.310857639016807,4.55140134801866,0.791072997833424,4.59322740886429,0.917449344555054,7.46628101319634,32.7031573654686,7.46628101319634,155.97325225751,7.46628101319634,304.424846673269
1.82275884311409,0.324476205870298,4.58628899614024,0.82397964800659,4.69052207165363,0.961677129099253,3.98557534498559,18.1755103741533,3.98557534498559,83.9397441292745,3.98557534498559,170.038119847472
1.85073425865368,0.333776187471558,4.48936602110851,0.863044497031576,4.79998445490498,0.932782023728087,2.71770559981084,12.503016364092,2.71770559981084,59.7370175866597,2.71770559981084,112.611943688424
1.861464566091,0.32833312426237,4.35185191965758,0.821091327460449,4.71710194579676,0.922578391744643,3.38633955169213,15.3628632274653,3.38633955169213,75.7744692445337,3.38633955169213,134.437074235074
1.84952756923254,0.326858905023351,4.32942049704861,0.760864267766858,4.72069934441061,0.922401250901457,8.0036627320447,37.6523210428509,8.0036627320447,159.14996903148,8.0036627320447,321.594205742953
1.88640186199518,0.323295751339863,4.45393179666563,0.796623060646017,4.63039316558191,0.95284751666399,4.36302116066347,19.882781765163,4.36302116066347,95.3660706117577,4.36302116066347,177.017570173699
1.80811656010602,0.324938769055012,4.60266336817284,0.83803744435916,4.71540818274597,0.948753770856584,3.00619044026722,13.6109727299506,3.00619044026722,66.0626811124778,3.00619044026722,125.539485560415
1.83869984605655,0.317790298781226,4.63179655140727,0.773346850721578,4.492044461305,0.922511724810076,13.0499880041928,60.2510236608129,13.0499880041928,278.03836321545,13.0499880041928,542.78085315631
1.86310569752481,0.32674939880197,4.46264668344539,0.808309987362251,4.69887661451317,0.956446739583387,6.22231911744282,29.3318508568303,6.22231911744282,139.252059692568,6.22231911744282,259.108061005423
1.88543554619804,0.324892866287476,4.44286020294531,0.829087808234511,4.6168357814866,0.931850064335063,5.04237568399355,23.7066326326895,5.04237568399355,115.242345035784,5.04237568399355,210.628787121616
1.83987816500255,0.31262432681911,4.53546966036204,0.762350986466566,4.63265860681743,0.943141571215039,8.35873865311318,37.1547842503593,8.35873865311318,170.806405479659,8.35873865311318,348.570711105513
1.83891796449742,0.322653868778484,4.56311645408931,0.778226368710324,4.5632153868823,0.923475744237093,10.1518386593315,47.6057259666123,10.1518386593315,217.897407856378,10.1518386593315,415.819551398694
1.80211307224016,0.323148108507687,4.63230340803738,0.753468905045571,4.46074553481756,0.930707427087538,22.2416752164587,103.320400224516,22.2416752164587,462.114288340873,22.2416752164587,941.917296498851
1.86420908727041,0.321062015419486,4.4156415321266,0.802312211052841,4.5811442155948,0.909940229435245,5.6734414478441,25.4325477148638,5.6734414478441,124.844111293748,5.6734414478441,222.637669090825
1.8596111582555,0.313751622242098,4.49815316280982,0.789426608282722,4.60278990436916,0.927896885671571,5.68850030924668,25.0033508855296,5.68850030924668,119.525031726057,5.68850030924668,235.037809075708
1.86574776074113,0.324605193994684,4.36005158426947,0.810975376427198,4.74459615547604,0.929287355156093,3.66311037399298,16.7467915795112,3.66311037399298,72.6625798969578,3.66311037399298,151.127855147783
1.84858997348425,0.312209614104692,4.62102616660462,0.79098319475333,4.54297465579348,0.903882018811951,6.96119250617348,31.0794794823991,6.96119250617348,148.657057096833,6.96119250617348,277.111306781823
1.84788132905966,0.318740490323451,4.62653393620324,0.803819336700432,4.54171802199206,0.910020687989296,9.46227824254134,43.6546256271376,9.46227824254134,207.600855725889,9.46227824254134,386.518475126509
1.94152783249855,0.348026430554749,4.20029093707412,0.827632912015724,4.80403557179239,0.934398075004072,3.30919000600716,16.1944604257297,3.30919000600716,73.5799088332742,3.30919000600716,137.252037729849
1.90125269998901,0.329402637455707,4.42564699426628,0.82718103029618,4.61105369416713,0.951015751573479,3.60193813860674,17.027458006965,3.60193813860674,82.4871869216122,3.60193813860674,149.227770990693
1.92304574481669,0.34031024496315,4.37009139239338,0.84531355854338,4.75836803127466,0.943390983406618,3.90245422941416,18.8346217966735,3.90245422941416,88.5818731770026,3.90245422941416,162.044727407618
1.89844522417996,0.325175201443636,4.39194287643919,0.808805342563,4.63285996477003,0.940726483573537,5.98289223960741,27.9435652348428,5.98289223960741,130.940113480314,5.98289223960741,252.244422515394
1.86657312513807,0.31648871114251,4.61900063861221,0.827173140765577,4.55884421229466,0.92962973915272,8.96235087216084,41.1582146768224,8.96235087216084,202.192940247714,8.96235087216084,371.455457125409
1.85782203940092,0.321095373095037,4.49840901384413,0.827868232306186,4.69780994522374,0.937482669320227,2.90752466630703,12.8378915211864,2.90752466630703,65.353671080117,2.90752466630703,119.248649463029
1.88317957850827,0.325962000070576,4.45513823032558,0.823602574466952,4.65917732326536,0.906713749182997,4.16102900707993,19.7505462271443,4.16102900707993,92.2325113357373,4.16102900707993,161.187533712788
1.87281774608824,0.315003515878626,4.53786816073014,0.860898865023925,4.66662423991168,0.896718631367606,2.89246192034762,12.924356957102,2.89246192034762,65.6235835452512,2.89246192034762,112.633642239204
1.89293119582772,0.326386430814274,4.44561447296774,0.787416083067914,4.5857959944214,0.895647593974055,5.55902066878357,25.1774829254747,5.55902066878357,116.826060974248,5.55902066878357,219.007023531759
1.91430491222963,0.33285385903689,4.18255816424281,0.834724442422498,4.76076092358813,0.917402268781718,3.75991198484764,17.3562372350802,3.75991198484764,82.9237341442962,3.75991198484764,153.838039317425
1.85286930200015,0.319641148907715,4.57341407636007,0.972614977765318,4.8414536401213,0.87691691100078,2.09224381665807,9.47225243486258,2.09224381665807,46.1960708119035,2.09224381665807,81.2799735835373
1.93945812525856,0.356937486645718,4.33691603721496,0.922121632938767,4.69704801523048,0.923865924879184,2.17270085369969,10.8630251986929,2.17270085369969,48.627278680086,2.17270085369969,88.1630213603852
1.90627068903474,0.320528939477201,4.56663066660329,0.809031972686654,4.55979649002852,0.954106837348527,2.14572463043108,9.72032124142437,2.14572463043108,46.0215380134431,2.14572463043108,89.8817156209268
1.83644656698432,0.319503900873332,4.58810075432683,0.762574243826063,4.5818050922158,0.910230643440188,10.2118008707805,47.2587043554181,10.2118008707805,207.63121277426,10.2118008707805,407.035989770113
1.87116449878729,0.321636265444193,4.41668351920755,0.822708853425401,4.65287701242699,0.92207792883268,6.74716781763057,30.4777155296367,6.74716781763057,155.978450110279,6.74716781763057,272.929834550044
