anc_node,state,anc_node_ages,anc_hvolume
75,other,-1.6905,2.69645968170942
76,other,-0.84992,2.69645968170942
77,other,-5.55882,2.69645968170942
78,other,-3.56639,2.69645968170942
79,other,-2.55828,2.69645968170942
80,other,-1.89662,2.69645968170942
81,other,-4.80951,2.69645968170942
82,other,-5.08914,2.69645968170942
83,AFother,-5.30404,2.69645968170942
84,AF,-4.63312,2.69645968170942
85,AF,-4.33497,2.69645968170942
86,AF,-4.21059,2.69645968170942
87,AF,-3.61229,2.69645968170942
88,AF,-3.47997,2.69645968170942
89,AF,-2.8194,2.69645968170942
90,AF,-2.24222,2.69645968170942
91,AFother,-1.43165,2.69645968170942
92,AFother,-0.50494,2.69645968170942
93,AF,-1.7871,2.69645968170942
94,AF,-1.48745,2.69645968170942
95,AF,-0.839490000000001,2.69645968170942
96,AFother,-0.71246,2.69645968170942
97,AF,-2.42448,2.69645968170942
98,AF,-3.34747,2.69645968170942
99,AF,-2.02361,2.69645968170942
100,AF,-0.76907,2.69645968170942
101,AF,-1.39432,2.69645968170942
102,AF,-3.5783,2.69645968170942
103,AF,-2.73033,2.69645968170942
104,AF,-2.68836,2.69645968170942
105,AF,-1.91756,2.69645968170942
106,AF,-0.61135,2.69645968170942
107,AF,-0.38961,2.69645968170942
108,AF,-0.36223,2.69645968170942
109,AF,-2.18731,2.69645968170942
110,AF,-2.6715,2.69645968170942
111,AFother,-1.35897,2.69645968170942
112,other,-3.83765,2.69645968170942
113,other,-7.45893,2.69645968170942
114,other,-5.91162,2.69645968170942
115,other,-5.47643,2.69645968170942
116,other,-3.33367,2.69645968170942
117,other,-1.81464,2.69645968170942
118,other,-1.45324,2.69645968170942
119,other,-1.38429,2.69645968170942
120,other,-0.40395,2.69645968170942
121,other,-2.36239,2.69645968170942
122,other,-1.45708,2.69645968170942
123,other,-0.46485,2.69645968170942
124,other,-3.22136,2.69645968170942
125,other,-4.27221,2.69645968170942
126,other,-3.38845,2.69645968170942
127,other,-3.04103,2.69645968170942
128,other,-2.77954,2.69645968170942
129,AFother,-0.68327,2.69645968170942
130,AF,-0.21081,2.69645968170942
131,AFother,-1.05161,2.69645968170942
67,other,-10.69334,4.70827785122837
68,other,-10.2646,5.6374256022056e+113
69,other,-9.02393,4.75274626740913e+113
70,other,-6.54796,2.69645968170942
71,other,-5.43551,2.69645968170942
72,other,-4.06047,2.69645968170942
73,AFother,-0.845739999999999,2.69645968170942
74,other,-3.38034,2.69645968170942
75,other,-1.17389,2.69645968170942
76,other,-6.50343,2.69645968170942
77,other,-5.73824,2.69645968170942
78,other,-3.59002,2.69645968170942
79,other,-0.913649999999999,2.69645968170942
80,other,-5.86974,2.69645968170942
81,other,-6.81661,2.69645968170942
82,other,-9.48493,2.69645968170942
83,other,-8.89302,2.69645968170942
84,other,-7.90991,2.69645968170942
85,other,-7.62482,2.69645968170942
86,other,-5.48027,2.69645968170942
87,other,-2.72056,2.69645968170942
88,other,-2.33185,2.69645968170942
89,other,-2.09932,2.69645968170942
90,other,-0.937859999999999,2.69645968170942
91,other,-4.89916,2.69645968170942
92,other,-1.99012,2.69645968170942
93,other,-0.994029999999999,2.69645968170942
94,other,-5.86406,2.69645968170942
95,other,-5.14237,2.69645968170942
96,other,-3.57812,2.69645968170942
97,AFother,-2.79129,2.69645968170942
98,AF,-2.7324,2.69645968170942
99,AFother,-1.09255,2.69645968170942
100,AF,-0.98035,2.69645968170942
101,AFother,-2.7474,2.69645968170942
102,AFother,-7.78503,2.69645968170942
103,AF,-6.88454,2.69645968170942
104,AF,-6.69672,2.69645968170942
105,AF,-4.96433,2.69645968170942
106,AF,-4.47712,2.69645968170942
107,AF,-3.9827,2.69645968170942
108,AFother,-2.87174,2.69645968170942
109,AF,-2.16597,2.69645968170942
110,AF,-2.41957,2.69645968170942
111,AF,-2.29391,2.69645968170942
112,AF,-1.88477,2.69645968170942
113,AFother,-0.222399999999999,2.69645968170942
114,AF,-3.83633,2.69645968170942
115,AF,-4.29195,2.69645968170942
116,AF,-3.72445,2.69645968170942
117,AF,-3.60662,2.69645968170942
118,AF,-3.42727,2.69645968170942
119,AF,-1.90253,2.69645968170942
120,AF,-0.874029999999999,2.69645968170942
121,AF,-0.494149999999999,2.69645968170942
122,AF,-0.419699999999999,2.69645968170942
123,AF,-3.15674,2.69645968170942
124,AF,-1.80706,2.69645968170942
125,AF,-1.58862,2.69645968170942
126,AF,-1.99906,2.69645968170942
127,AF,-1.5627,2.69645968170942
128,AF,-5.13359,2.69645968170942
129,AF,-4.01995,2.69645968170942
130,AF,-3.3988,2.69645968170942
131,other,-4.91323,2.69645968170942
67,other,-6.82923,4.60998465528751
68,other,-6.53018,8.84679334796465e+112
69,other,-6.24685,-5.63742560220556e+113
70,other,-5.40015,2.69645968170942
71,other,-4.99804,2.69645968170942
72,other,-3.49469,2.69645968170942
73,AFother,-0.0910799999999998,2.69645968170942
74,other,-2.13876,2.69645968170942
75,other,-0.63961,2.69645968170942
76,other,-3.50625,2.69645968170942
77,other,-3.23932,2.69645968170942
78,other,-2.8997,2.69645968170942
79,other,-0.69373,2.69645968170942
80,other,-3.06864,2.69645968170942
81,other,-5.97666,2.69645968170942
82,other,-6.45345,2.69645968170942
83,other,-6.03891,2.69645968170942
84,other,-5.52161,2.69645968170942
85,other,-3.22955,2.69645968170942
86,other,-2.13615,2.69645968170942
87,other,-2.02729,2.69645968170942
88,other,-1.77532,2.69645968170942
89,other,-0.17259,2.69645968170942
90,other,-2.42861,2.69645968170942
91,other,-5.22467,2.69645968170942
92,other,-1.32551,2.69645968170942
93,other,-0.6749,2.69645968170942
94,other,-3.32899,2.69645968170942
95,other,-3.28092,2.69645968170942
96,other,-2.60923,2.69645968170942
97,other,-2.43445,2.69645968170942
98,AFother,-1.60459,2.69645968170942
99,AFother,-0.49313,2.69645968170942
100,AF,-0.46341,2.69645968170942
101,AFother,-1.10951,2.69645968170942
102,AFother,-5.12414,2.69645968170942
103,AF,-4.29495,2.69645968170942
104,AF,-3.41873,2.69645968170942
105,AF,-2.59195,2.69645968170942
106,AF,-2.32883,2.69645968170942
107,AFother,-1.35868,2.69645968170942
108,AFother,-0.41678,2.69645968170942
109,AF,-2.13578,2.69645968170942
110,AF,-1.62957,2.69645968170942
111,AF,-1.08694,2.69645968170942
112,AFother,-0.31138,2.69645968170942
113,AF,-1.90824,2.69645968170942
114,AF,-3.35179,2.69645968170942
115,AF,-3.09812,2.69645968170942
116,AF,-2.64041,2.69645968170942
117,AF,-2.45365,2.69645968170942
118,AF,-2.01732,2.69645968170942
119,AF,-1.71636,2.69645968170942
120,AF,-0.72965,2.69645968170942
121,AF,-0.62816,2.69645968170942
122,AF,-0.16697,2.69645968170942
123,AF,-2.61737,2.69645968170942
124,AF,-1.81711,2.69645968170942
125,AF,-1.63155,2.69645968170942
126,AF,-3.60707,2.69645968170942
127,AF,-3.31785,2.69645968170942
128,AF,-1.86279,2.69645968170942
129,AF,-1.65195,2.69645968170942
130,AFother,-0.70418,2.69645968170942
131,other,-4.526,2.69645968170942
67,other,-8.34096,4.67528194304065
68,other,-7.96316,215251887.842223
69,other,-7.25407,-121478628.873997
70,other,-6.06801,-6526990.81717936
71,other,-5.87129,368442.71959051
72,other,-4.10918,33.5881042965057
73,AFother,-0.341800000000001,5.39291936341884
74,other,-2.47039,4.41861264248868
75,other,-1.38276,4.4139241222137
76,other,-4.45519,25.8837664432718
77,other,-2.18454,4.35541436869862
78,other,-2.03066,4.39228002840948
79,other,-0.794560000000001,4.06180572171561
80,other,-3.77108,7.80498681307297
81,other,-6.12595,-6.89922055532373e+21
82,other,-7.84321,2.69645968170942
83,other,-6.80534,2.69645968170942
84,other,-6.66998,2.69645968170942
85,other,-3.26732,2.69645968170942
86,other,-1.73879,2.69645968170942
87,other,-1.22644,2.69645968170942
88,other,-0.863870000000001,2.69645968170942
89,other,-0.725550000000001,2.69645968170942
90,other,-2.26927,2.69645968170942
91,other,-6.29561,2.69645968170942
92,other,-1.79826,2.69645968170942
93,other,-0.618320000000001,2.69645968170942
94,other,-5.28791,2.69645968170942
95,other,-3.55622,2.69645968170942
96,other,-3.15662,2.69645968170942
97,other,-2.79667,2.69645968170942
98,AFother,-2.19369,2.69645968170942
99,AFother,-1.77591,2.69645968170942
100,AF,-1.063,2.69645968170942
101,AF,-0.740830000000001,7.69613944842319
102,AFother,-6.4274,2.69645968170942
103,AF,-4.70054,-22.3356935643575
104,AF,-3.11375,2.69645968170942
105,AF,-3.07313,2.73250244723032
106,AF,-2.85217,2.69645968170942
107,AF,-1.9762,2.77019100113116
108,AFother,-1.30579,2.69645968170942
109,AFother,-0.435920000000001,3.23693658568487
110,AF,-1.51639,2.69645968170942
111,AF,-1.41962,2.8439223205529
112,AF,-1.08418,2.69645968170942
113,AF,-0.864840000000001,2.69645968170942
114,AF,-1.80071,2.69645968170942
115,AF,-2.8594,2.73069208001237
116,AF,-1.73835,2.69645968170942
117,AF,-1.11229,2.66881043692627
118,AF,-1.05831,2.69645968170942
119,AF,-2.32063,3.14411412105571
120,AF,-2.15659,2.69645968170942
121,AF,-2.26111,2.72805881860445
122,AF,-1.65486,2.69645968170942
123,AF,-0.520340000000001,3438519896013456384
124,AF,-0.42217,2.69645968170942
125,AF,-0.388210000000001,2.34138083873529
126,AF,-4.58464,2.69645968170942
127,AF,-4.44888,2.69645968170942
128,AF,-1.85992,2.69645968170942
129,AFother,-0.877040000000001,-411.322901612632
130,AF,-1.36271,2.69645968170942
131,other,-4.89042,2.69645968170942
67,other,-8.74477,4.66985906076949
68,other,-7.75299,5.6374256022056e+113
69,other,-7.48512,8.84679334796465e+112
70,other,-6.25003,2.69645968170942
71,other,-5.90389,2.69645968170942
72,other,-4.98871,2.69645968170942
73,AFother,-0.673150000000001,2.69645968170942
74,other,-2.08036,2.69645968170942
75,other,-1.0093,2.69645968170942
76,other,-3.72455,2.69645968170942
77,other,-2.91384,2.69645968170942
78,other,-1.49672,2.69645968170942
79,other,-0.742010000000001,2.69645968170942
80,other,-3.1814,2.69645968170942
81,other,-6.79962,2.69645968170942
82,other,-8.28541,2.69645968170942
83,other,-7.98155,2.69645968170942
