region,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
outside_AF,98,53,49.6325302124023,16752.416015625
outside_AF,133,74,54,16364.5
outside_AF,85,49,46,18336.583984375
outside_AF,112,46,43,16243.8330078125
outside_AF,101,82,55.2078323364258,16250
outside_AF,133,80,53.0150604248047,15961.6669921875
outside_AF,138,80,49,15704.9169921875
outside_AF,120,72,55,15891.9169921875
outside_AF,113,78,53,16460.666015625
outside_AF,131,72,54.1897583007812,14578.5
outside_AF,144,77,47,15562.25
outside_AF,95,71,54.7801208496094,16275.6669921875
outside_AF,128,41,63.2319259643555,18611.75
outside_AF,103,79,56.1385536193848,16502.333984375
outside_AF,126,75,52.524097442627,15978.8330078125
outside_AF,105,76,56.4186744689941,20345.833984375
outside_AF,127,67,52.0662651062012,15760.5830078125
outside_AF,119,70,54.466869354248,15784.25
outside_AF,114,42,54.6174697875977,14447
outside_AF,107,53,51.5030136108398,17962.25
outside_AF,107,57,47,13830.1669921875
outside_AF,96,60,45,16423.5
outside_AF,134,71,51,14826.3330078125
outside_AF,103,78,53.171688079834,15650.5
outside_AF,117,84,55,17390.583984375
outside_AF,103,89,54.0301208496094,17372.416015625
outside_AF,114,79,53.8102416992188,15636.5
outside_AF,117,74,54,15520.75
outside_AF,109,61,46,16102.3330078125
outside_AF,112,68,57.8674697875977,18418.083984375
outside_AF,123,79,56.3674697875977,17849.5
outside_AF,102,88,59.0512046813965,17471.333984375
outside_AF,126,69,55.0030136108398,15331.0830078125
outside_AF,109,75,54.8403625488281,16437.75
outside_AF,103,78,54.828311920166,16446.083984375
outside_AF,127,85,56.6295166015625,16815.583984375
outside_AF,111,70,48.8493957519531,16527.666015625
outside_AF,97,75,54.0030136108398,17731.583984375
outside_AF,99,68,51.0993957519531,16654.583984375
outside_AF,136,72,47.6204833984375,15613.8330078125
outside_AF,102,40,57.930721282959,17720.25
outside_AF,116,52,56.8012046813965,15905.75
outside_AF,106,50,53.4427719116211,15908.25
outside_AF,105,59,52.4186744689941,15741
outside_AF,117,36,59.7981910705566,16370.0830078125
outside_AF,116,34,56.2921676635742,16450
outside_AF,113,109,55.5210838317871,18297.083984375
outside_AF,93,56,47.319278717041,17578.333984375
outside_AF,78,50,45.7921676635742,17800.666015625
outside_AF,91,57,50.8765068054199,15724.1669921875
outside_AF,103,74,56,16344.6669921875
outside_AF,131,79,50.7680740356445,15698.8330078125
outside_AF,108,78,54,16549.25
outside_AF,124,76,54,15986.3330078125
outside_AF,125,79,51,17004.25
outside_AF,125,66,53,15791.8330078125
outside_AF,137,67,50.0030136108398,14525.25
outside_AF,123,65,53.4367485046387,15669.25
outside_AF,116,20,52.352409362793,12918.3330078125
outside_AF,129,70,49.7771072387695,15478.25
outside_AF,129,69,48,15281.3330078125
outside_AF,113,52,55.8584327697754,15871.9169921875
outside_AF,119,59,54,15587.8330078125
outside_AF,107,62,42.3554229736328,13833.75
outside_AF,113,78,53,16421
outside_AF,123,77,49.5753021240234,15624.3330078125
outside_AF,116,69,50.1114463806152,15746.5
outside_AF,118,58,52,15693.25
outside_AF,67,50,55.1114463806152,19851.833984375
outside_AF,78,83,51,16449.166015625
outside_AF,81,54,45,16288.6669921875
outside_AF,130,79,50,15721.5
outside_AF,98,75,55,16357.5
outside_AF,90,41,41,15044.3330078125
outside_AF,119,76,55.6174697875977,15975.25
outside_AF,123,87,54.725902557373,16690.166015625
outside_AF,115,84,59,16947.25
outside_AF,119,85,59,17195.916015625
outside_AF,123,77,51.1957817077637,15852.5830078125
outside_AF,122,77,51,16458.75
outside_AF,123,82,52,16968.083984375
outside_AF,112,48,66,16929.583984375
outside_AF,119,74,53,16289.0830078125
outside_AF,102,65,57.9879531860352,17935
outside_AF,118,72,54.0512046813965,15342.75
outside_AF,99,38,41,15206.1669921875
outside_AF,105,75,57,16272.75
outside_AF,89,52,45,15912.8330078125
outside_AF,141,93,55.8584327697754,16961.166015625
outside_AF,112,82,58.2138557434082,17184.416015625
outside_AF,121,68,52.569278717041,15625.5830078125
outside_AF,100,42,42,15269.75
outside_AF,112,56,61.3162651062012,15601.75
outside_AF,113,64,47.8463859558105,15065.75
outside_AF,121,78,52.7650604248047,16161.5830078125
outside_AF,125,64,63.75,15224.1669921875
outside_AF,120,68,52.1385536193848,15693.8330078125
outside_AF,123,66,55.9487953186035,15107
outside_AF,132,70,51.0451812744141,15181.5
outside_AF,137,79,44.75,14791.25
outside_AF,137,79,46,14475.8330078125
outside_AF,135,74,49,15114.4169921875
outside_AF,129,70,54,15326.9169921875
outside_AF,113,76,52.2018089294434,16435.416015625
outside_AF,122,66,50.430721282959,15711.6669921875
outside_AF,96,59,51.6355438232422,18624.833984375
outside_AF,95,38,56.2409629821777,17683.083984375
outside_AF,126,62,54.8222885131836,15020.5830078125
outside_AF,125,55,53.75,14730.5830078125
outside_AF,112,69,50.0632514953613,15636.8330078125
outside_AF,119,75,51.8765068054199,16115
outside_AF,122,77,50.7680740356445,16623
outside_AF,123,80,54,15861.5
outside_AF,113,66,48.0060234069824,13696.4169921875
outside_AF,109,24,41.6957817077637,15307.1669921875
outside_AF,116,82,56,15945.3330078125
outside_AF,113,37,49,17616.583984375
outside_AF,118,87,53,15460.9169921875
outside_AF,112,83,54.4969863891602,16727.583984375
outside_AF,64,51,54.4066276550293,19356.166015625
outside_AF,126,29,56.8493957519531,14202.8330078125
outside_AF,136,68,53.9367485046387,14621.25
outside_AF,136,69,52.0271072387695,14694.9169921875
outside_AF,128,69,49.7560234069824,14509.4169921875
outside_AF,93,53,50.7379531860352,16229.0830078125
outside_AF,107,35,43.430721282959,15577.5
outside_AF,106,87,58.9427719116211,17000.25
outside_AF,120,63,56.1957817077637,16572
outside_AF,117,84,58,17489.166015625
outside_AF,117,62,61,16799.666015625
outside_AF,103,82,56,16289.8330078125
outside_AF,92,52,40,16294.3330078125
outside_AF,124,91,58,15691.6669921875
outside_AF,109,66,48.2018089294434,15457.1669921875
outside_AF,137,88,56.4126510620117,16395.583984375
outside_AF,139,70,48.8222885131836,14291.5
outside_AF,116,55,61.1054229736328,16673.166015625
outside_AF,106,84,55,16405.583984375
outside_AF,87,60,41.7981910705566,15098.3330078125
outside_AF,118,58,57,16594.25
outside_AF,104,56,50,17901.583984375
outside_AF,117,45,57.1957817077637,13966.8330078125
outside_AF,125,47,56,13521.5830078125
outside_AF,104,61,42,13980.5830078125
outside_AF,85,41,43,18543.25
outside_AF,122,36,59.8855438232422,13327.4169921875
outside_AF,83,45,41,14408.0830078125
outside_AF,99,68,47,16057.5
outside_AF,135,68,49,14590.6669921875
outside_AF,81,44,44.2018089294434,18594.25
outside_AF,81,43,46,18537.333984375
outside_AF,95,70,53.3945770263672,16235.75
outside_AF,104,78,46.5813255310059,16338.4169921875
outside_AF,85,48,45,14484.8330078125
outside_AF,106,57,50.533130645752,13939.3330078125
outside_AF,86,51,45,17262.666015625
outside_AF,89,41,47.1295166015625,18367.583984375
outside_AF,84,47,41.3765068054199,14442.25
outside_AF,96,64,47.5120468139648,16153.1669921875
outside_AF,119,43,58,14424.0830078125
outside_AF,89,41,40.6174697875977,14116.6669921875
outside_AF,85,31,42.2801208496094,14732.0830078125
outside_AF,100,42,48,15976.3330078125
outside_AF,94,50,52.7771072387695,16058.3330078125
outside_AF,86,39,43,14787.9169921875
outside_AF,84,43,41.3072280883789,14634.25
outside_AF,136,50,65.1867446899414,13968.9169921875
outside_AF,94,21,46,13018.25
outside_AF,87,40,41,14956.75
outside_AF,96,49,41,14636.5
outside_AF,86,46,41.7620468139648,15135.5830078125
outside_AF,105,21,58.2951812744141,13519.5830078125
outside_AF,136,79,48.7560234069824,15709.25
outside_AF,124,88,53.4548187255859,16336.5830078125
outside_AF,117,77,52.7861442565918,16400
outside_AF,85,39,46.7891578674316,18218.583984375
outside_AF,96,55,61.3554229736328,18231.583984375
outside_AF,115,74,54.0512046813965,15419.3330078125
outside_AF,118,69,53,15122.8330078125
outside_AF,107,57,63,15487.5830078125
outside_AF,116,67,54,15187.5830078125
outside_AF,125,70,53.2018089294434,15426.5
outside_AF,123,83,58.033130645752,16956.083984375
outside_AF,120,83,57,15954.0830078125
outside_AF,132,91,53.1777114868164,15466.1669921875
outside_AF,130,75,53,16361.9169921875
outside_AF,110,72,51,16149.5
outside_AF,121,78,54.7048187255859,16025.75
outside_AF,95,84,52.4548187255859,16175.4169921875
outside_AF,91,89,53,16787.666015625
outside_AF,113,74,53,15422.8330078125
outside_AF,127,88,55,16647.5
outside_AF,126,74,43.5873489379883,14381.9169921875
outside_AF,98,80,51.4969863891602,16150.1669921875
outside_AF,127,70,50.6777114868164,16309.9169921875
outside_AF,128,92,56.5572280883789,16017
outside_AF,96,61,48,16198.4169921875
outside_AF,100,35,55.1385536193848,18292.916015625
outside_AF,82,80,58,18439.25
outside_AF,78,35,47.4548187255859,18256.583984375
outside_AF,78,35,47,18202.25
outside_AF,90,46,53.7981910705566,17051.833984375
outside_AF,82,33,48,18004.25
outside_AF,88,60,52,16568
outside_AF,76,34,49.5030136108398,18183
outside_AF,144,77,48.1957817077637,15472.25
outside_AF,95,58,46.4186744689941,16877.333984375
outside_AF,89,30,42,14060.8330078125
outside_AF,92,48,40,16408.166015625
outside_AF,104,56,41,14135.5
outside_AF,92,58,41.4789161682129,15227.1669921875
outside_AF,87,19,46,14624.75
outside_AF,90,48,40.0632514953613,15975.5830078125
outside_AF,95,24,41.2680740356445,13927.5830078125
outside_AF,108,55,42.7198791503906,14416.5
outside_AF,96,62,39.7048187255859,14871.8330078125
outside_AF,84,42,40,14586.5
outside_AF,98,42,43.0090370178223,13549.4169921875
outside_AF,152,57,53.4879531860352,14894.25
outside_AF,91,41,41.1054229736328,15029.4169921875
outside_AF,100,53,47.7439765930176,15952.0830078125
outside_AF,94,31,40,15143.6669921875
outside_AF,86,33,42.7620468139648,14821.6669921875
outside_AF,95,48,46.5572280883789,17867.416015625
outside_AF,89,52,46,15822
outside_AF,96,61,47.3222885131836,16372.3330078125
outside_AF,97,65,42,14934.25
outside_AF,91,65,43.6897583007812,14927.1669921875
outside_AF,96,60,47,16077
outside_AF,102,60,41,13560.9169921875
outside_AF,81,55,44,16327.5
outside_AF,96,31,49.6174697875977,15711.8330078125
outside_AF,98,26,53.3433723449707,14887
outside_AF,113,59,50.8042182922363,16351.8330078125
outside_AF,96,17,47.1506042480469,13559.3330078125
outside_AF,93,61,41.3554229736328,15607.25
outside_AF,97,42,50.1415672302246,15668.3330078125
outside_AF,91,85,55,17115.166015625
outside_AF,77,84,52,16312.75
outside_AF,101,50,45.7319259643555,16042.8330078125
outside_AF,83,36,45.8885536193848,18433.5
outside_AF,111,55,47.7319259643555,14558.3330078125
outside_AF,124,64,53,15486
outside_AF,126,78,55.033130645752,15790.6669921875
outside_AF,118,88,54,15554.5830078125
outside_AF,108,41,40.1144561767578,16642.666015625
outside_AF,128,67,62,14798.3330078125
outside_AF,108,38,65.4006042480469,17326.583984375
outside_AF,122,79,54.5210838317871,17715.666015625
outside_AF,97,65,57.2710838317871,16525.083984375
outside_AF,108,69,53.9126510620117,15189.5
outside_AF,130,74,54,16330.3330078125
outside_AF,97,74,51.9969863891602,17508.25
outside_AF,93,45,46.8765068054199,16872.583984375
outside_AF,105,34,64.5753021240234,17293.916015625
outside_AF,144,70,48,14732.6669921875
outside_AF,106,55,47.0150604248047,16272.25
outside_AF,99,69,52,16522.333984375
outside_AF,120,72,52.1114463806152,15521
outside_AF,143,75,45.4909629821777,14831.9169921875
outside_AF,107,78,53.5903625488281,16551.833984375
outside_AF,117,87,57.2379531860352,15390.8330078125
outside_AF,121,76,51.1777114868164,16206.1669921875
outside_AF,101,82,57,16252
outside_AF,103,56,40,13804
outside_AF,120,71,53.147590637207,15038.3330078125
outside_AF,122,80,53.6355438232422,15860.1669921875
outside_AF,122,83,57.9608421325684,16899.583984375
outside_AF,120,72,53,15242.8330078125
outside_AF,105,84,55,16232.25
outside_AF,138,70,46,14551.1669921875
outside_AF,128,77,55.1174697875977,15396.6669921875
outside_AF,129,75,50.3102416992188,15429
outside_AF,120,37,52.7650604248047,14714.25
outside_AF,141,79,55,16171.75
outside_AF,121,81,53.6295166015625,15889.75
outside_AF,90,87,55.4126510620117,16816.583984375
outside_AF,104,77,48.9728927612305,16052.5
outside_AF,100,81,52,16257.4169921875
outside_AF,92,83,54.0120468139648,16598.666015625
outside_AF,92,32,54.0993957519531,17680.666015625
outside_AF,124,70,55,15354.8330078125
outside_AF,130,88,55.6234931945801,17504.75
outside_AF,99,38,55,17518.5
outside_AF,131,68,47.5632514953613,14351.25
outside_AF,124,76,55.3704833984375,15895.5830078125
outside_AF,110,56,48,14322.4169921875
outside_AF,117,81,59.0060234069824,17039.75
outside_AF,103,73,47.5271072387695,16151.75
outside_AF,144,58,51.5,14734.5
outside_AF,107,52,53.1144561767578,14717.4169921875
outside_AF,104,89,59.0451812744141,17621.25
outside_AF,90,66,45,15919.25
outside_AF,147,84,56,17692
outside_AF,84,41,55.6114463806152,16634.416015625
outside_AF,101,79,49.3644561767578,16176.5
outside_AF,104,76,54.828311920166,16426.416015625
outside_AF,134,70,49,14935.5
outside_AF,102,75,47.9939765930176,15923.5
outside_AF,130,85,56.7138557434082,16458
outside_AF,102,47,57,16055.25
outside_AF,95,52,52.5843391418457,16563.5
outside_AF,86,62,46.0903625488281,16232.6669921875
outside_AF,86,63,45.0451812744141,15916.6669921875
outside_AF,105,77,45,16690.75
outside_AF,122,71,54.6355438232422,15697.3330078125
outside_AF,109,76,56,16240.5830078125
outside_AF,117,71,55,15228.5
outside_AF,120,73,53.8584327697754,16376.6669921875
outside_AF,100,81,52.5451812744141,16093.9169921875
outside_AF,101,67,50.3704833984375,16337.5830078125
outside_AF,102,50,42,14404.3330078125
outside_AF,121,81,53,15627.75
outside_AF,121,82,54.4036140441895,16092.1669921875
outside_AF,132,45,53,13890.8330078125
outside_AF,138,71,46.4006042480469,14487.75
outside_AF,145,73,48.5873489379883,14861.5
outside_AF,131,76,46,14492.5830078125
outside_AF,104,80,56,16217
outside_AF,112,46,48.8795166015625,17094.333984375
outside_AF,94,76,56.5451812744141,16344.8330078125
outside_AF,128,75,50.4939765930176,15346
outside_AF,119,81,51.3885536193848,15888.3330078125
outside_AF,140,81,54.4608421325684,16165.6669921875
outside_AF,120,80,54,15868.3330078125
outside_AF,106,82,56,16794.583984375
outside_AF,108,52,53,14575.8330078125
outside_AF,118,67,55.2650604248047,15369.4169921875
outside_AF,88,37,41,14349.3330078125
outside_AF,91,31,50.4036140441895,14675.9169921875
outside_AF,92,23,42.5993957519531,13692.8330078125
outside_AF,95,55,55,15116.0830078125
outside_AF,98,16,45.5873489379883,12912.9169921875
outside_AF,96,20,46.3825302124023,12993.25
outside_AF,105,84,54.0451812744141,16425.25
outside_AF,103,83,53.0873489379883,16543
outside_AF,101,81,56,16697.833984375
outside_AF,102,80,56,16619.75
outside_AF,136,80,54,15965.25
outside_AF,103,79,54,16585.75
outside_AF,104,84,51,16747.5
outside_AF,101,80,55.9367485046387,16531.416015625
outside_AF,111,77,55.6686744689941,16478.083984375
outside_AF,131,83,55.274097442627,16515.166015625
outside_AF,130,83,53.9487953186035,16415.333984375
outside_AF,106,80,58.9006042480469,17089.75
outside_AF,105,74,54.828311920166,16399.75
outside_AF,113,77,53,16443.583984375
outside_AF,122,83,56.6114463806152,17233.416015625
outside_AF,107,82,55.9186744689941,16769.166015625
outside_AF,118,82,51,16206.5830078125
outside_AF,116,64,42.7409629821777,14088.1669921875
outside_AF,89,56,46.1234931945801,15497.25
outside_AF,100,41,45.0030136108398,13677.0830078125
outside_AF,87,37,41,14899.8330078125
outside_AF,85,67,51,15849.6669921875
outside_AF,123,56,46,13900
outside_AF,105,58,40.7560234069824,13836.0830078125
outside_AF,93,21,42,14189.1669921875
outside_AF,135,69,46.1355438232422,14505.8330078125
outside_AF,96,82,49,16087.5
outside_AF,101,58,41.0301208496094,13828.9169921875
outside_AF,141,73,46.5271072387695,14755.0830078125
outside_AF,89,57,40.8403625488281,15422.25
outside_AF,88,41,39,14076.1669921875
outside_AF,91,27,40.4638557434082,14582
outside_AF,88,38,41,14885.5830078125
outside_AF,108,53,50.2198791503906,13953.25
outside_AF,113,56,50.3584327697754,14209.25
outside_AF,93,66,46.9066276550293,16055.4169921875
outside_AF,94,22,42.0150604248047,14618.8330078125
outside_AF,84,41,40,14540.75
outside_AF,85,37,41,14675.75
outside_AF,92,57,40.1536140441895,15399.9169921875
outside_AF,129,73,47.328311920166,14618.4169921875
outside_AF,140,79,48.2981910705566,14724.9169921875
outside_AF,141,73,45,14768
outside_AF,143,79,50,15702.3330078125
outside_AF,106,59,51,13746.75
outside_AF,142,76,50,15696.75
outside_AF,88,34,45,14648.1669921875
outside_AF,129,70,53.328311920166,14508.75
outside_AF,142,75,48.7439765930176,14841.4169921875
outside_AF,144,78,47.6174697875977,14883.75
outside_AF,84,41,41,14552.0830078125
outside_AF,105,62,39.8945770263672,13858.3330078125
outside_AF,136,76,45,14811.0830078125
outside_AF,136,80,48.4126510620117,14913.4169921875
outside_AF,135,78,48.4518089294434,15484.75
outside_AF,105,65,43.3584327697754,14054.3330078125
outside_AF,85,41,42,14648.75
outside_AF,111,66,45,13801.5830078125
outside_AF,108,80,53.0451812744141,16919.25
outside_AF,112,66,49,13730.4169921875
outside_AF,97,16,48,13201.3330078125
outside_AF,93,39,47.5120468139648,14836.4169921875
outside_AF,133,26,55.8463859558105,13780.8330078125
outside_AF,139,80,58.671688079834,18071.666015625
outside_AF,95,40,52.8584327697754,17770.416015625
outside_AF,82,38,45.8704833984375,18613
outside_AF,82,45,57.3644561767578,18934.333984375
outside_AF,97,18,47,13194.9169921875
outside_AF,97,18,46,12968.8330078125
outside_AF,95,64,46.4036140441895,16338.5830078125
outside_AF,106,58,41.7018089294434,13840.5
outside_AF,100,52,54.3674697875977,16635.333984375
outside_AF,97,18,46.5873489379883,13020.5830078125
outside_AF,98,39,52.0030136108398,17678.583984375
outside_AF,146,72,46.5060234069824,14810.5
outside_AF,105,39,42.1265068054199,16290.8330078125
outside_AF,100,60,58,17530.166015625
outside_AF,97,15,47,13285.4169921875
outside_AF,131,87,54.7530136108398,16958.083984375
outside_AF,129,82,56.024097442627,17468.916015625
outside_AF,104,53,68.4849395751953,17108.25
outside_AF,120,77,53.7379531860352,16407.5
outside_AF,121,74,56,16631.25
outside_AF,106,90,61.9608421325684,17036.083984375
outside_AF,110,76,54,16556.416015625
outside_AF,135,74,53,16283
outside_AF,121,77,52.1355438232422,15346.9169921875
outside_AF,133,78,50,15482.6669921875
outside_AF,124,91,58.3463859558105,15438.6669921875
outside_AF,109,77,54.4427719116211,16592.416015625
outside_AF,123,66,51.6536140441895,15624.9169921875
outside_AF,123,77,51.1596374511719,15227.5830078125
outside_AF,125,81,54,16845.25
outside_AF,133,72,53.3403625488281,15688.1669921875
outside_AF,124,87,54.6897583007812,15898.4169921875
outside_AF,110,73,49.966869354248,16135.3330078125
outside_AF,109,92,58.9819259643555,16508.083984375
outside_AF,124,92,56,16005.5830078125
outside_AF,119,65,61,16778.166015625
outside_AF,121,77,49.3704833984375,16272.5
outside_AF,106,38,67.5391540527344,17080.666015625
outside_AF,132,78,53,15882.8330078125
outside_AF,103,80,54.283130645752,16509.666015625
outside_AF,127,92,60,15933.1669921875
outside_AF,131,78,52,15251.8330078125
outside_AF,118,79,59.1295166015625,16949.416015625
outside_AF,98,75,55.6325302124023,16346.8330078125
outside_AF,121,75,51,16286.0830078125
outside_AF,102,83,56.9819259643555,16329.5
outside_AF,108,82,56.8945770263672,16816.666015625
outside_AF,111,64,46,15126.25
outside_AF,127,80,53.5120468139648,17395.583984375
outside_AF,113,83,58,17127.916015625
outside_AF,105,83,53.0451812744141,16865.416015625
outside_AF,136,71,47.8132514953613,14504.6669921875
outside_AF,112,63,47.7861442565918,15013
outside_AF,119,88,54.225902557373,16591.333984375
outside_AF,121,87,54.75,16644.25
outside_AF,106,84,54.930721282959,16893.916015625
outside_AF,115,60,47.1777114868164,14963.0830078125
outside_AF,129,69,48.3674697875977,15281.75
outside_AF,128,74,48.6536140441895,15268.0830078125
outside_AF,145,69,45.3222885131836,14688.5830078125
outside_AF,130,72,53.0572280883789,15553.75
outside_AF,105,84,56,16898.333984375
outside_AF,102,81,55.9728927612305,16598.833984375
outside_AF,135,81,55,16172.5
outside_AF,137,81,54,15856.8330078125
outside_AF,138,68,47.1897583007812,14663.8330078125
outside_AF,129,68,50,14296.4169921875
outside_AF,131,80,53.475902557373,16409
outside_AF,100,44,59.3132514953613,17524
outside_AF,98,75,55,16389.666015625
outside_AF,115,68,50,15600.3330078125
outside_AF,126,93,60.475902557373,16137.75
outside_AF,105,82,57.6656608581543,16721.833984375
outside_AF,122,58,51.6054229736328,16201.8330078125
outside_AF,125,80,53.4728927612305,16920.083984375
outside_AF,118,83,52.0060234069824,16084.3330078125
outside_AF,103,81,56.0512046813965,16629.166015625
outside_AF,105,83,51.3343391418457,17114.5
outside_AF,117,88,53,15596.3330078125
outside_AF,120,76,49.1626510620117,15874.1669921875
outside_AF,119,83,49.7620468139648,15706.4169921875
outside_AF,137,78,46,14794.3330078125
outside_AF,130,71,52,15560.5
outside_AF,100,40,54.8403625488281,17542.083984375
outside_AF,95,44,55.5843391418457,17801.083984375
outside_AF,125,66,52.2710838317871,16234.9169921875
outside_AF,107,83,55.0753021240234,16948.75
outside_AF,120,76,57,16202.6669921875
outside_AF,122,79,53.4879531860352,15552.25
outside_AF,122,88,55,15931.9169921875
outside_AF,126,73,47,14364.1669921875
outside_AF,94,21,42.9909629821777,14521.6669921875
outside_AF,142,78,46.6837348937988,15864.0830078125
outside_AF,98,48,41,14132.75
outside_AF,90,53,40,16049.8330078125
outside_AF,103,57,39.0030136108398,13912.3330078125
outside_AF,105,53,45,15514.8330078125
outside_AF,85,37,43,14778.25
outside_AF,131,79,50,15623.0830078125
outside_AF,99,41,43,13490.4169921875
outside_AF,99,44,41.0542182922363,13584.3330078125
outside_AF,89,41,41.7289161682129,14008.9169921875
outside_AF,89,52,45.0271072387695,15880.0830078125
outside_AF,102,58,39.0271072387695,13866
outside_AF,81,32,52.7771072387695,18695.833984375
outside_AF,102,14,52.3644561767578,14113
outside_AF,88,40,43,14115
outside_AF,104,55,47.147590637207,17398.25
outside_AF,99,19,49.8704833984375,13151.6669921875
outside_AF,110,26,51.7680740356445,13624.25
outside_AF,107,25,62.5993957519531,12653
outside_AF,104,59,47.328311920166,16138.8330078125
outside_AF,92,41,49.8614463806152,17060.916015625
outside_AF,95,58,46,17228.75
outside_AF,110,51,45,16008.9169921875
outside_AF,108,56,54,15634.3330078125
outside_AF,100,32,48.078311920166,17714.833984375
outside_AF,93,48,46.8373489379883,17468.083984375
outside_AF,90,38,49.2289161682129,17194.75
outside_AF,102,57,39,13853
outside_AF,122,56,59,13222
outside_AF,148,56,53.475902557373,15128.75
outside_AF,115,25,53,13285.8330078125
outside_AF,104,75,45.671688079834,16531.333984375
outside_AF,128,71,48.8945770263672,14554.6669921875
outside_AF,102,62,41,13841.9169921875
outside_AF,85,65,51.7349395751953,15309.25
outside_AF,114,51,52,17002.333984375
outside_AF,91,85,53,16420.166015625
outside_AF,88,41,47.1295166015625,17498
outside_AF,85,40,45.0753021240234,17966.25
outside_AF,92,84,56.5271072387695,16495.916015625
outside_AF,90,54,46.7650604248047,17689.25
outside_AF,100,76,53.7319259643555,16805.666015625
outside_AF,128,71,49.9487953186035,14606.3330078125
outside_AF,77,62,47,16392.333984375
outside_AF,130,70,50.7289161682129,14556.4169921875
outside_AF,80,56,45,16398.583984375
outside_AF,144,70,47.2560234069824,14461.3330078125
outside_AF,84,47,44,14466
outside_AF,87,39,40.4487953186035,14119.5830078125
outside_AF,111,44,44.6295166015625,16131.5
outside_AF,103,59,40.1174697875977,13868.3330078125
outside_AF,122,65,53,15212.5
outside_AF,106,59,42.2981910705566,13810.6669921875
outside_AF,130,68,50.6174697875977,14252.0830078125
outside_AF,120,43,54,14147.0830078125
outside_AF,139,55,53.5361442565918,15286.5830078125
outside_AF,130,51,55.4367485046387,15374.3330078125
outside_AF,114,82,55.6415672302246,14685.4169921875
outside_AF,112,56,52.6957817077637,14463.5
outside_AF,120,25,53.0903625488281,14529.4169921875
outside_AF,118,34,53.1506042480469,14346.75
outside_AF,120,20,53.4728927612305,16075.75
outside_AF,116,23,52.75,16338.5
outside_AF,109,23,53.6295166015625,16587.083984375
outside_AF,112,24,57.9969863891602,16694.666015625
outside_AF,126,15,51.2349395751953,15680.8330078125
outside_AF,132,12,52,15592.3330078125
outside_AF,112,87,53.4427719116211,15365.25
outside_AF,121,87,56.078311920166,16386.75
outside_AF,117,61,58,16410.083984375
outside_AF,107,87,56,15283.1669921875
outside_AF,130,89,55.6957817077637,15706.5
outside_AF,112,87,54,15313.3330078125
outside_AF,117,35,56.2228927612305,16149.4169921875
outside_AF,117,67,54,15080.5830078125
outside_AF,114,26,54.3945770263672,16572.333984375
outside_AF,111,25,55,16437.416015625
outside_AF,143,75,50.6867485046387,15510.0830078125
outside_AF,115,56,60.8222885131836,16603.416015625
outside_AF,120,62,62.3674697875977,16862.416015625
outside_AF,103,80,54.930721282959,16570.083984375
outside_AF,113,88,53,15287.5830078125
outside_AF,106,41,66.4849395751953,16894.666015625
outside_AF,126,91,58.3554229736328,15655.0830078125
outside_AF,137,81,52.1596374511719,15203.0830078125
outside_AF,136,80,48.9698791503906,14931.5
outside_AF,144,71,46,14717.5830078125
outside_AF,137,79,46,14617.5830078125
outside_AF,131,87,53.6174697875977,15901.6669921875
outside_AF,115,57,63.1204833984375,16462.083984375
outside_AF,119,37,52.6506042480469,14594.1669921875
outside_AF,85,11,52,14367.25
outside_AF,94,11,52.3162651062012,14875.75
outside_AF,94,9,53.75,14538.9169921875
outside_AF,113,40,54.5873489379883,14337.9169921875
outside_AF,94,12,53.774097442627,14670.9169921875
outside_AF,112,6,51.2951812744141,15366.4169921875
outside_AF,119,52,62,16630.25
outside_AF,131,87,53.5391578674316,16119.4169921875
outside_AF,107,74,53.8102416992188,16514.083984375
outside_AF,127,91,58.6204833984375,15741.5
outside_AF,124,80,53.0180740356445,16155.5
outside_AF,132,91,54.8855438232422,16244.75
outside_AF,115,79,53.3674697875977,15822.75
outside_AF,115,82,53.2951812744141,15704.6669921875
outside_AF,104,78,56,16447.25
outside_AF,106,87,61.897590637207,16638.916015625
outside_AF,103,86,59.078311920166,15403.75
outside_AF,136,89,56.2560234069824,17625.666015625
outside_AF,96,54,69,16806.333984375
outside_AF,116,53,59.8313255310059,16582
outside_AF,107,86,53,15363.4169921875
outside_AF,121,91,54.3704833984375,15597
outside_AF,109,87,53.4728927612305,15580.8330078125
outside_AF,84,42,44.6204833984375,18569.5
outside_AF,87,67,51,16252.5
outside_AF,94,52,46,18011.25
outside_AF,83,46,46,17626.666015625
outside_AF,79,61,45,16240.6669921875
outside_AF,84,38,42,14629.6669921875
outside_AF,92,75,46,16201.5
outside_AF,89,47,46,18225.416015625
outside_AF,88,63,51,16105.25
outside_AF,91,55,51.0933723449707,16221
outside_AF,99,38,54.9487953186035,17541.833984375
outside_AF,114,60,44,13856.9169921875
outside_AF,86,31,43,14792.3330078125
outside_AF,84,42,41.3674697875977,14611.1669921875
outside_AF,90,23,45.8162651062012,14137.9169921875
outside_AF,94,57,46.4969863891602,17504.583984375
outside_AF,107,38,48.8403625488281,16796.833984375
outside_AF,106,58,41.2921676635742,13800.25
outside_AF,111,78,53.9819259643555,16742.5
outside_AF,89,43,42,14506.5
outside_AF,91,23,45.8644561767578,14238.6669921875
outside_AF,99,67,48,16135.1669921875
outside_AF,108,44,45,15965.4169921875
