region,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
inside_AF,112,62,53.7560234069824,14862
inside_AF,120,71,50.1656608581543,14868.4169921875
inside_AF,122,73,50,14722.75
inside_AF,133,18,50,15177.3330078125
inside_AF,124,21,53.569278717041,15341
inside_AF,137,24,53,15379.6669921875
inside_AF,120,40,55.7198791503906,14991.3330078125
inside_AF,94,22,51.7981910705566,13370.8330078125
inside_AF,124,35,56.7680740356445,15595.3330078125
inside_AF,120,34,52.0933723449707,15400.5
inside_AF,123,37,54.2710838317871,15290.3330078125
inside_AF,113,64,52.7680740356445,14868.25
inside_AF,115,65,53.0150604248047,14306.5
inside_AF,123,46,54.2861442565918,14774.6669921875
inside_AF,104,61,51,14826.3330078125
inside_AF,108,74,49.9126510620117,14404.25
inside_AF,95,55,53.5361442565918,15272.5
inside_AF,101,46,51.2319259643555,14303.8330078125
inside_AF,100,59,52,14648.5
inside_AF,94,51,54,13854.25
inside_AF,77,32,50.7771072387695,13519.1669921875
inside_AF,89,45,51.9939765930176,13160
inside_AF,106,74,50,13997.8330078125
inside_AF,91,41,52,13150.75
inside_AF,86,38,53,13642.4169921875
inside_AF,87,45,51,13395.6669921875
inside_AF,83,42,49.5391578674316,12893.3330078125
inside_AF,109,20,50,13250.5
inside_AF,71,39,47.7409629821777,13861.9169921875
inside_AF,73,40,49.3222885131836,13328.5
inside_AF,132,77,51.9728927612305,14815.0830078125
inside_AF,77,41,50.2349395751953,12931
inside_AF,98,59,50.8644561767578,14395.75
inside_AF,86,45,50.4728927612305,13482.9169921875
inside_AF,102,22,51.225902557373,13477.5830078125
inside_AF,85,33,49,13136.1669921875
inside_AF,88,42,53.5602416992188,14325.75
inside_AF,91,25,51.1656608581543,13509.75
inside_AF,71,22,56.1566276550293,16571.166015625
inside_AF,121,62,51.6927719116211,14667.5830078125
inside_AF,105,53,49.319278717041,14978.5830078125
inside_AF,126,74,51.7048187255859,14067
inside_AF,99,53,52.3222885131836,13933.5
inside_AF,108,56,54.8313255310059,14799.6669921875
inside_AF,113,66,63,15109.3330078125
inside_AF,98,50,53.1777114868164,14930.9169921875
inside_AF,93,53,56,14698
inside_AF,121,85,53,15228.9169921875
inside_AF,101,52,59.0753021240234,14887.25
inside_AF,86,27,50.1114463806152,13564
inside_AF,72,33,50,13642.3330078125
inside_AF,101,59,52,15028.4169921875
inside_AF,118,72,52,14459.75
inside_AF,103,67,52,13867.75
inside_AF,82,42,49.897590637207,13424.5
inside_AF,93,45,52.3343391418457,13964
inside_AF,93,45,51,14014.25
inside_AF,95,46,50.6897583007812,14126.9169921875
inside_AF,95,50,52.6686744689941,13933.6669921875
inside_AF,90,29,50,13166.25
inside_AF,75,39,49.328311920166,13006.25
inside_AF,90,30,49,13231.25
inside_AF,92,24,49,13250.0830078125
inside_AF,100,19,53,14771
inside_AF,119,39,52,14584.5
inside_AF,102,28,50.3253021240234,13412.8330078125
inside_AF,104,27,50.4186744689941,13599.5830078125
inside_AF,124,71,49.828311920166,14296
inside_AF,114,29,50.9096374511719,14136.0830078125
inside_AF,108,12,50.0753021240234,14570.1669921875
inside_AF,120,15,50.4879531860352,13448.0830078125
inside_AF,114,27,51,13962.5830078125
inside_AF,119,17,52,14027.5
inside_AF,91,40,53.3072280883789,14001
inside_AF,95,13,51.2228927612305,14391.75
inside_AF,100,30,52.5271072387695,13770
inside_AF,95,9,52.1596374511719,14193.0830078125
inside_AF,124,16,51,14745.4169921875
inside_AF,105,23,49.5481910705566,13367.6669921875
inside_AF,104,18,50,13583.1669921875
inside_AF,84,27,50.8704833984375,13329.75
inside_AF,116,20,50.5361442565918,13413.9169921875
inside_AF,115,31,50.4427719116211,14092.75
inside_AF,114,25,51,13803
inside_AF,95,11,53.1054229736328,14410.9169921875
inside_AF,97,11,52,14485.8330078125
inside_AF,94,13,52,14300.8330078125
inside_AF,124,73,51,14293.3330078125
inside_AF,91,28,50,13149.75
inside_AF,97,30,50.5753021240234,13719.25
inside_AF,91,23,49.0933723449707,13543
inside_AF,102,24,51.3915672302246,13432.75
inside_AF,91,25,49.1295166015625,13332.75
inside_AF,73,23,57.0271072387695,16478.416015625
inside_AF,64,20,56,16745.666015625
inside_AF,135,76,51,14746.6669921875
inside_AF,116,82,53.8042182922363,14737.9169921875
inside_AF,122,81,50,14807.1669921875
inside_AF,98,58,51,14381.4169921875
inside_AF,111,67,57.7560234069824,15861.9169921875
inside_AF,122,76,56,15634.4169921875
inside_AF,117,69,53.171688079834,15241.5830078125
inside_AF,111,16,51.1656608581543,13130.8330078125
inside_AF,108,63,52.7620468139648,14718.75
inside_AF,111,62,51.2620468139648,14463.3330078125
inside_AF,100,47,54.1867485046387,13210
inside_AF,102,55,53.3554229736328,14229
inside_AF,119,74,52,14726.75
inside_AF,94,57,51.1596374511719,14893
inside_AF,110,63,60.3554229736328,15162.0830078125
inside_AF,102,51,54.1114463806152,15114.75
inside_AF,118,69,56.3102416992188,14877.1669921875
inside_AF,115,84,53.7861442565918,14570.9169921875
inside_AF,106,64,51.2620468139648,14687
inside_AF,126,75,51.8463859558105,14546.1669921875
inside_AF,125,74,51,14454.6669921875
inside_AF,104,31,50.4969863891602,13801.75
inside_AF,109,58,50.0993957519531,15734.5830078125
inside_AF,80,61,54,18752.666015625
inside_AF,118,74,50.8644561767578,14550.3330078125
inside_AF,119,69,50.828311920166,14477.6669921875
inside_AF,88,49,50.680721282959,15335.3330078125
inside_AF,117,74,52,13980.4169921875
inside_AF,109,61,62,15229
inside_AF,85,48,50.8403625488281,15394.5
inside_AF,124,65,49,15262.3330078125
inside_AF,74,17,61,16651.5
inside_AF,81,54,63.6084327697754,18534.333984375
inside_AF,130,72,51.1144561767578,14897.5830078125
inside_AF,105,54,56,14840.1669921875
inside_AF,116,61,52.1265068054199,14870.8330078125
inside_AF,117,80,50,14518
inside_AF,103,60,59.2680740356445,15135.6669921875
inside_AF,124,77,51.9728927612305,14530
inside_AF,125,65,51.147590637207,14914.6669921875
inside_AF,101,30,51.0301208496094,13790.5
inside_AF,96,22,51.1837348937988,13330.5830078125
inside_AF,93,43,52.352409362793,13706.8330078125
inside_AF,126,72,49.283130645752,14554.75
inside_AF,124,74,52.1054229736328,14699.6669921875
inside_AF,82,30,50,13466.3330078125
inside_AF,97,46,51.3102416992188,14121.4169921875
inside_AF,115,78,52.8493957519531,14574.3330078125
inside_AF,99,49,53,13835.3330078125
inside_AF,99,55,52.7409629821777,13726.9169921875
inside_AF,92,24,51.1536140441895,13312.3330078125
inside_AF,71,28,51,13808.0830078125
inside_AF,76,64,57.2078323364258,18674.5
inside_AF,120,79,51.2680740356445,14871
inside_AF,133,78,53.171688079834,15426.9169921875
inside_AF,86,57,59.9548187255859,18770
inside_AF,66,24,56.3313255310059,17180
inside_AF,64,18,62.828311920166,16975.333984375
inside_AF,89,63,63.8885536193848,19114.416015625
inside_AF,102,57,54.0813255310059,14644.4169921875
inside_AF,80,65,62.3162651062012,18944
inside_AF,74,19,61,16481.25
inside_AF,76,56,58.5391578674316,18206.75
inside_AF,67,62,55,18953.75
inside_AF,79,61,58.8855438232422,18998.583984375
inside_AF,116,71,52.1415672302246,15170.9169921875
inside_AF,121,58,54.9126510620117,15344.6669921875
inside_AF,69,27,66.7921676635742,16980.416015625
inside_AF,112,61,50.9006042480469,15581.5830078125
inside_AF,71,65,61.5512046813965,17967.75
inside_AF,79,48,59.7138557434082,17603.333984375
inside_AF,101,53,50.8343391418457,14990.9169921875
inside_AF,95,51,56.1897583007812,15102.0830078125
inside_AF,78,44,62,16632.083984375
inside_AF,87,66,61,18923
inside_AF,81,59,63.4066276550293,18560.916015625
inside_AF,84,54,61.725902557373,17746.666015625
inside_AF,63,61,59,17892.75
inside_AF,86,68,59.2379531860352,18679.166015625
inside_AF,91,43,50.6084327697754,14792.6669921875
inside_AF,109,36,51.533130645752,13645.1669921875
inside_AF,83,45,55.475902557373,16299.0830078125
inside_AF,66,45,54.0993957519531,17284.666015625
inside_AF,78,22,58.6415672302246,16329.0830078125
inside_AF,64,17,52.4457817077637,16927.75
inside_AF,63,16,53,16940.75
inside_AF,84,44,51.4367485046387,13486
inside_AF,119,24,52,14318.8330078125
inside_AF,104,63,49.8222885131836,14437.1669921875
inside_AF,121,73,52.0753021240234,14155.5
inside_AF,83,47,58.0753021240234,17478.416015625
inside_AF,120,79,49,14921.4169921875
inside_AF,90,67,64,18488.083984375
inside_AF,79,46,62.725902557373,17312.333984375
inside_AF,86,60,62.1355438232422,18776.25
inside_AF,60,57,53.6927719116211,19323
inside_AF,83,45,51,15876.0830078125
inside_AF,74,59,65.5331344604492,18309.25
inside_AF,84,47,50,15488
inside_AF,69,64,54.6897583007812,18140
inside_AF,86,66,64.7018051147461,18875.166015625
inside_AF,78,62,56,18112.416015625
inside_AF,83,44,50.5632514953613,13476.5830078125
inside_AF,68,21,64,17053.666015625
inside_AF,82,41,50.2018089294434,14752.5
inside_AF,117,75,50.0632514953613,13983.6669921875
inside_AF,115,83,53,14707.6669921875
inside_AF,65,58,59.8463859558105,19306.166015625
inside_AF,99,59,62.0030136108398,19336.083984375
inside_AF,126,84,56,15976.9169921875
inside_AF,86,68,62,18507.083984375
inside_AF,61,57,55,18743.166015625
inside_AF,80,62,58.9487953186035,19016.75
inside_AF,84,53,57.533130645752,18108.333984375
inside_AF,119,76,50.069278717041,14591.3330078125
inside_AF,93,48,51.147590637207,15215.9169921875
inside_AF,60,60,60,18977.916015625
inside_AF,118,73,52.1536140441895,14453.25
inside_AF,68,65,54.2620468139648,19360.5
inside_AF,86,53,59.6957817077637,18055.833984375
inside_AF,108,63,53.7319259643555,14604.6669921875
inside_AF,78,27,56.8162651062012,16119.0830078125
inside_AF,129,86,52.2078323364258,15545.4169921875
inside_AF,88,44,51.3102416992188,14309.5
inside_AF,99,49,51.1957817077637,14589.4169921875
inside_AF,71,64,56.328311920166,18489.166015625
inside_AF,74,65,61.8734931945801,18424.416015625
inside_AF,114,82,52.5,14272.9169921875
inside_AF,109,65,49.8042182922363,14315.0830078125
inside_AF,84,62,60.5180740356445,18668.5
inside_AF,89,47,61,17760.5
inside_AF,66,16,61.5542182922363,16790.75
inside_AF,67,66,54.0512046813965,18570.666015625
inside_AF,63,18,54.0120468139648,16771.25
inside_AF,81,64,63,18938.916015625
inside_AF,79,34,58.7078323364258,16559.75
inside_AF,63,20,54.9006042480469,17162.666015625
inside_AF,76,62,55,18856
inside_AF,80,62,55.921688079834,18908.166015625
inside_AF,77,44,51.8403625488281,15232.4169921875
inside_AF,77,23,55.2469863891602,16624.916015625
inside_AF,115,63,52.7801208496094,14816.4169921875
inside_AF,63,20,52.0391578674316,16880.416015625
inside_AF,131,71,50.0030136108398,14760.6669921875
inside_AF,111,69,57.4518089294434,16044.25
inside_AF,63,18,55.0090370178223,16829.5
inside_AF,115,85,55.5993957519531,15164.4169921875
inside_AF,89,69,61.7801208496094,18890.083984375
inside_AF,101,64,52,13949.25
inside_AF,119,32,52.7319259643555,16121.75
inside_AF,115,82,52.2138557434082,14434.6669921875
inside_AF,117,72,53,15131.6669921875
inside_AF,123,80,52,14664.4169921875
inside_AF,91,52,50.171688079834,15150.6669921875
inside_AF,86,62,61.0873489379883,18798.333984375
inside_AF,102,57,53,14835.75
inside_AF,71,61,58.2861442565918,19074.333984375
inside_AF,81,63,61,18714.75
inside_AF,86,62,68.2379531860352,17799.75
inside_AF,64,16,54.9487953186035,16796.916015625
inside_AF,91,52,56.2319259643555,15273
inside_AF,64,18,57.0271072387695,16748.833984375
inside_AF,77,17,60,16287.4169921875
inside_AF,98,52,57.3463859558105,15413.9169921875
inside_AF,63,16,54.9849395751953,16933.5
inside_AF,84,43,62,17606.666015625
inside_AF,85,27,60.466869354248,15767.9169921875
inside_AF,66,15,60.5120468139648,16683.75
inside_AF,85,62,63.2560234069824,18814.166015625
inside_AF,70,10,58,16680.5
inside_AF,81,25,60.283130645752,16732.333984375
inside_AF,70,15,57.0933723449707,16528.916015625
inside_AF,86,48,50,15492.0830078125
inside_AF,62,56,60.1415672302246,18808.833984375
inside_AF,85,58,61.7921676635742,18591.333984375
inside_AF,83,46,51.8463859558105,15382.5
inside_AF,83,58,61,18984.083984375
inside_AF,70,18,57.4337348937988,16794.333984375
inside_AF,68,46,56,17495.833984375
inside_AF,83,16,58.6596374511719,16069.1669921875
inside_AF,97,56,59.2228927612305,16154.25
inside_AF,73,59,60.069278717041,19052.25
inside_AF,98,61,56.9457817077637,18576.166015625
inside_AF,77,17,58.3042182922363,16303.25
inside_AF,118,83,57.1987953186035,16082.5830078125
inside_AF,95,53,52,15100.1669921875
inside_AF,98,58,52.1114463806152,14680.1669921875
inside_AF,76,18,58,16290.4169921875
inside_AF,137,74,51.9186744689941,14919.6669921875
inside_AF,108,58,53.4277114868164,14741
inside_AF,63,13,54.0512046813965,16792.583984375
inside_AF,119,85,53.5271072387695,15308.3330078125
inside_AF,116,84,53,14550.5
inside_AF,128,87,53,15491.8330078125
inside_AF,110,59,53.7319259643555,14700.4169921875
inside_AF,126,38,53.7801208496094,15915.6669921875
inside_AF,74,59,68.5391540527344,18148.916015625
inside_AF,78,62,64,18528.75
inside_AF,77,44,57,17359.666015625
inside_AF,76,57,56,17719.25
inside_AF,119,79,52.0512046813965,14750.9169921875
inside_AF,120,87,52.2198791503906,15325.6669921875
inside_AF,130,75,50.0903625488281,15086.5830078125
inside_AF,98,42,49.7319259643555,14477.0830078125
inside_AF,99,52,55.8042182922363,14998.75
inside_AF,103,53,59.2138557434082,14877.9169921875
inside_AF,98,60,49,14686.0830078125
inside_AF,108,54,51.3554229736328,14811.1669921875
inside_AF,100,50,52.6656608581543,13961.25
inside_AF,117,67,51,14010.3330078125
inside_AF,90,49,53.466869354248,15089.3330078125
inside_AF,85,34,50,12985.1669921875
inside_AF,68,29,65.5722885131836,16944.666015625
inside_AF,93,48,51.3313255310059,15218
inside_AF,114,31,50.0542182922363,13527.25
inside_AF,80,30,50,13545.3330078125
inside_AF,96,40,52.4849395751953,13501
inside_AF,79,23,61,16308.3330078125
inside_AF,91,29,49.2198791503906,13083.5830078125
inside_AF,96,20,49.0271072387695,13563.4169921875
inside_AF,107,58,51.1837348937988,14713.9169921875
inside_AF,122,37,55.2921676635742,15300.3330078125
inside_AF,111,55,50.7048187255859,15021
inside_AF,85,28,50,13552
inside_AF,75,22,58.2710838317871,16443.583984375
inside_AF,105,74,50.930721282959,14154.0830078125
inside_AF,121,71,52.0753021240234,14602.5830078125
inside_AF,96,19,51,13914.5830078125
inside_AF,108,13,54.602409362793,14721.75
inside_AF,105,23,51.8463859558105,13893.8330078125
inside_AF,87,25,49.9066276550293,13493.75
inside_AF,104,30,51,13805.0830078125
inside_AF,118,33,52.5150604248047,14992
inside_AF,82,43,50,13217
inside_AF,131,22,54.9698791503906,15488.5
inside_AF,74,41,51,13170.9169921875
inside_AF,81,35,49,13038.8330078125
inside_AF,86,33,49.7018089294434,12877.4169921875
inside_AF,110,16,49,12896.25
inside_AF,123,20,48.6084327697754,13381.0830078125
inside_AF,108,28,51,13725.0830078125
inside_AF,90,46,49.7439765930176,14362.1669921875
inside_AF,102,59,53.8373489379883,14235.5830078125
inside_AF,109,14,50.716869354248,13542.5830078125
inside_AF,99,20,50.9246978759766,13703.0830078125
inside_AF,113,20,51,14114.9169921875
inside_AF,116,31,49.569278717041,14074.25
inside_AF,102,27,53,13639
inside_AF,76,10,49.1536140441895,13872
inside_AF,90,31,49.7801208496094,13631.5830078125
inside_AF,121,38,54.725902557373,15170.5
inside_AF,109,19,48.533130645752,13271.3330078125
inside_AF,99,22,49,13506.3330078125
inside_AF,70,22,50.0180740356445,14004.4169921875
inside_AF,104,20,51.2078323364258,13141.5
inside_AF,115,17,51,14768.1669921875
inside_AF,130,87,53.1837348937988,15542.6669921875
inside_AF,92,45,48.5813255310059,13349.5830078125
inside_AF,122,69,53,15240.75
inside_AF,75,38,50,13209.4169921875
inside_AF,94,12,53,14568.8330078125
inside_AF,82,34,50.725902557373,13118
inside_AF,115,70,49.7981910705566,14390.75
inside_AF,74,43,51,13106.8330078125
inside_AF,112,64,53,15213.0830078125
inside_AF,119,72,53.9367485046387,14765.8330078125
inside_AF,126,74,50.8825302124023,14548.5
inside_AF,95,10,52.1536140441895,14277.8330078125
inside_AF,81,35,49.2921676635742,12886.5830078125
inside_AF,105,11,50.9457817077637,14486.1669921875
inside_AF,102,24,51,13399.5830078125
inside_AF,92,25,50,13156
inside_AF,119,24,56.9066276550293,15541.8330078125
inside_AF,114,26,57.6234931945801,15414.25
inside_AF,127,27,56.283130645752,15177
inside_AF,94,28,51,13241
inside_AF,78,31,49.8704833984375,13520
inside_AF,121,12,50.5602416992188,14603.6669921875
inside_AF,118,68,51.1837348937988,14768.1669921875
inside_AF,106,11,50.9487953186035,14303.0830078125
inside_AF,107,21,51.897590637207,14078
inside_AF,102,12,50.9909629821777,14325.4169921875
inside_AF,107,11,51,14503.3330078125
inside_AF,107,16,48.8825302124023,13357.9169921875
inside_AF,125,72,53,14757.25
inside_AF,95,12,52.1355438232422,14490.3330078125
inside_AF,117,22,53.5512046813965,14208.0830078125
inside_AF,83,12,50.8825302124023,13953.75
inside_AF,106,10,51,15111.4169921875
inside_AF,79,43,50.1265068054199,13240.25
inside_AF,117,82,52,14999.75
inside_AF,108,75,51,14437.0830078125
inside_AF,112,59,51,15158.9169921875
inside_AF,125,87,53.9066276550293,14718.1669921875
inside_AF,113,80,52.147590637207,14284.1669921875
inside_AF,118,81,51.9006042480469,14930.0830078125
inside_AF,66,35,50.0813255310059,14060.9169921875
inside_AF,80,43,49.4066276550293,13825.25
inside_AF,115,16,49.7921676635742,13141.0830078125
inside_AF,98,22,50.3313255310059,13087
inside_AF,91,30,49.6204833984375,13030.6669921875
inside_AF,73,42,46.8012046813965,13356.0830078125
inside_AF,72,30,51,13710.3330078125
inside_AF,115,85,52.1385536193848,14965.8330078125
inside_AF,120,79,52.9728927612305,14844.8330078125
inside_AF,125,87,55,14655.1669921875
inside_AF,116,66,52.7981910705566,15381.3330078125
inside_AF,122,41,53.5120468139648,15185.3330078125
inside_AF,97,22,50,13280.9169921875
inside_AF,126,34,56,15204.5
inside_AF,130,32,55,15711.9169921875
inside_AF,127,40,53,16035.75
inside_AF,133,20,53,16103.5830078125
inside_AF,123,34,54,15096.1669921875
inside_AF,116,69,51,14375.5830078125
inside_AF,130,25,53.4728927612305,15715.0830078125
inside_AF,124,35,56,15193
inside_AF,125,40,54.75,15062.5
inside_AF,110,68,48.225902557373,14688.0830078125
inside_AF,124,42,53,15192.25
inside_AF,115,65,52.4277114868164,15090.5830078125
inside_AF,97,27,51,13570.6669921875
inside_AF,133,16,55,15638
inside_AF,123,37,54.3042182922363,15249.75
inside_AF,118,44,54.8463859558105,15896.5830078125
inside_AF,116,64,53.7861442565918,14859.4169921875
inside_AF,95,49,54,13963.5830078125
inside_AF,85,44,50.0662651062012,13320.5830078125
inside_AF,99,47,53.2018089294434,13096.1669921875
inside_AF,96,23,51,13111.0830078125
inside_AF,112,30,51.5090370178223,13486.75
inside_AF,83,46,53.8162651062012,15128.0830078125
inside_AF,80,39,49.680721282959,13679
inside_AF,73,42,50,13130.3330078125
inside_AF,75,43,50,13259.3330078125
inside_AF,89,37,50.4789161682129,13072.3330078125
inside_AF,98,61,51,14911.1669921875
inside_AF,113,58,51.8403625488281,14852.9169921875
inside_AF,102,39,51,13382.5
inside_AF,66,28,59.569278717041,17165.916015625
inside_AF,68,31,51,13860.5830078125
inside_AF,91,25,50.8584327697754,13447.3330078125
inside_AF,116,84,53,14484.75
inside_AF,122,80,52.9608421325684,14818.4169921875
inside_AF,65,23,54,17129.666015625
inside_AF,97,23,51.1656608581543,13122.9169921875
inside_AF,115,85,54.6054229736328,14988.75
inside_AF,94,32,59.2921676635742,15968.75
inside_AF,100,51,58.1204833984375,14908.5830078125
inside_AF,111,85,53,15133.3330078125
inside_AF,113,82,53,14560.9169921875
inside_AF,95,59,51.5391578674316,14708.5
inside_AF,89,42,48.6566276550293,13618.5830078125
inside_AF,96,39,51.533130645752,13171.4169921875
inside_AF,114,81,52,14970.5
inside_AF,96,26,61,15902.9169921875
inside_AF,83,43,51.4548187255859,13479.1669921875
inside_AF,117,78,51.9608421325684,14815.1669921875
inside_AF,86,44,52.6084327697754,15039.4169921875
inside_AF,84,46,50.7680740356445,14920.1669921875
inside_AF,82,43,49,13436.4169921875
inside_AF,95,46,51.3463859558105,13146.25
inside_AF,102,49,54.3825302124023,13837.5
inside_AF,89,34,51.4367485046387,13480.75
inside_AF,93,25,48.7680740356445,13208.5830078125
inside_AF,85,43,51.3674697875977,13798
inside_AF,102,61,54,14194
inside_AF,95,15,49.966869354248,13903.4169921875
inside_AF,112,26,50.5933723449707,13985.3330078125
inside_AF,117,11,53.430721282959,14257.4169921875
inside_AF,126,20,53.533130645752,14667.75
inside_AF,95,17,50,13726.0830078125
inside_AF,97,9,54.2228927612305,14399.5
inside_AF,111,27,50,13842.4169921875
inside_AF,114,26,49.7891578674316,13902
inside_AF,72,42,49.3945770263672,13320.75
inside_AF,116,25,51,14320.75
inside_AF,82,25,51.0632514953613,13565.9169921875
inside_AF,109,12,51,14635.0830078125
inside_AF,109,20,50,13489.1669921875
inside_AF,96,48,54.5993957519531,13092.8330078125
inside_AF,106,27,48.5813255310059,13789.25
inside_AF,103,13,49.9096374511719,13975.0830078125
inside_AF,112,28,50.7078323364258,13979.6669921875
inside_AF,114,21,49.5873489379883,13975.1669921875
inside_AF,122,12,53.1957817077637,14005.6669921875
inside_AF,96,20,53,14563.5830078125
inside_AF,113,29,50.7469863891602,13831.4169921875
inside_AF,93,35,51,13226.0830078125
inside_AF,111,40,54.5813255310059,13963.25
inside_AF,116,26,50.5572280883789,14121.4169921875
inside_AF,126,72,51,14468.5
inside_AF,113,63,49.5,14131.4169921875
inside_AF,102,57,51.7078323364258,14361.5830078125
inside_AF,98,51,56.5843391418457,14979.5830078125
inside_AF,124,64,51.1415672302246,14839.1669921875
inside_AF,123,75,54,15108.4169921875
inside_AF,119,71,53.9427719116211,14633.6669921875
inside_AF,129,71,51,14904.25
inside_AF,115,84,56,14952.25
inside_AF,122,79,52,14706.9169921875
inside_AF,120,63,49.319278717041,14808.8330078125
inside_AF,119,69,50,14652.25
inside_AF,102,60,54,14211.9169921875
inside_AF,94,50,55.6837348937988,13925.5
inside_AF,95,47,54,13728.75
inside_AF,116,75,51,14639.75
inside_AF,108,75,50.966869354248,14291.1669921875
inside_AF,106,76,51,14082.6669921875
inside_AF,103,75,49.0572280883789,14057.6669921875
inside_AF,111,63,60.6445770263672,15151.25
inside_AF,119,84,52.171688079834,15006.0830078125
inside_AF,120,79,52.9849395751953,14723
inside_AF,123,74,50,14678.8330078125
inside_AF,124,72,51.1355438232422,14352.1669921875
inside_AF,110,59,52.647590637207,15570.5
inside_AF,114,65,49.5722885131836,14450.75
inside_AF,77,62,57.9337348937988,19464
inside_AF,109,53,49.1295166015625,15055.4169921875
inside_AF,115,59,49.5421676635742,14862.5830078125
inside_AF,84,48,58.3584327697754,15383
inside_AF,102,58,52,15153.75
inside_AF,122,75,52.0451812744141,14166.3330078125
inside_AF,116,68,53.8162651062012,15251.8330078125
inside_AF,129,71,49,15530.25
inside_AF,131,71,50.9789161682129,14779.5
inside_AF,101,62,52.852409362793,14923.0830078125
inside_AF,120,71,50,14608.25
inside_AF,127,53,55.5361442565918,15043.5
inside_AF,82,45,51.8403625488281,15353.5
inside_AF,119,76,51,14148.4169921875
inside_AF,94,37,52,13891.5830078125
inside_AF,92,42,53,13780.9169921875
inside_AF,97,51,53.7801208496094,15027.4169921875
inside_AF,132,70,53.0993957519531,15193.9169921875
inside_AF,108,54,52.6626510620117,14837.1669921875
inside_AF,107,53,50.2951812744141,14742.4169921875
inside_AF,80,33,59.3433723449707,16869.916015625
inside_AF,85,45,50,13431.5830078125
inside_AF,96,57,54.6445770263672,13914.5830078125
inside_AF,106,20,51,13219.4169921875
inside_AF,115,75,50.1054229736328,14749.4169921875
inside_AF,102,65,51.7530136108398,13988.25
inside_AF,124,88,53.2018089294434,15188.5830078125
inside_AF,77,31,50,13555.9169921875
inside_AF,106,75,50.0572280883789,14116.8330078125
inside_AF,103,26,49,14094
outside_AF,104,76,51.2981910705566,16577
outside_AF,106,48,52,16955.5
outside_AF,130,70,52.7771072387695,14428.9169921875
outside_AF,109,54,51.3222885131836,14283.6669921875
outside_AF,114,83,52,16023.75
outside_AF,112,57,63,16266.1669921875
outside_AF,100,81,52,16410.5
outside_AF,106,58,59.5722885131836,15637.3330078125
outside_AF,127,62,56.4728927612305,15213.8330078125
outside_AF,129,70,50,14503.1669921875
outside_AF,118,65,54.8222885131836,15096.5830078125
outside_AF,120,40,44.9397583007812,15486.25
outside_AF,105,20,55.1837348937988,13346
outside_AF,75,50,61.078311920166,18446.916015625
outside_AF,110,70,54.1114463806152,14975.25
outside_AF,123,64,53,15537.5830078125
outside_AF,105,58,40,13844.3330078125
outside_AF,74,80,52.9819259643555,16678.666015625
outside_AF,111,70,55,15233.5
outside_AF,129,68,50,15594.8330078125
outside_AF,144,82,57.671688079834,17748.333984375
outside_AF,118,79,53.0030136108398,17195.75
outside_AF,104,92,60,17592.583984375
outside_AF,124,77,51.897590637207,16367.6669921875
outside_AF,86,26,52.4397583007812,14000.8330078125
outside_AF,106,59,41.6957817077637,13841.6669921875
outside_AF,92,79,49.0180740356445,16736.083984375
outside_AF,101,40,46.1265068054199,17699.416015625
outside_AF,99,61,45.6355438232422,16724.333984375
outside_AF,116,41,54.3584327697754,14402.6669921875
outside_AF,103,59,46.725902557373,16949
outside_AF,84,41,42.8102416992188,18510.333984375
outside_AF,103,91,56,17668.166015625
outside_AF,79,46,46,17727.583984375
outside_AF,116,64,51,13840.1669921875
outside_AF,93,82,50,16388.916015625
outside_AF,108,31,53.2228927612305,16748.416015625
outside_AF,84,41,45.2379531860352,18350.75
outside_AF,120,80,50,16252.3330078125
outside_AF,128,77,56.1174697875977,15368.3330078125
outside_AF,109,33,47.6355438232422,16848.25
outside_AF,132,94,55,16342
outside_AF,121,64,56.8644561767578,15260.75
outside_AF,120,79,51.5993957519531,15803
outside_AF,127,82,55.7981910705566,15877.5
outside_AF,141,84,53.3433723449707,17769.416015625
outside_AF,128,76,53.6656608581543,15229.25
outside_AF,144,72,47.5210838317871,14741
outside_AF,119,77,49.6234931945801,15942
outside_AF,109,79,53.6174697875977,15871
outside_AF,125,77,50.2319259643555,16251.3330078125
outside_AF,110,69,53,15078
outside_AF,126,73,50.6445770263672,15509.5
outside_AF,126,79,51.4487953186035,16698.583984375
outside_AF,131,80,55.4066276550293,17002
outside_AF,92,58,64,18104.25
outside_AF,135,68,49.0090370178223,14932.9169921875
outside_AF,101,48,65.8373489379883,16782.583984375
outside_AF,122,80,54,15926.4169921875
outside_AF,121,90,54.3463859558105,16501.75
outside_AF,102,52,45.171688079834,15566.6669921875
outside_AF,116,56,63.2138557434082,16554.75
outside_AF,124,74,55,15673.1669921875
outside_AF,119,58,60,16606.416015625
outside_AF,95,72,51,16525.75
outside_AF,105,54,45,15932.8330078125
outside_AF,132,75,53,15623.25
outside_AF,132,94,56.2801208496094,16914.833984375
outside_AF,114,42,61.5813255310059,16462.833984375
outside_AF,84,85,59.4548187255859,18737.416015625
outside_AF,121,63,55,15045.6669921875
outside_AF,113,68,65.0512084960938,19646.25
outside_AF,93,57,67.2740936279297,19665.833984375
outside_AF,101,54,52,14846.0830078125
outside_AF,130,88,54.4246978759766,16948.5
outside_AF,101,37,67.5572280883789,16971.583984375
outside_AF,74,31,57,16719.416015625
outside_AF,89,53,45,16377
outside_AF,128,90,57.0873489379883,15668.8330078125
