species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
alborufescens,97,75,51,17302.916015625
alborufescens,104,51,50,17566.583984375
alborufescens,104,85,60,15490.6669921875
alborufescens,128,77,56.3795166015625,15721.3330078125
alborufescens,116,91,54.0753021240234,17131.583984375
alborufescens,116,54,62.7078323364258,16672
alborufescens,83,48,45,14473.6669921875
alborufescens,111,87,56.5271072387695,15331.0830078125
alborufescens,124,81,54.352409362793,15915.6669921875
alborufescens,77,44,57.7861442565918,17560.916015625
alborufescens,98,47,59,16532.666015625
alborufescens,102,75,50.0150604248047,17023.333984375
alborufescens,106,56,47.352409362793,13829.1669921875
alborufescens,139,70,48.8222885131836,14291.5
alborufescens,88,67,64.647590637207,18999.583984375
alborufescens,84,60,61.2078323364258,19109.333984375
alborufescens,110,94,60,16509.833984375
alborufescens,109,92,56.0271072387695,16567.583984375
alborufescens,107,53,54.0421676635742,18508.833984375
alborufescens,128,95,54.2861442565918,16763.5
alborufescens,116,83,62.602409362793,16900.5
alborufescens,93,53,50.7379531860352,16229.0830078125
alborufescens,118,82,55.6927719116211,15633
alborufescens,98,49,40,14833.4169921875
alborufescens,85,65,51.7349395751953,15309.25
alborufescens,122,85,54.3222885131836,16126.5
alborufescens,139,67,50.0451812744141,14447.9169921875
alborufescens,103,86,59.078311920166,15403.75
alborufescens,121,64,61.1777114868164,16637.666015625
alborufescens,115,49,56.8825302124023,16479.333984375
alborufescens,104,83,55,16303.5
alborufescens,116,60,62.6596374511719,16515.666015625
alborufescens,142,72,47,14635.5
alborufescens,107,35,43.430721282959,15577.5
alborufescens,120,52,63.6084327697754,16688.25
alborufescens,119,51,61,16640
alborufescens,120,63,56.1957817077637,16572
alborufescens,102,41,70.406623840332,16915.916015625
alborufescens,114,48,56,16499.083984375
alborufescens,117,61,58,16410.083984375
alborufescens,114,53,63.2801208496094,16605.5
alborufescens,106,86,57.1897583007812,16639.666015625
alborufescens,66,45,54.0993957519531,17284.666015625
alborufescens,113,52,57.7530136108398,16363.4169921875
alborufescens,114,92,54.9246978759766,16580.583984375
alborufescens,79,46,NA,17621.5
alborufescens,92,52,40,16294.3330078125
alborufescens,117,84,58,17489.166015625
alborufescens,118,67,61.8644561767578,16776.666015625
alborufescens,117,62,61,16799.666015625
alborufescens,118,56,61.1777114868164,16734.166015625
alborufescens,113,79,53.2921676635742,14975.8330078125
alborufescens,95,65,48,16545.75
alborufescens,96,55,48.5843391418457,17318.75
alborufescens,124,87,55,16192.6669921875
alborufescens,111,78,53.9819259643555,16742.5
alborufescens,101,67,51.9367485046387,16646.75
alborufescens,98,53,50,17410.083984375
alborufescens,115,82,51,14364.8330078125
alborufescens,121,80,58.8072280883789,16635.416015625
alborufescens,120,86,54,15775.3330078125
alborufescens,141,71,46,14350.6669921875
alborufescens,100,20,43,14397.3330078125
alborufescens,114,43,47.7439765930176,16869.083984375
alborufescens,112,85,56,15301.5
alborufescens,103,86,60.9457817077637,17560.583984375
alborufescens,98,67,63.0512046813965,16314.9169921875
alborufescens,103,82,56,16289.8330078125
alborufescens,111,69,57.4518089294434,16044.25
alborufescens,92,41,49.8373489379883,17133.75
alborufescens,116,74,48.9066276550293,16752.166015625
alborufescens,113,86,54,15293
alborufescens,100,41,46.9427719116211,17651.833984375
alborufescens,89,69,NA,15359.5830078125
alborufescens,117,86,56.5933723449707,16051.8330078125
alborufescens,124,91,58,15691.6669921875
alborufescens,82,43,63,17645.25
alborufescens,75,59,66.2740936279297,18114.5
alborufescens,119,86,54,15868.5830078125
alborufescens,98,48,47.069278717041,17339.25
alborufescens,129,70,52.671688079834,16342.1669921875
alborufescens,114,80,54.3042182922363,14813.1669921875
alborufescens,141,72,47.5271072387695,14701.5
alborufescens,104,85,59.5451812744141,15711.3330078125
alborufescens,82,45,60.4277114868164,17669
alborufescens,113,86,54,15224.9169921875
alborufescens,109,66,48.2018089294434,15457.1669921875
alborufescens,137,88,56.4126510620117,16395.583984375
alborufescens,97,39,62.3162651062012,16542.416015625
alborufescens,103,86,59.033130645752,17519.833984375
alborufescens,121,65,56,15097.3330078125
alborufescens,130,90,56.4156608581543,15843.3330078125
alborufescens,93,60,40.3343391418457,14957.8330078125
alborufescens,108,43,44,16057.1669921875
alborufescens,77,49,57.6897583007812,17429.25
alborufescens,112,88,59.421688079834,16723.5
alborufescens,93,43,47.466869354248,17065.25
alborufescens,83,46,41,14516.5830078125
alborufescens,106,86,56.0542182922363,15211.25
alborufescens,102,40,68,17074.833984375
alborufescens,106,84,55,16405.583984375
alborufescens,127,69,50.6566276550293,16323.75
alborufescens,109,92,58.9819259643555,16508.083984375
alborufescens,117,88,56,16190.6669921875
alborufescens,108,84,54.524097442627,16170.8330078125
alborufescens,107,86,56.4427719116211,15309
alborufescens,92,67,NA,15314.6669921875
alborufescens,113,50,67.6716842651367,16598.583984375
alborufescens,90,61,69.5602416992188,18404.416015625
alborufescens,119,57,62,16589.916015625
alborufescens,114,47,52.7680740356445,17268.25
alborufescens,111,63,46,15026.4169921875
alborufescens,128,86,55.4879531860352,15884.1669921875
alborufescens,104,89,59.0451812744141,17621.25
alborufescens,116,84,61.2379531860352,16895.416015625
alborufescens,87,60,41.7981910705566,15098.3330078125
alborufescens,139,70,48.828311920166,14478.4169921875
alborufescens,119,84,52.171688079834,15006.0830078125
alborufescens,125,90,54.647590637207,16338
alborufescens,106,86,58.533130645752,15246.5830078125
alborufescens,102,66,46.225902557373,16880.083984375
alborufescens,118,58,57,16594.25
alborufescens,92,58,41.4789161682129,15227.1669921875
alborufescens,146,74,47.9367485046387,14974.25
alborufescens,98,46,41.569278717041,14628.8330078125
alborufescens,129,50,55.4487953186035,15239.0830078125
alborufescens,97,75,55,16363.0830078125
alborufescens,97,75,55,16377.25
alborufescens,98,75,53.8102416992188,16347.4169921875
alborufescens,95,77,55.8222885131836,16409.666015625
alborufescens,116,60,60,17183.166015625
alborufescens,104,56,50,17901.583984375
alborufescens,115,64,44,16246.6669921875
alborufescens,101,58,46.2951812744141,16030.5
alborufescens,123,85,55,16068.4169921875
alborufescens,128,90,58.6957817077637,15765.3330078125
amnicola,93,56,53.1506042480469,14836.9169921875
amnicola,91,31,50.4036140441895,14675.9169921875
amnicola,110,48,52.0632514953613,15139.3330078125
amnicola,92,23,42.5993957519531,13692.8330078125
amnicola,113,16,56.5271072387695,13549.75
amnicola,96,23,43.4728927612305,13066.0830078125
amnicola,95,55,55,15116.0830078125
amnicola,99,16,44.430721282959,13031.3330078125
amnicola,100,16,45,13105.8330078125
amnicola,98,12,50.9096374511719,13453
amnicola,98,16,45.5873489379883,12912.9169921875
amnicola,96,20,46.3825302124023,12993.25
amnicola,99,11,44.4548187255859,13046.8330078125
amnicola,97,15,47,13285.4169921875
argyrophylla,121,46,55.4066276550293,13590.3330078125
argyrophylla,114,43,54.2469863891602,13927.4169921875
argyrophylla,89,69,52.102409362793,17339.5
argyrophylla,104,61,42,13980.5830078125
argyrophylla,85,41,43,18543.25
argyrophylla,102,70,48.9849395751953,17227.416015625
argyrophylla,122,44,54.6656608581543,13576.75
argyrophylla,85,31,42.2801208496094,14732.0830078125
argyrophylla,86,33,42.7620468139648,14821.6669921875
argyrophylla,99,70,51.0873489379883,16423.916015625
argyrophylla,84,41,40.328311920166,14552.0830078125
argyrophylla,98,68,49,16325.4169921875
argyrophylla,115,77,51,14725.6669921875
argyrophylla,88,48,42,15049.9169921875
argyrophylla,99,71,48.6415672302246,16231
argyrophylla,141,76,47.7801208496094,14869.8330078125
argyrophylla,86,32,42.25,14816.9169921875
argyrophylla,126,81,50,15732
argyrophylla,87,48,NA,15448.6669921875
argyrophylla,87,51,49.7680740356445,17048.75
argyrophylla,96,61,48.328311920166,16399.25
argyrophylla,101,43,48.2138557434082,15171.6669921875
argyrophylla,85,40,42.7018089294434,14665.25
argyrophylla,122,36,59.8855438232422,13327.4169921875
argyrophylla,78,53,47,17861.916015625
argyrophylla,93,56,47.319278717041,17578.333984375
argyrophylla,93,52,46,17597.166015625
argyrophylla,70,35,47.9789161682129,18528.416015625
argyrophylla,141,72,47.5271072387695,14701.5
argyrophylla,96,82,52.7228927612305,16110.1669921875
argyrophylla,103,63,41.171688079834,14059.0830078125
argyrophylla,83,45,41,14408.0830078125
argyrophylla,104,56,49.430721282959,13944.3330078125
argyrophylla,83,46,41,14516.5830078125
argyrophylla,86,44,47,17357
argyrophylla,111,14,53,14057.3330078125
argyrophylla,110,42,43.5933723449707,15446.3330078125
argyrophylla,99,68,47,16057.5
argyrophylla,89,43,41,14639.5830078125
argyrophylla,97,64,41,14876
argyrophylla,135,68,49,14590.6669921875
argyrophylla,133,68,48.4367485046387,14504.3330078125
argyrophylla,86,50,41,14564.0830078125
argyrophylla,101,77,53.1084327697754,17801.416015625
argyrophylla,106,60,54.1144561767578,17430.5
argyrophylla,99,64,46.7138557434082,15867.9169921875
argyrophylla,81,44,44.2018089294434,18594.25
argyrophylla,81,43,46,18537.333984375
argyrophylla,95,70,53.3945770263672,16235.75
argyrophylla,88,31,40,14259.3330078125
argyrophylla,104,78,46.5813255310059,16338.4169921875
argyrophylla,85,48,45,14484.8330078125
argyrophylla,117,45,57.1957817077637,13966.8330078125
argyrophylla,90,86,55.8253021240234,16718.916015625
argyrophylla,106,57,50.533130645752,13939.3330078125
argyrophylla,100,44,42.2138557434082,15652.8330078125
argyrophylla,97,15,47,13285.4169921875
argyrophylla,110,50,60.5150604248047,18413.916015625
argyrophylla,106,48,54.8253021240234,17927.833984375
argyrophylla,104,55,55.8644561767578,18225.583984375
argyrophylla,104,58,54.8644561767578,18132
argyrophylla,86,51,45,17262.666015625
argyrophylla,85,41,42,14385.75
argyrophylla,87,38,41.4789161682129,14272.6669921875
argyrophylla,89,41,47.1295166015625,18367.583984375
argyrophylla,96,63,39,14847
argyrophylla,84,47,41.3765068054199,14442.25
argyrophylla,96,64,47.5120468139648,16153.1669921875
argyrophylla,87,48,NA,15069.4169921875
argyrophylla,119,43,58,14424.0830078125
argyrophylla,89,41,40.6174697875977,14116.6669921875
argyrophylla,86,31,43,14792.3330078125
argyrophylla,84,36,42.3915672302246,14634.4169921875
argyrophylla,143,76,45,14823.5
argyrophylla,109,64,44.4548187255859,13816.1669921875
argyrophylla,120,79,52.9728927612305,14844.8330078125
argyrophylla,86,35,42,14903
argyrophylla,85,34,43,14764.5830078125
argyrophylla,107,59,40.7018089294434,13869.6669921875
argyrophylla,106,64,41.2981910705566,13777.5830078125
argyrophylla,100,42,48,15976.3330078125
argyrophylla,94,50,52.7771072387695,16058.3330078125
argyrophylla,99,40,42,13442.1669921875
argyrophylla,107,37,45.9849395751953,13680.0830078125
argyrophylla,85,46,NA,14792.5
argyrophylla,86,39,43,14787.9169921875
argyrophylla,86,35,41.4638557434082,14845.4169921875
argyrophylla,85,37,43,14778.25
argyrophylla,110,58,43.6415672302246,16483.416015625
argyrophylla,84,43,41.3072280883789,14634.25
argyrophylla,82,39,45.7921676635742,18385.916015625
argyrophylla,79,50,NA,18300.333984375
argyrophylla,84,44,40.6596374511719,14327.9169921875
argyrophylla,103,79,52.1867485046387,16342.6669921875
argyrophylla,90,41,41,15044.3330078125
argyrophylla,136,50,65.1867446899414,13968.9169921875
argyrophylla,85,38,42,14651.8330078125
argyrophylla,86,42,40.3222885131836,14693.3330078125
argyrophylla,94,21,46,13018.25
argyrophylla,87,40,41,14956.75
argyrophylla,91,57,50.8765068054199,15724.1669921875
argyrophylla,92,28,40.8945770263672,15252.75
argyrophylla,96,49,41,14636.5
argyrophylla,84,40,40.6777114868164,14583.1669921875
argyrophylla,102,74,50.0301208496094,17421.583984375
argyrophylla,101,58,46,16026.9169921875
argyrophylla,95,38,50.533130645752,17702
argyrophylla,85,35,40.6957817077637,14653
argyrophylla,105,38,38.5090370178223,16323.3330078125
argyrophylla,106,66,42,14036.0830078125
argyrophylla,86,46,41.7620468139648,15135.5830078125
argyrophylla,63,18,55.0090370178223,16829.5
argyrophylla,111,43,53.1777114868164,13730.75
argyrophylla,114,50,55,14264.5830078125
argyrophylla,117,19,56.5030136108398,13315.5830078125
argyrophylla,126,47,59.5933723449707,13426.9169921875
argyrophylla,122,46,54.5753021240234,13599.9169921875
argyrophylla,118,31,59.3704833984375,13497.8330078125
argyrophylla,114,41,54.6596374511719,13866.8330078125
argyrophylla,128,69,49,14481.75
argyrophylla,105,21,58.2951812744141,13519.5830078125
atlantica,98,51,56.5843391418457,14979.5830078125
atlantica,99,57,51.1596374511719,14585.8330078125
atlantica,104,58,53.8614463806152,14306.3330078125
atlantica,93,51,56.4036140441895,15176.25
atlantica,103,53,59.2138557434082,14877.9169921875
atlantica,109,61,52,14393.4169921875
atlantica,118,75,52,14286.75
atlantica,98,42,49.7319259643555,14477.0830078125
atlantica,98,50,50.852409362793,15096.1669921875
atlantica,83,46,53.8162651062012,15128.0830078125
atlantica,99,54,59.2439765930176,15078.1669921875
atlantica,101,52,59.0753021240234,14887.25
atlantica,87,47,51.4789161682129,15405.5830078125
atlantica,104,54,51.5873489379883,14835.9169921875
atlantica,99,52,55.8042182922363,14998.75
atlantica,98,63,51.5481910705566,13921.9169921875
atlantica,106,58,52.2801208496094,14285.6669921875
atlantica,106,51,52.725902557373,13873.9169921875
atlantica,98,60,49,14686.0830078125
atlantica,121,62,51.6927719116211,14667.5830078125
baumgratziana,120,86,54,15775.3330078125
baumgratziana,98,61,52,14674.25
baumgratziana,97,47,51.7138557434082,13910.9169921875
baumgratziana,86,44,52.6084327697754,15039.4169921875
baumgratziana,97,60,48,14894.0830078125
baumgratziana,88,38,49.3704833984375,13595.6669921875
baumgratziana,92,49,52.8403625488281,15269.75
baumgratziana,98,51,56.5843391418457,14979.5830078125
baumgratziana,108,54,51.3554229736328,14811.1669921875
baumgratziana,98,58,51,14381.4169921875
baumgratziana,79,38,51,13597.5
baumgratziana,103,58,54,14091
baumgratziana,98,61,51.8644561767578,14067.0830078125
brunnea,111,62,51.5,14433.1669921875
brunnea,128,57,54.8162651062012,15078.75
brunnea,92,24,49.8162651062012,13204.5830078125
brunnea,102,55,53.3554229736328,14229
brunnea,123,66,50.1506042480469,15197.8330078125
brunnea,110,55,50,15079.25
brunnea,126,76,54,15255.25
brunnea,95,31,54.0060234069824,13660.25
brunnea,97,57,54,13956.5830078125
brunnea,124,65,52,14586.3330078125
brunnea,94,49,52.671688079834,13910.1669921875
brunnea,90,37,NA,13715.3330078125
brunnea,104,75,49.9487953186035,14285.3330078125
brunnea,121,79,51.0903625488281,14762.0830078125
brunnea,115,81,53.2861442565918,14578.3330078125
brunnea,106,64,50.7620468139648,14049.9169921875
brunnea,109,37,50.5271072387695,13653.75
brunnea,112,80,53,14540.4169921875
brunnea,114,65,52.3915672302246,15268.8330078125
brunnea,83,43,49,13059.5
budlejoides,79,23,61,16308.3330078125
budlejoides,96,26,61,15902.9169921875
budlejoides,125,65,50.1355438232422,14890
budlejoides,102,60,54,14211.9169921875
budlejoides,116,77,52,14755.1669921875
budlejoides,99,62,51.8584327697754,14872.75
budlejoides,105,59,54,14509.75
budlejoides,99,62,50.8644561767578,14502.75
budlejoides,100,50,52.6656608581543,13961.25
budlejoides,117,67,51,14010.3330078125
budlejoides,132,72,50,14649.5830078125
budlejoides,68,31,51,13860.5830078125
budlejoides,72,26,50.9457817077637,13768.3330078125
budlejoides,89,48,48.3554229736328,15159
budlejoides,100,52,58,14905.75
budlejoides,112,56,52.6957817077637,14463.5
budlejoides,116,75,52.9969863891602,14164.0830078125
budlejoides,108,26,49.9969863891602,13984.3330078125
budlejoides,90,49,53.466869354248,15089.3330078125
budlejoides,111,62,51.5,14433.1669921875
budlejoides,97,57,54,13956.5830078125
budlejoides,96,23,51,13050
budlejoides,78,38,50.6777114868164,13169.3330078125
budlejoides,85,34,50,12985.1669921875
budlejoides,101,53,52.569278717041,14871.25
budlejoides,68,29,65.5722885131836,16944.666015625
budlejoides,97,59,50.2951812744141,14042.9169921875
budlejoides,108,63,53.7319259643555,14604.6669921875
budlejoides,118,75,52,14286.75
budlejoides,119,76,50.0391578674316,14113.6669921875
budlejoides,109,53,49.1295166015625,15055.4169921875
budlejoides,96,22,51.1837348937988,13330.5830078125
budlejoides,93,45,52,13756.4169921875
budlejoides,110,59,52.647590637207,15570.5
budlejoides,84,41,65.0150604248047,16445.583984375
budlejoides,74,17,61,16651.5
budlejoides,107,57,55.7680740356445,14875.25
budlejoides,65,19,57.9698791503906,16701.916015625
budlejoides,95,31,54.0060234069824,13660.25
budlejoides,126,74,51.7048187255859,14067
budlejoides,120,63,48.1355438232422,15150.75
budlejoides,78,44,47.8132514953613,13445.3330078125
budlejoides,114,31,50.0542182922363,13527.25
budlejoides,117,61,49.852409362793,15303.8330078125
budlejoides,84,39,49,12998.3330078125
budlejoides,91,45,51.4728927612305,13121
budlejoides,73,18,58.1987953186035,16330.8330078125
budlejoides,110,63,55.9036140441895,15055.4169921875
budlejoides,111,64,52.5722885131836,14159.4169921875
budlejoides,93,30,50.7921676635742,13242.25
budlejoides,92,26,50.8222885131836,13263.4169921875
budlejoides,72,33,49.8825302124023,13596.5
budlejoides,67,35,50,13994.6669921875
budlejoides,80,30,50,13545.3330078125
budlejoides,93,48,51.3313255310059,15218
budlejoides,100,51,58.1204833984375,14908.5830078125
budlejoides,91,51,54.8102416992188,15353.25
budlejoides,101,52,59.0753021240234,14887.25
budlejoides,98,51,56.5843391418457,14979.5830078125
budlejoides,98,22,51,13208.3330078125
budlejoides,98,58,54,13979.8330078125
budlejoides,96,40,52.4849395751953,13501
budlejoides,129,71,49,15530.25
budlejoides,77,32,64.8373489379883,16666.416015625
budlejoides,103,79,63.8373489379883,16580.5
budlejoides,123,77,51.1596374511719,15227.5830078125
budlejoides,117,70,50.3915672302246,14119.5
budlejoides,91,29,49.2198791503906,13083.5830078125
budlejoides,85,45,48.852409362793,15460.25
budlejoides,113,75,51,14175.9169921875
budlejoides,96,20,49.0271072387695,13563.4169921875
budlejoides,116,71,52.8644561767578,15190.9169921875
budlejoides,93,35,51,13226.0830078125
budlejoides,104,54,51.5873489379883,14835.9169921875
budlejoides,94,46,52.2590370178223,13713.5
budlejoides,100,22,50.3674697875977,13405.25
budlejoides,116,82,53.1897583007812,15051.4169921875
budlejoides,107,58,51.1837348937988,14713.9169921875
budlejoides,107,76,50,14110.6669921875
budlejoides,113,66,53,14500.0830078125
budlejoides,106,51,52.725902557373,13873.9169921875
budlejoides,63,18,54.966869354248,16814.666015625
budlejoides,115,81,53.2861442565918,14578.3330078125
budlejoides,116,58,61,16848.25
budlejoides,124,73,51.7048187255859,14077.4169921875
budlejoides,104,20,49.4969863891602,12913
budlejoides,106,64,50.7620468139648,14049.9169921875
budlejoides,78,36,NA,13575.75
budlejoides,122,37,55.2921676635742,15300.3330078125
budlejoides,111,55,50.7048187255859,15021
budlejoides,121,68,55,14414.25
budlejoides,97,43,51.4608421325684,13492.9169921875
budlejoides,94,48,51,13905.9169921875
budlejoides,85,28,50,13552
budlejoides,75,22,58.2710838317871,16443.583984375
budlejoides,97,55,52,13874.1669921875
budlejoides,114,65,52,15207.5
budlejoides,100,63,50.147590637207,15121.5
budlejoides,105,74,50.930721282959,14154.0830078125
budlejoides,108,73,50.9186744689941,14315.6669921875
budlejoides,118,34,56.8222885131836,16357.3330078125
budlejoides,103,67,52,13867.75
burchellii,86,33,42.2560234069824,14849.25
burchellii,105,84,54.0451812744141,16425.25
burchellii,103,83,53.0873489379883,16543
burchellii,102,80,58.9939765930176,16709.166015625
burchellii,154,86,56.9939765930176,17876.916015625
burchellii,130,96,56.6325302124023,16610.333984375
burchellii,101,81,56,16697.833984375
burchellii,113,79,53.7981910705566,16437.166015625
burchellii,97,75,55,16363.0830078125
burchellii,109,77,55,16520.583984375
burchellii,102,80,56,16619.75
burchellii,106,87,54.9969863891602,16312.25
burchellii,107,77,56.7198791503906,16205.3330078125
burchellii,104,85,55.0150604248047,16397.666015625
burchellii,125,66,48.9457817077637,15239.25
burchellii,119,74,53.7138557434082,16362.75
burchellii,136,80,54,15965.25
burchellii,103,79,54,16585.75
burchellii,133,74,54,16364.5
burchellii,118,80,52,16495.833984375
burchellii,101,80,55.9367485046387,16531.416015625
burchellii,126,92,58.2801208496094,15984
burchellii,138,80,49,15704.9169921875
burchellii,104,84,51,16747.5
burchellii,128,70,53.6777114868164,16333.1669921875
burchellii,111,79,56,16502.083984375
burchellii,121,79,52.7801208496094,16492.416015625
burchellii,111,77,55.6686744689941,16478.083984375
burchellii,118,79,53.774097442627,16474.416015625
burchellii,113,78,53,16460.666015625
burchellii,104,82,55,16819.75
burchellii,113,83,59,17061.75
burchellii,104,74,54.1536140441895,16445.333984375
burchellii,130,81,53.2560234069824,16410.5
burchellii,86,42,44.2801208496094,14697.8330078125
burchellii,102,81,55.9728927612305,16598.833984375
burchellii,109,76,56.6927719116211,16585.833984375
burchellii,101,81,56,16723.75
burchellii,131,77,53,16346.9169921875
burchellii,131,83,55.274097442627,16515.166015625
burchellii,130,83,53.9487953186035,16415.333984375
burchellii,61,58,56.6686744689941,18644.083984375
burchellii,111,78,54,16488.916015625
burchellii,108,76,53,16419.083984375
burchellii,109,76,54,16434.25
burchellii,113,76,52.2018089294434,16435.416015625
burchellii,103,80,55.930721282959,16634.583984375
burchellii,106,80,58.9006042480469,17089.75
burchellii,98,75,55.1897583007812,16351.9169921875
burchellii,134,78,46.4789161682129,15602.3330078125
burchellii,105,74,54.828311920166,16399.75
burchellii,112,78,54,16498.166015625
burchellii,124,76,53,16365.6669921875
burchellii,95,77,55,16379.3330078125
burchellii,117,80,52.3915672302246,16508.583984375
burchellii,127,92,60,15933.1669921875
burchellii,128,70,54.6777114868164,16263.75
burchellii,122,83,56.6114463806152,17233.416015625
burchellii,121,91,54.3704833984375,15597
burchellii,102,80,56.9487953186035,16568.833984375
burchellii,98,75,55.6325302124023,16346.8330078125
burchellii,95,77,55.8222885131836,16409.666015625
burchellii,111,87,54.5512046813965,16388.25
burchellii,97,75,55,16377.25
burchellii,99,75,55.8102416992188,16350.5
burchellii,108,82,56.1234931945801,16702.333984375
burchellii,107,82,55.9186744689941,16769.166015625
burchellii,108,83,56,16918.75
burchellii,102,80,57,16538.5
castaneiflora,118,72,52,14459.75
castaneiflora,111,64,53.2198791503906,14718.9169921875
castaneiflora,99,47,53.6234931945801,13664.1669921875
castaneiflora,124,73,51.2469863891602,14472
castaneiflora,100,52,51.9849395751953,13934.0830078125
castaneiflora,124,68,50,14312.9169921875
castaneiflora,124,73,51.7048187255859,14077.4169921875
castaneiflora,91,44,50.7650604248047,13659.8330078125
castaneiflora,96,57,54.6445770263672,13914.5830078125
castaneiflora,122,63,51.8704833984375,15164.8330078125
castaneiflora,96,52,54,13973.3330078125
castaneiflora,106,77,51.9849395751953,14108.75
castaneiflora,106,64,50.7620468139648,14049.9169921875
castaneiflora,101,59,55.1927719116211,14195.75
chrysophylla,89,30,41,14033.0830078125
chrysophylla,87,59,45.1566276550293,16413.75
chrysophylla,126,73,47,14364.1669921875
chrysophylla,84,40,40.6777114868164,14563.6669921875
chrysophylla,96,65,NA,15069.5
chrysophylla,91,40,40.9126510620117,14998.4169921875
chrysophylla,98,65,51.2801208496094,15580.25
chrysophylla,98,80,54.8825302124023,16325.5830078125
chrysophylla,112,62,46.7680740356445,15028.75
chrysophylla,118,82,51,16206.5830078125
chrysophylla,89,47,42,15378.75
chrysophylla,75,60,57,18508.916015625
chrysophylla,82,62,61.2560234069824,18500.666015625
chrysophylla,80,54,62,18536.916015625
chrysophylla,92,50,40.1867485046387,16460.166015625
chrysophylla,116,64,42.7409629821777,14088.1669921875
chrysophylla,94,48,44,16310.6669921875
chrysophylla,92,57,41.8463859558105,15284.4169921875
chrysophylla,94,56,46.5030136108398,17590.916015625
chrysophylla,89,56,46.1234931945801,15497.25
chrysophylla,93,55,41.1355438232422,16063.75
chrysophylla,100,41,45.0030136108398,13677.0830078125
chrysophylla,90,48,41.897590637207,16195.5830078125
chrysophylla,87,37,41,14899.8330078125
chrysophylla,107,56,46.3403625488281,13790.25
chrysophylla,85,67,51,15849.6669921875
chrysophylla,98,74,49.3855438232422,16266.75
chrysophylla,91,61,46.3825302124023,17626.333984375
chrysophylla,83,44,40,14638.5830078125
chrysophylla,123,56,46,13900
chrysophylla,118,74,53.5210838317871,15934.25
chrysophylla,99,64,46.7138557434082,15867.9169921875
chrysophylla,107,56,47.3584327697754,13693.6669921875
chrysophylla,129,73,47,14239
chrysophylla,99,68,47.6897583007812,16130.25
chrysophylla,99,70,48.6415672302246,16362.1669921875
chrysophylla,105,58,40.7560234069824,13836.0830078125
chrysophylla,89,52,45.0271072387695,15880.0830078125
chrysophylla,93,21,42,14189.1669921875
chrysophylla,101,52,39.0512046813965,13787.0830078125
chrysophylla,135,69,46.1355438232422,14505.8330078125
chrysophylla,143,71,47.4879531860352,14442.0830078125
chrysophylla,100,81,48.4548187255859,16097.4169921875
chrysophylla,106,59,41.2981910705566,13840.8330078125
chrysophylla,118,76,53.4367485046387,15977.9169921875
chrysophylla,126,53,45.2138557434082,13786.6669921875
chrysophylla,106,61,42.5512046813965,13815.3330078125
chrysophylla,96,82,49,16087.5
chrysophylla,101,58,41.0301208496094,13828.9169921875
chrysophylla,123,77,49.5753021240234,15624.3330078125
chrysophylla,83,47,NA,14642.4169921875
chrysophylla,114,68,49.0512046813965,15511.5
chrysophylla,86,48,40.6897583007812,14709.9169921875
chrysophylla,113,61,47.225902557373,14959.5830078125
chrysophylla,119,55,44,13675
chrysophylla,141,73,46.5271072387695,14755.0830078125
chrysophylla,98,77,47.6777114868164,15278.5830078125
chrysophylla,124,79,55.2620468139648,16029.5830078125
chrysophylla,87,47,NA,15016.4169921875
chrysophylla,106,69,46,15205.3330078125
chrysophylla,139,70,48.828311920166,14478.4169921875
chrysophylla,95,32,40.0512046813965,15014.5
chrysophylla,112,63,47.7861442565918,15013
chrysophylla,109,67,44,14708.9169921875
chrysophylla,141,72,47.5271072387695,14701.5
cinerascens,124,73,51.7048187255859,14077.4169921875
cinerascens,107,28,49.3945770263672,13741.6669921875
cinerascens,114,19,53.4126510620117,14971.75
cinerascens,121,27,48,13583.4169921875
cinerascens,96,19,51,13914.5830078125
cinerascens,98,59,51,14137
cinerascens,89,42,51.5512046813965,13357.25
cinerascens,108,13,54.602409362793,14721.75
cinerascens,105,23,51.8463859558105,13893.8330078125
cinerascens,98,58,51,14381.4169921875
cinerascens,112,64,53.2078323364258,15007.6669921875
cinerascens,89,46,52,13172.6669921875
cinerascens,87,25,49.9066276550293,13493.75
cinerascens,85,30,50,13646.6669921875
cinerascens,127,28,53.7289161682129,14850.1669921875
cinerascens,113,27,55.1656608581543,15429.9169921875
cinerascens,104,30,51,13805.0830078125
cinerascens,117,29,55.7439765930176,15303.8330078125
cinerascens,112,19,51,14480.9169921875
cinerascens,120,25,53.0903625488281,14529.4169921875
cinerascens,132,21,54,15644.3330078125
cinerascens,116,26,54.0301208496094,14958.75
cinerascens,119,35,54.5512046813965,15290.8330078125
cinerascens,118,33,52.5150604248047,14992
cinerascens,123,15,49.5843391418457,14366.5
cinerascens,119,24,52,14318.8330078125
cinerascens,86,45,50.4728927612305,13482.9169921875
cinerascens,80,37,53.5722885131836,14582.1669921875
cinerascens,131,22,54.9698791503906,15488.5
cinerascens,74,41,51,13170.9169921875
cinerascens,103,29,51.3885536193848,13626.4169921875
cinerascens,106,27,50.6295166015625,13662.1669921875
cinerascens,115,30,50.897590637207,14205.9169921875
cinerascens,105,29,51.6536140441895,13829.9169921875
cinerascens,81,35,49,13038.8330078125
cinerascens,86,33,49.7018089294434,12877.4169921875
cinerascens,82,34,49,12968.0830078125
cinerascens,97,27,50.3042182922363,13346.5
