species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
navioensis,86,44,44.75,17069.166015625
navioensis,89,52,45.0271072387695,15880.0830078125
navioensis,98,52,46,16058.1669921875
navioensis,99,41,43.9969863891602,13482.75
navioensis,125,53,46,13771.8330078125
navioensis,84,55,45.8493957519531,16212.6669921875
navioensis,91,61,42.225902557373,15329.9169921875
navioensis,90,56,40.852409362793,15352.8330078125
navioensis,73,59,60.069278717041,19052.25
navioensis,90,53,40,16049.8330078125
navioensis,88,68,NA,15018
navioensis,93,54,41.2590370178223,15923.0830078125
octopetala,73,23,57.0271072387695,16478.416015625
octopetala,109,63,55.7680740356445,15104
octopetala,64,20,56,16745.666015625
octopetala,79,33,54,14763.8330078125
octopetala,109,53,49.1295166015625,15055.4169921875
octopetala,100,63,51.8644561767578,14312.25
octopetala,113,58,51.8403625488281,14852.9169921875
octopetala,97,51,53.7801208496094,15027.4169921875
octopetala,100,51,55.4156608581543,14927.5
octopetala,103,53,59.2138557434082,14877.9169921875
octopetala,97,50,56.8162651062012,14929.5830078125
octopetala,63,17,55.9969863891602,16775.25
octopetala,68,9,56.1987953186035,16893
octopetala,102,57,54.0813255310059,14644.4169921875
octopetala,100,51,58.1204833984375,14908.5830078125
octopetala,63,18,54.966869354248,16814.666015625
octopetala,124,64,51.1415672302246,14839.1669921875
octopetala,66,15,54,16729.083984375
octopetala,62,18,54,17033.5
octopetala,96,50,50.2018089294434,14740.9169921875
pepericarpa,118,67,61.8644561767578,16776.666015625
pepericarpa,104,85,59.5451812744141,15711.3330078125
pepericarpa,120,66,61.1777114868164,17483
pepericarpa,110,70,53.9186744689941,15149.1669921875
pepericarpa,111,70,53.2349395751953,15315
pepericarpa,130,79,50,15721.5
pepericarpa,123,75,54,15108.4169921875
pepericarpa,121,74,56,16631.25
pepericarpa,117,64,62.5361442565918,16518
pepericarpa,102,80,55,16548.25
pepericarpa,116,58,61,16848.25
pepericarpa,115,49,56.8825302124023,16479.333984375
pepericarpa,115,48,56.7108421325684,16524.333984375
pepericarpa,116,60,60,17183.166015625
pepericarpa,119,52,62,16630.25
pepericarpa,122,85,54.3222885131836,16126.5
pepericarpa,124,89,55.5813255310059,16506.5
pepericarpa,131,87,53.5391578674316,16119.4169921875
pepericarpa,121,88,55,16362.4169921875
pepericarpa,95,77,55,16379.3330078125
pepericarpa,108,76,53,16419.083984375
pepericarpa,112,77,54,16575.916015625
pepericarpa,116,84,54,15254.0830078125
pepericarpa,119,89,54.2620468139648,15670.75
pepericarpa,107,74,53.8102416992188,16514.083984375
pepericarpa,109,75,55,16527.333984375
pepericarpa,102,81,55,16645.916015625
pepericarpa,103,81,56.0512046813965,16629.166015625
pepericarpa,103,81,55.9427719116211,16643
pepericarpa,98,76,55.8042182922363,16364.0830078125
pepericarpa,120,90,54.2620468139648,15560.9169921875
pepericarpa,127,91,58.6204833984375,15741.5
pepericarpa,124,80,53.0180740356445,16155.5
pepericarpa,120,80,53.4909629821777,16069.0830078125
pepericarpa,132,91,54.8855438232422,16244.75
pepericarpa,117,87,53.2198791503906,15324
pepericarpa,99,76,54.2078323364258,16361.8330078125
pepericarpa,104,78,53.8222885131836,15617.1669921875
pepericarpa,104,76,53.8042182922363,15580.1669921875
pepericarpa,103,74,55,16380.75
pepericarpa,120,81,52.9006042480469,15005.6669921875
pepericarpa,125,93,58.7198791503906,16081.9169921875
pepericarpa,119,71,53.9427719116211,14633.6669921875
pepericarpa,124,86,52.1957817077637,15542.25
pepericarpa,103,75,53.9066276550293,15482.75
pepericarpa,103,79,56.1385536193848,16502.333984375
pepericarpa,115,79,53.3674697875977,15822.75
pepericarpa,119,72,53.9367485046387,14765.8330078125
pepericarpa,125,78,51,14700.5
pepericarpa,126,78,51.9789161682129,14731
pepericarpa,135,76,51,14746.6669921875
pepericarpa,123,89,55.4277114868164,15837.5
pepericarpa,131,91,55.4367485046387,16130.4169921875
pepericarpa,118,88,56,15233.8330078125
pepericarpa,108,75,52.8162651062012,15380.5
pepericarpa,117,76,52.8222885131836,15100.5
pepericarpa,117,76,51.1837348937988,15192.9169921875
pepericarpa,122,78,53,15354.5
pepericarpa,128,77,53.1114463806152,15241.4169921875
pepericarpa,123,76,52,15296.6669921875
pepericarpa,127,77,53.1054229736328,15286.9169921875
pepericarpa,115,74,54,15158.6669921875
pepericarpa,120,79,52.9728927612305,14844.8330078125
pepericarpa,122,86,53,15245.8330078125
pepericarpa,129,71,51,14904.25
pepericarpa,123,87,53.774097442627,15611.6669921875
pepericarpa,114,46,57.319278717041,16459.916015625
pepericarpa,98,75,55,16361.25
pepericarpa,125,74,52.5,15642.4169921875
pepericarpa,122,78,53.25,16370
pepericarpa,115,84,56,14952.25
pepericarpa,117,85,56,14966.0830078125
pepericarpa,115,82,53.2951812744141,15704.6669921875
pepericarpa,113,76,52.2018089294434,16435.416015625
pepericarpa,120,86,54,15775.3330078125
pepericarpa,104,79,56.0813255310059,16441.416015625
pepericarpa,120,86,53,15040.25
pepericarpa,121,86,52,15033.5
pepericarpa,116,82,53.1897583007812,15051.4169921875
pepericarpa,124,88,53.2018089294434,15188.5830078125
pepericarpa,124,78,52.9819259643555,14759.6669921875
pepericarpa,136,81,56.0542182922363,16138.5
pepericarpa,127,78,52.1656608581543,15069.6669921875
pepericarpa,123,77,51.1596374511719,15227.5830078125
pepericarpa,130,79,53.1415672302246,15265.5
pepericarpa,98,79,54.3795166015625,16278.6669921875
pepericarpa,117,77,53,15459.25
pepericarpa,115,75,51.171688079834,15210.9169921875
pepericarpa,106,87,61.897590637207,16638.916015625
pepericarpa,118,56,60.319278717041,17123.916015625
pepericarpa,133,77,51,14754.8330078125
pepericarpa,111,75,54,16386.416015625
pepericarpa,100,35,66.5512084960938,16911.416015625
pepericarpa,119,57,62,16589.916015625
pepericarpa,118,56,61.1777114868164,16734.166015625
pepericarpa,122,79,51.078311920166,14801.1669921875
pepericarpa,123,86,54,15427.5
pepericarpa,120,88,54,15786.0830078125
pepericarpa,102,81,55,16693.75
pepericarpa,102,81,56.9578323364258,16519.166015625
pepericarpa,123,89,53.5481910705566,15777.25
pepericarpa,105,79,54.1234931945801,16612
pepericarpa,118,85,51,15158.8330078125
pepericarpa,122,81,50,14807.1669921875
pepericarpa,134,74,51.8825302124023,14804.9169921875
pepericarpa,124,92,55.466869354248,15959.0830078125
pepericarpa,122,79,52,14706.9169921875
pepericarpa,133,88,55,16222
pepericarpa,121,89,56.4548187255859,16114.5830078125
pepericarpa,124,74,57.0180740356445,15370.5830078125
pepericarpa,126,86,55,16128.9169921875
pepericarpa,114,81,51.1355438232422,15019.25
pepericarpa,97,75,55.8162651062012,16374.75
pepericarpa,115,78,53.2078323364258,16446.833984375
pepericarpa,132,91,54.4246978759766,16181.5
pepericarpa,103,86,59.078311920166,15403.75
pepericarpa,117,82,54.3162651062012,14600.6669921875
petroniana,115,59,49.5421676635742,14862.5830078125
petroniana,127,73,50.2710838317871,14619.1669921875
petroniana,119,71,50.1536140441895,14425.9169921875
petroniana,98,58,51,14381.4169921875
petroniana,108,64,53.2620468139648,14793.8330078125
petroniana,105,59,54,14498.9169921875
petroniana,126,65,48.4939765930176,15220.4169921875
petroniana,112,59,51,15158.9169921875
petroniana,111,67,57.7560234069824,15861.9169921875
petroniana,120,63,49.319278717041,14808.8330078125
petroniana,122,76,56,15634.4169921875
petroniana,104,67,51.7771072387695,13909.8330078125
polyandra,105,54,56,14840.1669921875
polyandra,107,57,55.7680740356445,14875.25
polyandra,82,45,51.8403625488281,15353.5
polyandra,100,52,58,14905.75
polyandra,112,65,62,15148.3330078125
polyandra,119,76,51,14148.4169921875
polyandra,116,61,52.1265068054199,14870.8330078125
polyandra,94,37,52,13891.5830078125
polyandra,117,80,50,14518
polyandra,96,26,61,15902.9169921875
polyandra,105,53,49.319278717041,14978.5830078125
polyandra,103,60,59.2680740356445,15135.6669921875
polyandra,115,59,49.5421676635742,14862.5830078125
polyandra,110,59,52.647590637207,15570.5
polyandra,92,42,53,13780.9169921875
polyandra,90,37,NA,13715.3330078125
polyandra,118,75,51.9066276550293,14312.4169921875
polyandra,68,10,57.7198791503906,16721.333984375
polyandra,103,53,59.2138557434082,14877.9169921875
polyandra,97,51,53.7801208496094,15027.4169921875
polyandra,100,51,58.1204833984375,14908.5830078125
polyandra,109,53,49.1295166015625,15055.4169921875
polyandra,98,51,56.5843391418457,14979.5830078125
polyandra,124,77,51.9728927612305,14530
polyandra,125,65,51.147590637207,14914.6669921875
polyandra,132,70,53.0993957519531,15193.9169921875
polyandra,98,61,50.5572280883789,14951.1669921875
polyandra,86,22,58.7289161682129,16010.25
polyandra,108,54,52.6626510620117,14837.1669921875
polyandra,98,62,49,14986.5
polyandra,100,75,50.9548187255859,14067.6669921875
polyandra,102,59,53.8373489379883,14235.5830078125
polyandra,107,53,50.2951812744141,14742.4169921875
pterocaulon,96,31,49.6174697875977,15711.8330078125
pterocaulon,95,19,47.0993957519531,13706.5
pterocaulon,98,44,49.8885536193848,17706
pterocaulon,98,26,53.3433723449707,14887
pterocaulon,104,47,45.0933723449707,13893.5
pterocaulon,101,39,44.9728927612305,13436.9169921875
pterocaulon,99,39,44,13554.5
pterocaulon,100,41,45.0030136108398,13677.0830078125
pterocaulon,113,59,50.8042182922363,16351.8330078125
pterocaulon,106,63,52,16361.6669921875
pterocaulon,93,46,50,16036
pterocaulon,98,16,45.4487953186035,12910.3330078125
pterocaulon,87,29,46.0180740356445,13815.5830078125
pterocaulon,91,31,50,14612.75
pterocaulon,95,49,47.533130645752,15934.8330078125
pterocaulon,97,31,52.0542182922363,19160.333984375
pterocaulon,96,19,46.9728927612305,13216.25
pterocaulon,106,27,53.7198791503906,14366.5830078125
pterocaulon,152,63,63.6596374511719,14979.25
pterocaulon,104,28,50,13725.3330078125
pterocaulon,96,17,47.1506042480469,13559.3330078125
pterocaulon,112,59,54.5933723449707,16409.916015625
punctata,126,73,47,14364.1669921875
punctata,110,50,60.5150604248047,18413.916015625
punctata,86,35,42,14903
punctata,90,55,41.1415672302246,16031.1669921875
punctata,86,34,43,14888
punctata,89,57,40.8403625488281,15422.25
punctata,94,21,42.9909629821777,14521.6669921875
punctata,84,43,40.3343391418457,14484.4169921875
punctata,84,55,45.8493957519531,16212.6669921875
punctata,92,56,41.7048187255859,15482.0830078125
punctata,80,27,50,15793
punctata,97,17,48,13227.5
punctata,144,70,47.2560234069824,14461.3330078125
punctata,144,69,46.7138557434082,14730.6669921875
punctata,85,46,NA,14792.5
punctata,143,74,43,14800.3330078125
punctata,103,60,40.828311920166,13997.6669921875
punctata,104,86,57.0662651062012,15310.8330078125
punctata,131,79,45.5210838317871,15542.5
punctata,128,74,44,14340.25
punctata,96,12,47,13551.5
punctata,102,62,42.8885536193848,14015.6669921875
punctata,142,78,46.6837348937988,15864.0830078125
punctata,95,21,42,14640.1669921875
punctata,100,69,47,16036.9169921875
punctata,101,43,48.2138557434082,15171.6669921875
punctata,84,18,46,14351.0830078125
punctata,90,54,46.7650604248047,17689.25
punctata,83,46,41,14416.9169921875
punctata,142,77,46.6114463806152,14788.4169921875
punctata,102,61,41,13907.5
punctata,141,72,47.5271072387695,14701.5
punctata,133,24,44,15270.5830078125
punctata,98,48,41,14132.75
punctata,90,53,40,16049.8330078125
punctata,103,57,39.0030136108398,13912.3330078125
punctata,81,55,43.1174697875977,16148.6669921875
punctata,92,23,43,13513.5
punctata,105,53,45,15514.8330078125
punctata,86,33,42.7620468139648,14821.6669921875
punctata,114,14,63.5632514953613,13575.6669921875
punctata,102,38,41.774097442627,15067.6669921875
punctata,84,41,39.328311920166,14617.3330078125
punctata,139,70,48.8222885131836,14291.5
punctata,102,57,40,13831.0830078125
punctata,135,79,51,15556.0830078125
punctata,108,43,44,16057.1669921875
punctata,90,44,40.328311920166,13985.1669921875
punctata,131,79,50,15623.0830078125
punctata,99,44,41.0542182922363,13584.3330078125
punctata,132,75,43.7048187255859,14589.0830078125
punctata,104,60,41.2018089294434,13961.5
punctata,89,41,41.7289161682129,14008.9169921875
punctata,85,34,41,14648.3330078125
punctata,141,71,46,14462.4169921875
punctata,94,50,52.7771072387695,16058.3330078125
punctata,89,52,45.0271072387695,15880.0830078125
punctata,134,72,47.2108421325684,14484.5
punctata,84,40,40.6777114868164,14583.1669921875
punctata,102,58,39.0271072387695,13866
punctata,91,33,41,14823.5830078125
punctata,128,48,60.6566276550293,18540.666015625
punctata,81,32,52.7771072387695,18695.833984375
punctata,121,39,55.1445770263672,13675
punctata,95,56,48,17277
punctata,99,16,45,12994.25
punctata,102,14,52.3644561767578,14113
punctata,104,14,51.6174697875977,14061
punctata,99,54,53,14917.75
punctata,131,43,51,13332.0830078125
punctata,86,32,42.7439765930176,14830
punctata,111,41,38.102409362793,16219.0830078125
punctata,109,53,50.2379531860352,13882.0830078125
punctata,116,44,59.3945770263672,13874.75
punctata,112,56,NA,17735.083984375
punctata,107,29,49,17357.916015625
punctata,92,67,49,16865.416015625
punctata,117,31,47.2198791503906,17095.25
punctata,92,58,41.4789161682129,15227.1669921875
punctata,85,41,45,14305.3330078125
punctata,100,41,45.0030136108398,13677.0830078125
punctata,88,40,43,14115
punctata,104,55,47.147590637207,17398.25
punctata,109,53,65,18008.916015625
punctata,99,19,49.8704833984375,13151.6669921875
punctata,111,46,49,17324.25
punctata,110,26,51.7680740356445,13624.25
punctata,112,44,52.6114463806152,13931.5830078125
punctata,101,20,44.2349395751953,13251.5830078125
punctata,107,25,62.5993957519531,12653
punctata,104,59,47.328311920166,16138.8330078125
punctata,100,67,52.8945770263672,16660.083984375
punctata,92,41,49.8614463806152,17060.916015625
punctata,112,45,44.3644561767578,16272.0830078125
punctata,103,59,51.9096374511719,18168.5
punctata,98,17,48.9819259643555,13300.5830078125
punctata,108,48,61.8162651062012,17818.083984375
punctata,95,58,46,17228.75
punctata,128,69,51.25,14513.6669921875
punctata,97,33,41.9819259643555,15052.5830078125
punctata,86,36,43,14874.25
punctata,86,32,42.25,14816.9169921875
punctata,88,40,39.4246978759766,14125.0830078125
punctata,96,61,48,16420.25
punctata,102,65,52.9006042480469,16852.833984375
punctata,108,34,42.8253021240234,15602.6669921875
punctata,110,51,45,16008.9169921875
punctata,108,56,54,15634.3330078125
punctata,100,32,48.078311920166,17714.833984375
punctata,98,41,42.9909629821777,13544.6669921875
punctata,85,37,43,14778.25
punctata,107,37,46,13764.0830078125
punctata,93,48,46.8373489379883,17468.083984375
punctata,112,37,39.5030136108398,15889.4169921875
punctata,97,15,48,15886
punctata,90,38,49.2289161682129,17194.75
punctata,103,60,40.9427719116211,13896.5
punctata,88,41,41.8463859558105,14945.9169921875
punctata,102,57,39,13853
punctata,88,39,42,14955.3330078125
punctata,143,78,47.8885536193848,14859.25
punctata,130,79,50,15721.5
punctata,122,56,59,13222
punctata,115,19,54.9969863891602,13140.8330078125
punctata,94,20,49.6536140441895,13754.8330078125
punctata,148,56,53.475902557373,15128.75
punctata,110,41,55.3042182922363,14792.3330078125
punctata,133,46,55.5451812744141,13638.8330078125
punctata,118,36,60.9066276550293,13381.75
punctata,118,31,59.3704833984375,13497.8330078125
punctata,99,23,44.4487953186035,13178.9169921875
punctata,119,33,56.4277114868164,13781.75
punctata,101,21,43.7771072387695,13280.8330078125
punctata,84,24,NA,13420.75
punctata,156,65,49.25,14033.8330078125
punctata,115,25,53,13285.8330078125
racemifera,117,69,53.171688079834,15241.5830078125
racemifera,98,58,53,14044
racemifera,92,41,51.9246978759766,13699.9169921875
racemifera,103,39,53,13266.75
racemifera,119,69,50.8042182922363,14497.9169921875
racemifera,119,69,50,14652.25
racemifera,126,75,51.8463859558105,14546.1669921875
racemifera,99,50,53.5,13876.0830078125
racemifera,100,52,51.9849395751953,13934.0830078125
racemifera,98,58,51,14381.4169921875
racemifera,120,76,52,14140.1669921875
racemifera,111,16,51.1656608581543,13130.8330078125
racemifera,102,60,54,14211.9169921875
racemifera,83,42,49.5391578674316,12893.3330078125
racemifera,114,34,53,13623.9169921875
racemifera,96,57,54.6445770263672,13914.5830078125
racemifera,108,63,52.7620468139648,14718.75
racemifera,111,62,51.2620468139648,14463.3330078125
racemifera,100,47,54.1867485046387,13210
racemifera,105,76,49.0451812744141,14162.5
racemifera,94,50,55.6837348937988,13925.5
racemifera,102,25,51,13583.5830078125
racemifera,102,49,54.3825302124023,13837.5
racemifera,95,53,53,13892.1669921875
racemifera,93,45,51,14014.25
racemifera,115,70,49.7981910705566,14390.75
racemifera,102,55,53.3554229736328,14229
racemifera,94,46,52.2590370178223,13713.5
racemifera,95,47,54,13728.75
racemifera,128,87,53,15491.8330078125
racemifera,99,53,52.3222885131836,13933.5
racemifera,95,46,50.6897583007812,14126.9169921875
racemifera,116,75,51,14639.75
racemifera,103,38,51.0903625488281,13359.0830078125
racemifera,119,74,52,14726.75
racemifera,102,44,52.8373489379883,13698.4169921875
racemifera,119,80,52,14422.25
racemifera,94,57,51.1596374511719,14893
robusta,108,73,50.9186744689941,14315.6669921875
robusta,105,76,49.0451812744141,14162.5
robusta,126,74,51.7048187255859,14067
robusta,101,52,59.0753021240234,14887.25
robusta,124,73,50.147590637207,14202.75
robusta,111,55,50.7048187255859,15021
robusta,108,75,50.966869354248,14291.1669921875
robusta,106,76,51,14082.6669921875
rondoniensis,126,73,46.3825302124023,14375.5830078125
rondoniensis,106,59,40.2620468139648,13947.8330078125
rondoniensis,105,58,43.2680740356445,13841.1669921875
rondoniensis,106,64,41.2981910705566,13777.5830078125
rondoniensis,111,83,55,16634.75
rondoniensis,105,57,39,14103.1669921875
rondoniensis,105,53,39.0451812744141,14029.3330078125
rondoniensis,126,73,44.7530136108398,14193.9169921875
rondoniensis,101,53,39.9548187255859,13799.4169921875
rondoniensis,110,65,47.5753021240234,13842.25
rondoniensis,128,71,43.3042182922363,14371.6669921875
rufescens,92,67,NA,15314.6669921875
rufescens,104,75,45.671688079834,16531.333984375
rufescens,97,52,41.5210838317871,14642.0830078125
rufescens,128,71,48.8945770263672,14554.6669921875
rufescens,89,51,45.9608421325684,15927.25
rufescens,108,41,40.1144561767578,16642.666015625
rufescens,77,51,46,17728.333984375
rufescens,95,58,58.5873489379883,17373.166015625
rufescens,153,55,53.069278717041,13890.6669921875
rufescens,119,57,56,14377.8330078125
rufescens,108,66,44,13880.3330078125
rufescens,87,71,50.2560234069824,15296.9169921875
rufescens,101,64,45,16820.583984375
rufescens,94,62,49.2379531860352,15301.4169921875
rufescens,102,55,41.921688079834,13848.0830078125
rufescens,85,65,51.7349395751953,15309.25
rufescens,144,70,48,14732.6669921875
rufescens,110,58,43.3584327697754,16424.583984375
rufescens,90,47,46,18069.5
rufescens,79,48,45,17983
rufescens,114,43,47.7439765930176,16869.083984375
rufescens,96,55,61.3554229736328,18231.583984375
rufescens,115,77,55.8674697875977,17706.833984375
rufescens,103,56,40,13881.8330078125
rufescens,99,82,49.4246978759766,16130.3330078125
rufescens,114,51,52,17002.333984375
rufescens,106,53,45,15963.75
rufescens,89,52,44.9728927612305,15815.1669921875
rufescens,91,53,52.9849395751953,15462.6669921875
rufescens,159,63,53.9277114868164,14721.25
rufescens,102,60,42.9548187255859,13806.4169921875
rufescens,91,85,53,16420.166015625
rufescens,88,41,47.1295166015625,17498
rufescens,104,56,39.0180740356445,13973
rufescens,129,66,48,15555.25
rufescens,118,66,52.3704833984375,15296.9169921875
rufescens,135,70,52.0753021240234,14741.0830078125
rufescens,103,56,41.9728927612305,13859.4169921875
rufescens,85,40,45.0753021240234,17966.25
rufescens,94,77,51.102409362793,16384.916015625
rufescens,90,87,55.4126510620117,16816.583984375
rufescens,99,70,51.0933723449707,16501.25
rufescens,108,41,45,16382
rufescens,92,79,49.9939765930176,16587.833984375
rufescens,92,84,56.5271072387695,16495.916015625
rufescens,138,70,46.1656608581543,14432.8330078125
rufescens,134,57,56.7198791503906,15083.9169921875
rufescens,92,32,54.0993957519531,17680.666015625
rufescens,99,53,50,17615.25
rufescens,99,70,51.9246978759766,16318.6669921875
rufescens,89,29,41.5933723449707,14137.9169921875
rufescens,90,54,46.7650604248047,17689.25
rufescens,98,62,57.569278717041,18027.083984375
rufescens,104,55,55.8644561767578,18225.583984375
rufescens,77,66,46.8825302124023,16146.6669921875
rufescens,99,79,46.6927719116211,15360.9169921875
rufescens,109,41,42,16240.4169921875
rufescens,102,75,50.0150604248047,17023.333984375
rufescens,100,76,53.7319259643555,16805.666015625
rufescens,90,69,NA,15058.4169921875
rufescens,107,61,NA,17514.083984375
rufescens,118,36,60.9066276550293,13381.75
rufescens,107,79,59,17841
rufescens,100,82,53,16955.666015625
rufescens,128,71,49.9487953186035,14606.3330078125
rufescens,130,70,51.0301208496094,15051.4169921875
rufescens,77,62,47,16392.333984375
rufescens,137,71,46.4006042480469,14507.5830078125
rufescens,89,45,53,18594.166015625
rufescens,95,56,48,17277
rufescens,130,70,50.7289161682129,14556.4169921875
rufescens,93,66,46,16212.4169921875
rufescens,120,43,54,14147.0830078125
rufescens,99,71,48.6415672302246,16231
rufescens,88,41,45.0933723449707,17899
rufescens,80,56,45,16398.583984375
rufescens,103,57,39.9969863891602,13847.5
rufescens,144,70,47.2560234069824,14461.3330078125
rufescens,84,47,44,14466
rufescens,102,79,54.1987953186035,16440.166015625
rufescens,87,39,40.4487953186035,14119.5830078125
rufescens,95,64,46.4036140441895,16338.5830078125
rufescens,101,36,50.0090370178223,18066.583984375
rufescens,99,49,59,17456.75
rufescens,103,78,47.3463859558105,16414.083984375
rufescens,99,80,52.4969863891602,16495.666015625
rufescens,102,62,40.0813255310059,13865.3330078125
rufescens,138,68,53,14470.25
rufescens,138,71,47.4246978759766,14610
rufescens,137,78,45.2680740356445,14537.6669921875
rufescens,111,44,44.6295166015625,16131.5
rufescens,94,91,56.8042182922363,17408.916015625
rufescens,85,69,52,16031.75
rufescens,103,59,40.1174697875977,13868.3330078125
rufescens,111,57,48.7620468139648,14152.3330078125
rufescens,140,54,54,14969.25
rufescens,155,63,53.5963859558105,13202
rufescens,158,59,52,14720.8330078125
rufescens,110,41,39.5512046813965,16393.416015625
ruficalyx,66,15,54,16729.083984375
ruficalyx,69,10,54.421688079834,16660.25
ruficalyx,134,69,50,14817.25
ruficalyx,114,45,50.6777114868164,17300.666015625
ruficalyx,96,65,NA,15069.5
ruficalyx,94,59,46,17522
ruficalyx,99,64,46.7138557434082,15867.9169921875
ruficalyx,112,58,46.3584327697754,13922.0830078125
ruficalyx,90,53,40,16049.8330078125
ruficalyx,91,47,40.966869354248,16250.3330078125
ruficalyx,86,48,45.6777114868164,18364.583984375
ruficalyx,92,41,49.8373489379883,17133.75
ruficalyx,88,44,46.1325302124023,18546.166015625
ruficalyx,124,55,47,15094.0830078125
ruficalyx,132,76,45.2530136108398,14474.6669921875
ruficalyx,108,36,47.5632514953613,16646
ruficalyx,110,79,52.0451812744141,16787.916015625
ruficalyx,95,59,46,17664.5
ruficalyx,92,18,41.3042182922363,13891.5
ruficalyx,105,58,48,13957.1669921875
ruficalyx,107,59,52.4849395751953,13819.5830078125
ruficalyx,74,12,53.3433723449707,16645.75
ruficalyx,111,55,50.4186744689941,14317.75
ruficalyx,105,58,50,13823
ruficalyx,80,33,59.3433723449707,16869.916015625
ruficalyx,71,22,56.1566276550293,16571.166015625
ruficalyx,90,70,NA,15029.5830078125
ruficalyx,110,57,52,15213
ruficalyx,68,29,65.5722885131836,16944.666015625
ruficalyx,126,73,44.7530136108398,14193.9169921875
ruficalyx,125,66,48.9457817077637,15239.25
ruficalyx,112,71,47,16590.75
ruficalyx,105,69,46.0451812744141,16527
ruficalyx,113,35,45.8042182922363,17911.25
ruficalyx,97,15,48,15886
ruficalyx,99,40,42,13442.1669921875
ruficalyx,85,41,42.2078323364258,18530.5
ruficalyx,107,59,42.7138557434082,13864.9169921875
ruficalyx,116,74,48.9066276550293,16752.166015625
ruficalyx,83,45,NA,18253.166015625
ruficalyx,79,56,NA,18449.916015625
ruficalyx,89,67,52.6295166015625,15029.1669921875
ruficalyx,81,32,NA,13054.0830078125
ruficalyx,73,23,57.0271072387695,16478.416015625
ruficalyx,99,67,48,16135.1669921875
ruficalyx,97,50,42.5391578674316,14598.25
ruficalyx,105,58,41.225902557373,13873.75
ruficalyx,113,56,40.8945770263672,13638.6669921875
ruficalyx,91,61,42.225902557373,15329.9169921875
ruficalyx,91,65,43.6897583007812,14927.1669921875
ruficalyx,70,35,47.9789161682129,18528.416015625
ruficalyx,69,11,56,16613.25
ruficalyx,99,68,47,15965.1669921875
ruficalyx,125,65,49,14106.5830078125
ruficalyx,98,46,42,14939.8330078125
ruficalyx,112,62,46.5602416992188,14948.5
ruficalyx,106,57,47.9337348937988,14136.0830078125
ruficalyx,76,36,49,18193
ruficalyx,109,35,43.3403625488281,16832.333984375
ruficalyx,78,35,50.2349395751953,17925
ruficalyx,99,59,42.9457817077637,14656.5
ruficalyx,94,33,40,15224.25
ruschiana,95,55,53.5361442565918,15272.5
ruschiana,110,63,60.3554229736328,15162.0830078125
ruschiana,102,51,54.1114463806152,15114.75
ruschiana,111,63,60.6445770263672,15151.25
ruschiana,108,58,58.225902557373,14954.75
ruschiana,101,52,59.0753021240234,14887.25
ruschiana,98,51,56.5843391418457,14979.5830078125
ruschiana,107,60,63,15215.9169921875
ruschiana,107,58,57.2198791503906,14901.1669921875
sclerophylla,106,86,55,15795.5
sclerophylla,103,86,59.078311920166,15403.75
sclerophylla,124,86,54.3343391418457,14662.9169921875
sclerophylla,124,88,53.4548187255859,16336.5830078125
sclerophylla,120,88,56.5391578674316,16201.75
sclerophylla,115,41,57.8463859558105,16443.166015625
sclerophylla,110,93,57.0993957519531,16526.75
sclerophylla,116,56,63.9036140441895,16503.5
sclerophylla,136,89,56.2560234069824,17625.666015625
sclerophylla,114,86,52.4789161682129,15179.8330078125
sclerophylla,96,56,60,16304.8330078125
sclerophylla,118,69,56.3102416992188,14877.1669921875
sclerophylla,124,90,58.6596374511719,15423.5
sclerophylla,107,87,56,15283.1669921875
sclerophylla,116,56,63.2138557434082,16554.75
sclerophylla,116,51,61.1656608581543,16622.333984375
sclerophylla,117,54,61,16701.916015625
sclerophylla,73,18,58.1987953186035,16330.8330078125
sclerophylla,96,54,69,16806.333984375
sclerophylla,126,90,56.5963859558105,15637.1669921875
sclerophylla,118,88,60.2349395751953,16734.666015625
sclerophylla,120,86,54,15775.3330078125
sclerophylla,126,87,52.2590370178223,14865.5830078125
sclerophylla,112,87,57,15536.4169921875
sclerophylla,104,85,60,15490.6669921875
sclerophylla,106,86,58.533130645752,15246.5830078125
sclerophylla,109,87,53,15229.75
sclerophylla,115,84,53.7861442565918,14570.9169921875
sclerophylla,116,84,54,15254.0830078125
sclerophylla,116,53,59.8313255310059,16582
sclerophylla,107,86,53,15363.4169921875
sclerophylla,120,79,52.9849395751953,14723
sclerophylla,125,78,51,14700.5
sclerophylla,121,91,54.3704833984375,15597
sclerophylla,128,87,53,15491.8330078125
sclerophylla,98,71,65.7951812744141,16361.0830078125
sclerophylla,115,81,55,15090.4169921875
sclerophylla,118,73,59.2710838317871,16933.25
sclerophylla,107,86,57.6656608581543,15377.3330078125
sclerophylla,113,79,NA,14626.3330078125
sclerophylla,116,82,55.671688079834,15460.75
sclerophylla,128,76,53.6656608581543,15229.25
sclerophylla,122,86,53,15245.8330078125
sclerophylla,118,56,61.1777114868164,16734.166015625
sclerophylla,120,88,54,15723.4169921875
sclerophylla,119,86,54,15868.5830078125
sclerophylla,113,86,54,15224.9169921875
sclerophylla,119,84,52.171688079834,15006.0830078125
sclerophylla,109,87,53.4728927612305,15580.8330078125
secundiflora,93,69,43,15023.25
secundiflora,86,63,46.4789161682129,15364.1669921875
secundiflora,96,65,NA,15069.5
