species,precip_seasonality,temp_diurnal_range,soil_pH,solar_radiation
albicans,69.4768257958671,125.741373090128,54.1327047739962,15549.8593218725
albicans,73.2253802842845,143.447499206868,47.0951965471969,15098.3352123249
albicans,88.2208314034919,122.640469326054,52.5604548109311,15554.0378419403
albicans,70.9148137651198,139.772190097859,45.588690309035,14726.5261210473
albicans,80.0786788520026,108.713251067234,52.7660374605949,16100.1029846499
albicans,84.6973915511082,111.098264503272,54.8626552233708,16920.8311688878
albicans,81.0900233223486,120.068742027681,53.2833969810242,16047.4641912737
albicans,59.27782951974,119.928254763528,54.1764139040164,15794.5406118721
albicans,67.3672381404236,129.182532036043,53.8239148080166,15569.9161647317
albicans,79.1326431685693,132.776743875489,50.9297316717524,15138.5192011425
alborufescens,85.3685738394421,122.930744416849,53.7822593477695,16386.1680604234
alborufescens,48.4371219405719,117.673445924396,62.7188087508302,16324.3758989006
alborufescens,68.6016162906941,98.357600654636,53.1503105688892,16358.127703509
alborufescens,82.5047802758133,107.377114364309,56.012803657967,15074.398886437
alborufescens,80.3193445507211,95.4032479806925,55.3583731477893,16688.1236314352
alborufescens,61.2077167792444,120.371684504724,62.9564297164093,16920.4994111861
alborufescens,84.9816596203092,117.193664446536,54.6589352458067,16433.2876051368
alborufescens,83.4707930698858,120.248718586027,53.2514834905498,16135.7139139348
alborufescens,68.0633341041695,146.84730159644,45.5208098309476,14753.493995755
alborufescens,70.998754925351,144.300665622249,46.5585870676799,14672.9086977406
alborufescens,85.5695596163074,110.596835507672,54.6758415655235,15063.6806721019
alborufescens,51.9535646601668,118.861503333188,55.9663022240114,16318.3711008552
alborufescens,83.2397662395386,104.266684729452,55.5209051249285,16195.9763268463
alborufescens,78.9312039222958,104.815253568156,55.2328097785889,16060.1035919482
alborufescens,86.1698842121191,128.158297766538,52.6259650715011,16192.9678660413
alborufescens,92.6511117248166,133.736405535795,57.4070148604597,16114.3284443978
alborufescens,89.2163992133081,112.041949584347,54.2818261168152,15115.1210967055
alborufescens,83.4073694433294,113.231088921652,60.3118117945002,17091.0546753577
alborufescens,85.8891765145308,115.16537055464,54.8531269552341,15707.9556747416
alborufescens,79.91355804871,98.3045142281335,53.6511561614704,16180.2066342139
alborufescens,88.001657724319,111.617408512787,54.567768237972,16385.1645067934
alborufescens,75.4260654410795,101.37966489994,54.6171072093319,16456.1581745941
alborufescens,90.0822567791773,119.432121724421,55.0687940755544,16244.48479583
alborufescens,70.9486552042018,144.898151366787,47.0546130077628,14398.3019329473
alborufescens,67.9728817941479,141.224154295542,49.0434352883847,14264.0166950588
alborufescens,86.0416389917797,108.13629921288,56.8734856802694,16537.5232348673
alborufescens,86.23476909895,129.234611758719,56.4937108363181,16159.3370919144
alborufescens,83.3472511839921,110.979308098638,53.0545709904826,15050.6869844474
alborufescens,75.8234835320587,96.4888276222772,54.4465696563792,16504.9101696889
alborufescens,55.3480805433856,115.742616813996,62.6102744652122,16901.7545806446
alborufescens,61.8653324735019,115.379283694353,61.1552984468386,16963.362710165
alborufescens,85.4595390001369,128.594110999658,54.9438173780818,15865.6553915836
alborufescens,86.1014442071671,111.385260563419,54.7349301121296,16187.8703808362
alborufescens,85.2313341494989,102.382476264148,55.5217441610151,16096.976417897
alborufescens,83.0234210090629,115.579857733716,53.9369774511417,15357.7768019678
alborufescens,90.8656049661516,112.22465312944,55.9669198210594,16264.3331564276
alborufescens,82.1649073607581,122.829274959264,56.4487567398735,15662.1012435062
alborufescens,88.0462540470469,116.075609466731,54.9405477176052,16440.8837991503
alborufescens,71.4333023655541,145.098132520798,46.2947735669814,14738.4835038395
alborufescens,89.2472312692904,121.392219299977,54.7216134772276,15889.4367707245
alborufescens,89.6300539179899,105.869746134279,56.5548289371768,16468.2292984395
alborufescens,60.6106006505263,114.28554745961,60.3489725686189,16816.0698664499
alborufescens,77.6019585644412,92.3520911724866,54.5819040279524,16382.496075153
alborufescens,52.5093348866015,114.55916386283,57.691792190395,16537.8800430873
alborufescens,56.6024521237259,115.924211253811,61.8068439987663,16440.3989685773
alborufescens,87.521205662424,111.229990732155,57.5008902138924,15039.925735282
alborufescens,79.8672922206873,109.942126183678,55.7823790127723,15281.2826192571
alborufescens,79.8344849595606,121.111801591036,53.4083783566805,15707.5747906828
alborufescens,87.1407031393317,124.131561792517,54.7607206795042,15666.8419075017
alborufescens,73.0423304337439,142.202609326483,48.2359692178205,14513.9502677579
alborufescens,86.9974661706153,126.300959476966,57.8323055924997,15739.0426711
alborufescens,69.0619004632813,139.676952071655,47.9618967736267,14412.6917772213
alborufescens,88.9046723885713,107.250353250213,58.8468973839261,15602.8053069966
alborufescens,85.4119141157089,122.121033075251,54.6461460181338,16449.5272657401
alborufescens,49.6808200992949,96.0048837934797,49.5480120695507,17104.0242910105
alborufescens,77.4422461815444,97.8810874835809,55.5576834609622,16229.1570150245
alborufescens,93.9422431784375,115.305601253377,57.4473529503457,16404.0446243888
alborufescens,88.7329404641348,107.033214396221,54.5286996489281,16284.7450223667
alborufescens,89.0830819756525,106.147278745812,54.545744564297,15248.2605203949
alborufescens,85.1019667657843,105.945173309681,53.7210200362821,16345.246725098
alborufescens,79.7552365917547,118.626264178753,54.1832309600805,15005.9802891579
alborufescens,71.8334095101338,135.375745754606,48.8393040311212,14427.7288977389
alborufescens,82.9401122282942,111.615377352464,58.0697907302912,15022.9715164946
alborufescens,54.5497521412566,121.642087166992,60.8636740679014,16945.6400662556
alborufescens,53.7724604403277,114.952487055446,62.6203710902226,16584.3389425908
alborufescens,69.6807794261497,142.792857227996,47.5249866110689,14275.4498614007
alborufescens,91.3625015940551,119.412546969726,56.5079429154073,15653.7260794661
alborufescens,89.3055919935874,113.479442084264,54.4872963757339,16021.0970195757
alborufescens,88.8695277462366,113.909324636698,55.949160070103,15130.3348120267
alborufescens,63.6293362337083,114.460715597012,62.9038789974021,16702.7236260913
alborufescens,85.67256642943,105.644257797065,57.8819986750324,15407.9915702029
alborufescens,62.0467755080965,122.816210038556,62.5463640850808,16756.6607399826
alborufescens,83.7009987554019,113.91192986991,56.0159327980904,14982.487233913
alborufescens,83.7845850326378,118.279104069007,53.3167448125965,14745.3896246432
alborufescens,47.3463858748186,114.335251615422,58.4995094545262,16696.5636344151
alborufescens,58.0764581855409,115.931880031543,57.3369926804682,16370.7678699805
alborufescens,52.5111364581373,114.841894256619,60.9080186169578,16800.7138050012
alborufescens,70.887823578268,101.66657791112,54.1937188337982,16698.1726125505
alborufescens,77.7648118923751,100.073215051457,52.6084340438375,16583.7456051549
alborufescens,79.8425154164449,126.013127042484,54.0235569316342,15836.475111899
alborufescens,84.4704790516579,118.387787450928,56.5504038246599,15477.9061180792
alborufescens,87.8841067639605,114.274855409093,55.4787906142905,15590.8079016644
alborufescens,70.6765905701008,98.100792271406,52.9028460784638,16462.7458847576
alborufescens,51.754491167428,118.056570253845,64.3339144067763,16674.7071755337
alborufescens,87.3109898247772,110.758588049246,52.8219008710808,16762.3192484133
alborufescens,81.4912396974008,122.380575215672,57.4631519670246,16313.2224735135
alborufescens,51.9735889175827,103.719449767311,47.9367370641512,17589.8011256084
alborufescens,82.2317100483763,115.257175883489,55.709780535598,15294.0076397693
alborufescens,88.3900616712235,126.696815396468,55.0783722107497,16362.6905446966
alborufescens,82.4309236469498,100.654654411726,55.1091494978764,16414.8802615418
alborufescens,82.9598237885498,109.236433138533,55.4711555658652,15309.6703990513
alborufescens,72.4367185833234,141.21399871876,46.2363624634091,14730.5186449489
alborufescens,77.8778452527654,100.133928169987,54.42014516222,16106.2497874773
alborufescens,69.421932250143,100.097372523218,54.1194750933814,16689.6222025739
alborufescens,75.8041117829411,143.445703845438,47.8037035180376,14670.6992273123
alborufescens,93.3528807856618,122.0848715701,54.4971577477622,16496.9232287391
alborufescens,88.9276841276641,106.401730175279,57.8894075465415,15719.1134617882
alborufescens,54.5497521412566,121.642087166992,60.8636740679014,16945.6400662556
alborufescens,62.9153067157423,120.694237827586,59.9920960786227,16729.6272421996
alborufescens,50.0705146331783,114.514893922666,62.2872712897774,16518.359404899
amnicola,8.40024700533645,100.04051979963,47.1842405584731,13404.5276794337
amnicola,10.1243588055537,96.5176617992297,44.823649983021,13279.6538694762
amnicola,24.2968707227034,97.4770321891235,45.2706498931079,12906.7312302454
amnicola,6.48757002240914,99.6212769534661,46.530345120906,13120.2568679204
amnicola,11.57555093922,96.4012693735097,46.7926999539752,12867.4419171295
amnicola,18.4139704521827,96.9095073756156,45.3603496116041,12537.3121082494
amnicola,21.8456407309013,98.3844861736435,45.8519809757472,12752.4234488744
amnicola,10.1243588055537,96.5176617992297,44.823649983021,13279.6538694762
amnicola,9.4936413589402,97.9547382742434,45.1066515595048,12796.4482891494
amnicola,15.3399513862482,95.50544567382,47.1800328136974,13383.6177237116
amnicola,15.6115063333612,98.9223960560225,44.0580698263678,12822.457934206
amnicola,14.3514143220806,98.9497977824388,45.979664445209,12833.9485114829
amnicola,10.4327081857867,100.857794451679,44.8076685119957,12997.490478463
amnicola,9.15455270678434,99.3174872274056,46.4294993760691,13058.5552122205
amnicola,22.6795491683028,99.7876462280645,45.3044143181056,13338.1530910314
amnicola,12.7786794735238,99.6675505890649,47.2117316997686,12700.2144542219
amnicola,12.6321552208529,99.8660736069802,47.1610308014363,13192.2177992764
amnicola,14.3922027145461,96.620307975807,44.7622701567882,12908.1514049647
amnicola,15.4140472309782,98.188002435541,46.5749834152056,13228.9062643511
amnicola,24.380993492309,95.4030750642246,44.1756887902467,12834.6050822114
amnicola,18.0266105157352,97.8727500740974,45.0426520026234,13534.996276327
amnicola,11.2149172188604,98.9082120160566,45.2425674218232,12761.6100673204
amnicola,12.2763259213884,99.6528503859546,45.6417555931742,12809.2485649577
amnicola,13.6196890733075,97.3474081782936,46.0326370665513,12826.0981734499
amnicola,23.7726702520155,99.6711429412351,45.4299195368974,13123.8256453193
amnicola,13.3730708548997,96.6922361789393,44.5467843548802,12740.9885779505
amnicola,7.88475059424093,97.5924493939679,46.1365481278443,12763.0039103521
amnicola,12.701958413958,97.01204382137,46.5767855496472,13124.64111727
amnicola,9.15455270678434,99.3174872274056,46.4294993760691,13058.5552122205
amnicola,8.40024700533645,100.04051979963,47.1842405584731,13404.5276794337
amnicola,25.4697375179088,97.1691769190923,44.0037388603525,13342.4382464846
amnicola,6.40873368489554,97.0805202034716,45.4695353045729,13432.0912079987
amnicola,20.1617171862593,98.3721959753243,44.3985461843562,12777.919911354
amnicola,9.87340298701237,99.166637085198,45.9683848221818,13039.1112550504
amnicola,17.1608101465346,96.0852439127299,46.1622715410297,13438.4618248288
amnicola,15.3050957653931,96.6189206213738,46.792863140791,12865.1674072404
amnicola,15.9431987881053,96.2089764861417,45.7449328167463,12739.9386382018
amnicola,13.434197746962,99.5232252925622,45.898641786031,13171.5941962437
amnicola,13.1961257455737,95.9234690844876,45.7688462793472,12905.4032308805
amnicola,12.8225709127085,98.4623956387909,44.1442385844772,13407.9988439064
amnicola,12.9280702879778,96.5704343021665,45.6749547924271,12683.375488958
amnicola,14.3900318853974,97.5614252562289,45.0135340838817,13294.5974276092
amnicola,20.7915896644227,99.5757872665048,42.952016742327,12690.6891043624
amnicola,23.8551824198782,97.2012347474536,43.7863721929602,12968.4385884907
amnicola,14.1848376661583,99.1489249902952,45.6184913239567,13288.610487867
amnicola,12.8858565229194,96.4558506797633,44.6837011502786,13500.3102519748
amnicola,9.20877933111169,99.8711519126528,46.535160148231,13229.8605885602
amnicola,10.9512766869356,99.1750841716816,43.5893414164267,13379.8464239133
amnicola,18.060164451676,95.3260687094041,45.7133993544186,12957.4531058432
amnicola,15.6384844192201,97.5176460933202,45.773063461601,13291.3568074995
amnicola,17.653724926891,96.8750738448112,45.5809351398016,12939.7855593514
amnicola,16.3021058369764,99.8568601146629,46.8285732134877,13237.4513130899
amnicola,19.7418408636605,96.4896730802519,46.0236131303156,13315.0758968167
amnicola,11.9509822051542,97.3053432017992,45.6787537896293,13136.9626966102
amnicola,19.1518407956275,98.1791355935218,45.6607443958236,13465.8409802821
amnicola,12.6952753795313,99.5579763332665,47.0158442164229,13441.4689924265
amnicola,9.32822178439358,96.4163269016659,45.4548932005013,13168.4041506119
amnicola,18.0567106957823,99.8701570967265,45.9090563418427,12705.0251299647
amnicola,8.40024700533645,100.04051979963,47.1842405584731,13404.5276794337
amnicola,15.8371879518233,96.9383947594374,46.9766052903413,13481.2335075471
amnicola,15.6384844192201,97.5176460933202,45.773063461601,13291.3568074995
amnicola,14.3261446424394,95.6326064037858,44.3471068282463,12858.8653298153
amnicola,17.2403425102456,95.664765273882,43.900253475346,12977.7977062808
amnicola,14.9755228864793,98.5355564285698,45.4573808031789,13313.0788788022
amnicola,11.4211826780415,100.052133982709,47.1918509955978,13132.5713895034
amnicola,11.57555093922,96.4012693735097,46.7926999539752,12867.4419171295
amnicola,25.0660970589496,96.3338340946941,44.1234710052996,13282.9938143334
amnicola,11.8906025214883,98.9632107641604,43.88120293746,13437.9567568595
amnicola,9.73513602146887,98.722941633408,45.7648537702696,12825.3270510225
amnicola,25.3059229048215,98.2486115391681,45.3951884045873,13201.7942165975
amnicola,14.9755228864793,98.5355564285698,45.4573808031789,13313.0788788022
amnicola,17.0338635553231,100.714046610509,45.3554023279731,13379.2109623433
amnicola,17.0948047258985,98.2427485330511,46.1411893722093,13461.1958479333
amnicola,8.88312110701035,99.6333745668608,44.5002207103642,12913.1830459516
amnicola,15.3399513862482,95.50544567382,47.1800328136974,13383.6177237116
amnicola,14.9641056993017,97.3045045764267,43.4563116275404,13293.5049193524
amnicola,16.7339522493396,98.3033988325986,45.0011634027832,13461.4339974042
amnicola,12.5322028651459,100.867648557338,45.1789145863316,13215.4030474457
amnicola,18.9947553636192,96.5147789350989,43.3996219964716,12727.4724640683
amnicola,22.2814988163152,95.5097030971985,44.6004869926216,13357.951936355
amnicola,11.2146236966259,96.4856125409379,46.428909875479,12986.8888553293
amnicola,22.7279279459817,96.7119408160092,43.5640845561763,13194.8356860429
amnicola,18.2023299376419,99.3514795821918,45.4853095045923,12836.8631476682
amnicola,11.8906025214883,98.9632107641604,43.88120293746,13437.9567568595
amnicola,20.8232724010551,99.0211683034591,44.9442746449415,13044.9146322159
amnicola,7.92804695911643,99.9875103144515,46.4829026603148,12892.682304912
amnicola,11.0688288281538,99.1622502601136,44.8881133080053,13413.4613506983
amnicola,17.3235281827694,98.7130689744969,44.058488208372,13160.4874024734
amnicola,20.55405936324,100.159277172609,45.7672511924405,12966.9392011501
amnicola,8.55421988433407,100.075205791602,46.5917049196289,13134.6210981047
amnicola,21.4370466040142,99.4757934077684,45.5566333530191,12735.0007982272
amnicola,23.5052424734736,95.6590456176271,44.9095660505439,13191.7310521982
amnicola,10.0201138309769,98.1736731369098,44.7237857873205,13425.8311383766
amnicola,11.0517048203732,98.9051682284222,46.6770422349673,13117.4272221162
amnicola,11.2146236966259,96.4856125409379,46.428909875479,12986.8888553293
amnicola,10.883177364915,99.1342901864585,45.5639546993871,13086.4766866477
amnicola,17.1608101465346,96.0852439127299,46.1622715410297,13438.4618248288
amnicola,24.8768191152904,98.0670997765429,45.9931046221169,13197.9042613615
amnicola,6.40873368489554,97.0805202034716,45.4695353045729,13432.0912079987
amnicola,14.0725244630427,100.795033242075,45.0206552957866,12809.2716641503
argyrophylla,47.8035609857524,84.1313853002529,43.076803903301,14563.2432256677
argyrophylla,51.6062985158682,90.2793258098921,42.4458113051311,14858.400598677
argyrophylla,38.2815881168786,82.4554811562443,44.9415279215842,14276.8253978313
argyrophylla,63.0228298063524,99.1735796229562,47.6922087606354,15771.5452131254
argyrophylla,42.4236137901571,89.8000370015972,39.9942778394857,14756.6287399441
argyrophylla,35.9531862177494,83.5286268666582,40.3484016992361,14547.9210234915
argyrophylla,35.7061863456929,80.1034991997561,42.8619171806207,14165.7570708562
argyrophylla,48.8294072375409,120.353909813646,53.0932620084953,13958.7015328194
argyrophylla,45.2296373470276,82.8869182652418,40.6545914294337,14817.1902238685
argyrophylla,72.0949904237569,99.0684626984467,48.8016375294308,16305.2904610531
argyrophylla,66.4715639142536,95.577101169489,46.7245703750915,16612.2187102568
argyrophylla,66.9085290277454,100.738881919925,47.1759398416582,16249.7819998338
argyrophylla,33.9704490525332,79.3855421866229,42.2896499506489,14089.1569129843
argyrophylla,44.8870044336089,115.590943469713,54.6352423583229,13879.1489237635
argyrophylla,63.5361882363574,101.46305682908,41.3524605158229,14430.1355032516
argyrophylla,47.7619087855608,120.05604449901,55.2149287116302,13434.263023751
argyrophylla,48.8104041534976,80.7328045919095,40.2770488373094,14049.847956191
argyrophylla,42.5032384742888,78.6549140662523,40.2013971781038,15095.1496929557
argyrophylla,40.3537289909769,79.5643633119686,39.9003871697389,15162.8117998996
argyrophylla,44.9533475423675,81.4710321399755,38.8269373748134,14630.9777046986
argyrophylla,43.3139492000333,85.201453991975,41.1034056488001,14449.7167393686
argyrophylla,59.0081837241299,103.337111967349,42.9533595107249,14275.0275358888
argyrophylla,31.8005328191466,87.3657502145467,44.5791812825465,15035.3518413867
argyrophylla,59.8898575021889,106.306878245392,42.8041430469376,13615.2961094389
argyrophylla,48.567248670654,89.6230990553813,41.8617613620562,14670.0403603226
argyrophylla,28.7200218322702,92.0377473186768,40.7682324811782,14589.8570938195
argyrophylla,48.366034001133,84.3224326206897,40.5750110218251,15110.4264109711
argyrophylla,49.5074831226157,88.5962143607606,43.3835477943941,14795.3067338559
argyrophylla,37.9666515348885,79.4572285556991,43.0037543693126,15033.0025932533
argyrophylla,38.3089723989575,82.2230636652261,42.4924593100132,14838.3152051621
argyrophylla,32.6037725721301,86.3824657076021,40.0911632266762,14324.108607806
argyrophylla,65.8204378215403,97.9292989811758,49.1976346969159,16574.2132229769
argyrophylla,60.2918538576587,103.60218208056,40.8770257681764,13802.5620808828
argyrophylla,67.7287286674807,97.0341290385969,47.8882444412258,15724.8739071002
argyrophylla,39.9310630438424,85.7415943972677,39.9125246943161,14798.2115649596
argyrophylla,42.5173255126677,87.893259559298,43.2475300091601,15099.1502510691
argyrophylla,44.6368275729227,79.7524123318828,39.7174022903529,14068.5738268747
argyrophylla,68.2009642647642,100.448281059619,47.1018192498654,15918.8635786359
argyrophylla,36.3692196008574,88.6436706950714,43.8132843555663,14968.6652973373
argyrophylla,47.1551761597625,88.4101670266953,39.6886752087593,14120.4672029135
argyrophylla,48.2068069555583,90.6302388530979,41.5744790136921,15054.0092696807
argyrophylla,30.8650008250684,83.2523202474488,44.6872555663151,14896.713972692
argyrophylla,66.7577526000096,97.407821447989,48.2276715628059,16370.1872026837
argyrophylla,49.3912722582415,79.7755057111385,42.7984402890826,14339.3023615917
argyrophylla,38.5368078825695,82.6380212076135,45.0537719187478,18326.5372473178
argyrophylla,47.2652284196295,78.3892463180798,40.6998341554252,14816.2777216294
argyrophylla,63.5828531724905,94.6178942221196,48.61763336677,15942.77905303
argyrophylla,38.4564845495042,86.7158081596961,39.9817036443762,14517.0345058412
argyrophylla,39.7971555633473,87.2956694135784,40.5249255515958,15378.1390774473
argyrophylla,35.7707654141135,87.2795825112984,44.1779230758971,15231.6998187977
argyrophylla,46.1513236379069,118.212335549408,55.3481511560173,14126.2142933027
argyrophylla,29.0766132402124,89.8853680418848,40.2577793268952,14802.8825045416
argyrophylla,63.1803248430673,105.878334720212,42.3259382196981,13446.4425688065
argyrophylla,50.4201896739496,117.364209209487,56.697750918616,14114.725614475
argyrophylla,38.5788877880755,84.7539926223961,41.5407143848729,15104.8448640309
argyrophylla,62.1575938715866,92.7669664059161,47.5647071710637,16221.8007496291
argyrophylla,36.5980332310846,79.9121099455809,41.5865794064551,15179.5980183185
argyrophylla,37.0639173055597,90.4605705288987,43.1512812305542,14825.3051386127
argyrophylla,42.8845692819895,94.3311762615209,40.6989871511335,14688.7446805399
argyrophylla,68.489539459209,97.0244440185999,48.5296097739473,16214.8717366856
argyrophylla,38.6898523409968,82.7993337120911,41.7736788281047,14112.3722683038
argyrophylla,35.3870040319188,86.1369155514203,44.4694526161975,15128.268498217
argyrophylla,45.268417634547,83.83959603237,42.6924506341113,14915.6558541004
argyrophylla,51.125597920771,81.649221686854,40.5362420261769,14699.8687599611
argyrophylla,52.4142835625248,90.0476835460013,43.2398192295673,14973.1352615119
argyrophylla,62.1748530529872,98.1187602510278,48.9342768219895,15802.100468014
argyrophylla,45.5228341566097,83.7432177169082,41.8144380083718,14298.7997958279
argyrophylla,45.9989239739964,88.8937354126176,39.2029774053916,14495.9782822274
argyrophylla,28.894968774012,89.0691317067849,41.6928467139698,14481.9325576274
argyrophylla,63.9588193548025,95.687498478412,47.6704096366503,15871.9137042542
argyrophylla,42.4976397496156,88.8808124955389,42.6293438337846,14378.1423300454
argyrophylla,28.0326087464996,83.5044546464025,41.1514710457851,14401.0972462305
argyrophylla,36.622713206497,81.994396683471,41.6159842984917,15283.184045079
argyrophylla,39.6251749948866,80.8907974426214,43.1303183618494,15312.8012115535
argyrophylla,66.3069164374732,102.210399760726,47.6358984640021,16087.4300115875
argyrophylla,27.5510943422718,86.9841514576878,43.4721917038811,14431.116148998
argyrophylla,41.7776841150055,119.799727947946,54.4304890469367,13924.13125183
argyrophylla,45.4106324141915,88.9518634593382,43.3070028485441,14629.7590569995
argyrophylla,43.7603838541413,91.1863106696486,39.0731502646265,15183.9122077185
argyrophylla,63.8605556598965,105.740334189756,42.0848410292311,14246.6376607215
